español	quechua
agosto	qhapaq situwa killa
setiembre	unu raymi killa
octubre	qoya raymi killa
noviembre	aya marq’ay killa
diciembre	qhapaq raymi killa
lunes	killachay
martes	antichay
miércoles	qoyllurchay
jueves	illapachay
viernes	ch’askachay
sábado	k’uychichay
domingo	intichay
¿Cuál es tu día favorito de la semana?	Ima p’unchawtan anchata munakunki?
El viernes	Ch’askachay p’unchawta
¿Cuándo iremos a visitar a la abuela?	Tayk’aqtaq purisun awichanchis qhawaykuq?
El domingo	Intichay p’unchawta
norte	chincha
este	anti
oeste	qonti
sur	qolla
amarillo eléctrico	k’anchariq q’ello
amarillo	q’ello
azul marino	yana anqas
azul	anqas
bicolor	allqa
blanco	yuraq
celeste	qayma anqas
crema	qayma q’ello
dorado	qori
gris	q’osñi
guinda	yana puka
marrón	allpa puka
moteado	chikchi
naranja	nina puka
negro	yana
plateado	qollqe
plomo	oqe
rojo eléctrico	chiwanway puka
rojo sangre	yawar puka
rojo	puka
rosado	qayma puka
verde caña	k’anchaq q’omer
verde esmeralda	qayma q’ome
verde negro	q’oyo
verde oscuro	yana q’omer
verde	q’omer
¿De qué color es tu gato?	Ima llinphin michiyki?
Mi gato es de color blanco	Michiyqa yuraqmi
¿De qué color es la polera de tu equipo favorito?	Ima llimphin p’achan munakusqaki pukllaqkunaqta?
La polera de mi equipo favorito es verde	Munakusqa pukllaqkunaq pachanqa q’omermi
amígdalas	amuqlli
barba	sunkha
bigote	sunkha
boca	simi
cabello blanco	yuraq chukcha
cabello castaño	ch’unpi chukcha
cabello corto	huch’uy chukcha
cabello enredado	t’anpa
cabello largo	suni chukcha
cabello	chukcha
cabeza	uma
calvo	p’aqla uma
cana	soqo
cana	soqo chukcha
cara	uya
ceja	qhepiña
cerebelo	sulk’a ñosqho
cerebro	ñosqho
coronilla	mukuku
cráneo	uma hanq’ara
cuello	kunka
dientes	kirukuna
faringe	millp’uti
frente	mat’i
garganta	tonqor
labio inferior	wirp’a
labio superior	sirphi
lengua	qallu
lunar	ana
mandíbula	waqo
mejilla	k’aklla
mentón	k’aki
nariz	senqa
nuca	much’u
ojo	ñawi
oreja	rinri
paladar	sanq’a
párpado	ñawi qara
pestaña	qhechirpa
pupila	ñawi ruru
trenza	sinp’a
¿Tu tío es calvo?	Yayayki loqsochu?
No, mi tío tiene el cabello largo	Mana, yayayqa hatuchachaq chukchayoqmi
¿Te han operado alguna vez?	Hayk’aqllapas khallarasunkikuchu?
Sí, cuando chico me operaron de las amígdalas	Arí, huch’uylla kaqtiymi allichawaranku amuqlliymanta
abdomen	wiksa
antebrazo	ñawpa marq’a
arterias	puka yawar sirk’akuna
axila	lluk’i
bazo	weqaw
bilis	hayaqe
brazo	mak’a
bronquios	ñañu tonqorkuna
cadera	teqni
cartílago	k’apa
cintura	weqaw
codo	kukuchu
corazón	sonqo
costilla	waqta
coxis	siki tullu
cuerpo	kurku
dedo anular	siwi ruk’ana
dedo índice	tuphsi ruk’ana
dedo medio	chawpi ruk’ana
dedo meñique	chana ruk’ana
dedo pulgar	mama ruk’ana
dedo	ruk’ana
duodeno	muyuqen
empeine	pichuski
esófago	wiksa heq’e
estómago	wiksa
espalda	wasa
hígado	kukupin
hombro	rikra
hueso	tullu
ingle	phaka k’uchu
intestino delgado	ñañu ch’unchul
intestino grueso	rakhu ch’unchul
nervio	hank’u
ombligo	pupu
omóplato	qharmin
palma de la mano	maki t’aqlla
páncreas	k’ayrapin
pantorrilla	ch’upa
pie	chaki
piel	qara
pierna	chaka
pulmones	sorq’ankuna
riñón	rurun
rodilla	moqo
rótula	moqo tullu
sangre	yawar
talón	takillpa
tráquea	hantun tonqor
uña	sillu
útero	kisma
vejiga	hisp’ay p’uru
venas	yana yawar sirk’akuna
vértebra	waqtan
vesícula biliar	hayaqe p’uru
vísceras	ñat’ikuna
¿Te golpeaste en la rodilla?	Moqoykitachu takarukunki?
Sí, pero no me salió sangre	Arí, ichaqa manan yawarniyoqtachu
¿Te pasa algo?	Imayuqchu kashanki?
Tengo dolor de espalda	Wasa nanaymi hap’iruwan
afta	phatsku
ampolla	supullu
ardor	k’aray
escozor	k’aray
callo	t’aqri
caries	kiru ismuy
caspa	qarapati
cataratas	qoyru
catarro	chhulli
cicatriz	q’ella
contagio	rantiyuy
diarrea	q’echa
disfonía	ch’aka kay
dolor	nanay
enfermo	onqosqa
estornudo	achhi
fiebre	ruphapa
fractura de huesos	tullu p’aki
hematoma	q’oyo
hemorragia	yawar apariy
hipo	hik’iy
mal de altura	suroqch’i
malaria	chukchu
mareo	uma muyuy
medicamento	hanpi
médico	hanpikamayoq
orzuelo	ñawi qara ch’upu
pérdida de ánimo	chiriyay
resfrío	khananay onqoy
romadizo	ch’uli
sanar	allinyachiy
sano	qhali
sarna	qaracha
tos	ukhu
toser	ukhuy
tumor	ch’upu
verruga	tikti
viruela	muru onqoy
vomitar	aqtuy
vómito	aqtu
¿Tu abuelita sigue enferma?	Awichayki onqosqallachu kashan?
No, por suerte ahora está sana	Manañan, surtipaq allinmi kashan
¿Qué te pasa?	Iman imanasunki?
Me siento enfermo	Onqosqa hinan tarikun
abuela	hatucha
abuela	mamaku
abuela	awicha
abuelo	apucha
abuelo	machula
abuelo	awichu
adolescente	warma
amante	waylluq
amante	munaq
amante	inka
amar	waylluy
amar	munay
anciana	paya
anciano	machu
buena vida	allin kawsay
coetáneo	wiñay masi
compañero	masi
compañera	masi
concuñado	qatay masi
crecer	wiñay
cuñado	masani
dar a luz	wachakuy
difunto	wañusqa
embarazada	wiksayoq
enamorarse	munapayakuy
esposa	warmi
esposa	qoya
esposo	qosa
hermana de la mujer	ñaña
hermana del varon	pana
hermano gemelo	t’ira
hermano gemelo	illa
hermano de la mujer	tura
hermano del varon	wayqe
hija de la madre	warmi wawa
hija del padre	ususi
hijo de la madre	qhari wawa
hijo del padre	churi
hijo mayor	phiwi
hijo menor	sullk’a
hijos pequeños	khullu wawa
hombre	runa
longevidad	unaypacha kawsay
mala vida	mana allin kawsay
morir	wañuy
muchacha	sipas
mujer	warmi runa
nacer	yuriy
nacer	paqariy
nieto	haway
nieta	willka
niña	erqe
niña	warma
niño	erqe
niño	warma
niñez	erqe kay
novio	yana
novia	yana
nuera	qhachun
padre	tayta
padrino	marq’aki
pariente	ayllu
parentela	ayllu
prima de la mujer	sispa ñaña
prima del varon	sispa pana
primo de la mujer	sispa tura
primo del varón	sispa wayqe
primogénita	phiwi
primogénito	phiwi
sobrina	mulla
sobrino	mulla
suegra de la mujer	aqe
suegra de la mujer	kiwachi
suegra del varon	kisma
tía abuela	ipala
tía 	ipa
tío materno	kaka
tío paterno	yaya
varón	qhari runa
vida eterna	wiñay kawsay
vida temporal	kay pacha kawsay
vida	kawsay
vieja	paya
viejo	machu
viuda	ikma
viudo	pasu
vivir	kawsay
yerno	qatay
¿Quién es tu cuñado?	Pin masaniyki?
Juan, el hermano de mi novia	Juanmi, yanaypa turan
¿Paula es tu prima?	Paula sispa ñañayki?
No, ella es mi tía	Mana, payqa ipaymi
