español	quechua
Los zapatos están rígidos cuando son nuevos.	Zapatokunaqa musuq kaptinqa k’ullum.
Mostrame algo un poco más grande.	 Aswan hatun kaqta qawachiway.
El silencio es un arma muy poderosa.	 Upallalla kayqa ancha atiyniyuq armam.
El silencio pone nerviosas a algunas personas.	 Upallalla kayqa wakin runakunatam mancharichin.
Ya que él lo dice, debe ser verdad.	 Chaynata nisqanrayku, chiqapchá kanman.
Despacio, que hay mucho tiempo.	 Pisi pisiyay, achka tiempom kachkan.
Había humo saliendo de la chimenea.	 Chay chimeneamanta q’osñi lloqsimushasqa.
Salía humo de la chimenea.	 Chimeneamanta q’osñi hamushasqa.
En esta zona está prohibido fumar.	 Kay kitipiqa mana cigarrota pitayqa hark’asqachu.
Fumar es malo para la salud.	 Cigarrota pitayqa mana allinmi qhali kayniykipaq.
Fumar es perjudicial para la salud.	 Cigarrota pitayqa qhali kaypaqmi mana allin.
Fumar te hará mucho daño.	 Cigarrota pitayqa anchatam nanachisunki.
Las serpientes son criaturas de sangre fría.	 Mach'aqwaykunaqa chiri yawarniyuq kawsaqkunam.
Algunos son rojos y otros son blancos.	 Wakinqa puka, wakintaq yuraq.
Algunos chicos entraron en la clase.	 Wakin qhari wawakunan claseman haykurqanku.
Algunos chicos entraron a la sala.	 Wakin qhari wawakunan chay cuartoman haykurqanku.
Algunos de ellos hicieron muy poco trabajo.	 Wakinqa pisillatan llank’arqanku.
Algunas personas tienen miedo de las arañas.	 Wakin runakunaqa arañakunatam manchakunku.
Algunas personas son alérgicas al trigo.	 Wakin runakunaqa trigomanmi alergiayoq kanku.
Algunas personas son más agradables que otras.	 Wakin runakunaqa wakinmanta aswan sumaqmi kanku.
Algunas personas encuentran relajante la lectura.	 Wakin runakunaqa leeytam samaykachinku.
A algunas personas parece que les gusta discutir.	 Wakin runakunaqa discutiyta munankumanpas hinam.
Algunas mujeres no se afeitan las piernas.	Wakin warmikunaqa manam chakinkuta rutunkuchu.
Alguien me robó el secador de cabello.	 Pipas chukchayta ch’akichiwaqniyta suwarurqa.
Alguien dejó su paraguas.	 Pipas paraguasninkuta saqirqa.
Algún día se realizará tu sueño.	 Mayk’aqllapas musquyniyki hunt’akunqa.
Un día tu sueño se hará realidad.	 Huk punchawmi musqusqayki huntakunqa.
Algo no cuadra aquí.	 Kaypiqa manam imapas yapakunchu.
Algo ha salido terriblemente mal.	 Imapas manchay mana allinmi pasarun.
Algo me dice que Tom estará bien.	 Imapas niwan Tom allin kananta.
A veces voy, a veces no.	 Wakin kutiqa rini, wakin kutitaq mana.
A veces un cigarro es tan solo un cigarro.	 Mayninpiqa cigarroqa cigarrollam.
Decir la verdad a veces duele.	 Cheqaqta rimayqa mayninpiqa nanachiwanchismi.
A veces eres más poco imaginativo.	 Wakin kutiqa aswan mana yuyayniyuqmi kanki.
Lo siento, no quería asustarte.	 Pampachaykuway, manam manchachiyta munarqanichu.
Lo siento pero esta noche debo trabajar.	 Pampachaykuway ichaqa kunan tuta llamk'anaymi.
Viajar por el espacio ya no es más un sueño.	 Espaciota viajayqa manañan mosqoychu.
Párate cuando digan tu nombre.	 Sutiykita niptinku sayariy.
Mantén la calma pase lo que pase.	 Imaña kaqtinpas thak kay.
Está saliendo vapor del motor.	 Motormantam vapor lluqsimuchkan.
Deja de compararte con los demás.	 Amaña hukkunawan tupachiychu.
Deja de ocultar tu cabeza en la arena.	 Amaña umaykita rit’ipi pakaychu.
Dejá de fingir que no me conocés.	 Amaña mana reqsiwasqaykiman hina ruwaychu.
¡Deja de fingir que no me conoces!	 ¡Amaña mana reqsiwasqaykiman hina ruwaychu!
Los estudiantes no pueden usar este baño.	 Yachakukkunaka mana kay bañowan yaykuchun.
Existen escasos pintores como Picasso.	Picasso hina pintorkunaqa pisillam.
De repente se apagaron todas las luces.	 Chayllamanmi llapa llimpikuna wañururqa.
De repente el perro empezó a ladrar.	 Chayllamanmi allquqa qapariyta qallaykurqa.
Es peligroso nadar en la laguna.	 Lagunapi nadayqa peligroso.
En tu próximo viaje llévame contigo.	 Qatiqnin viajeykipi pusaway.
Lleva esta caja a la otra habitación.	 Kay cajata huknin cuartoman apakuy.
Cuidar del bebé es mi trabajo.	 Wawata cuidayqa llamkayniymi.
Los profesores deben comprender a los niños.	 Yachachiqkunam warmakunata entiendenanku.
La televisión está arruinando la vida en familia.	 Televisionqa familiaq kawsaynintan waqllichishan.
Dile a Tom que no queremos ir.	 Tomman niy mana riyta munasqaykumanta.
Decile a Tom que queremos hablar con él.	 Tomman willay paywan rimayta munasqaykumanta.
Dile que estoy haciendo la cena.	 Payman niy cena ruwasqayta.
Dime si vienes mañana.	 Paqarin hamunki chayqa willaway.
Dime quién más sabe de esto.	 Willaway pikunachus kaymanta yachan.
Dime quién más sabe acerca de esto.	 Willaway pikunachus kaymanta yachan.
Dime quién más sabe sobre esto.	 Willaway pikunachus kaymanta yachan.
Cuéntame tu historia. Soy todo oídos.	 Willaway willakuyniykita. Tukuy rinriyuqmi kani.
Diles que se presenten ellos mismos.	 Riqsichikunankupaq niy.
Gracias por decorar mi casa.	 Gracias wasiyta sumaqchasqaykimanta.
Gracias por hacerme este favor.	 Gracias kay favorta ruwawasqaykimanta.
Gracias por prestarnos el libro.	 Gracias chay librota prestawasqaykikumanta.
¡Gracias por las hermosas rosas!	 ¡Gracias sumaq rosasmanta!
Muchas gracias por haberme invitado.	 Anchata agradecekuykiku invitawasqaykimanta.
Muchísimas gracias por el regalo.	Anchata agradecekuykiku chay regalomanta.
Muchas gracias por su obsequio.	 Anchata agradecekuykiku regaloykimanta.
Muchísimas gracias por tu ayuda.	 Anchata agradecekuykiku yanapakuyniykimanta.
Esa bicicleta es demasiado chica para ti.	 Chay bicicletaqa qanpaqqa ancha huch’uyllan.
Esa bicicleta es demasiado pequeña para ti.	 Chay bicicletaqa qanpaqqa ancha huch’uyllan.
La economía de ese país está creciendo.	 Chay suyuq economía nisqa wiñashan.
Ese crimen se castiga con la pena de muerte.	 Chay hucha ruwayqa wañuywanmi muchuchisqa.
Ese hotel estaba muy cerca del lago.	 Chay hotelqa quchapa ancha hichpallanpim karqa.
Así no es cómo hacemos las cosas aquí.	 Kaypiqa manam chaynatachu ruranchik.
De eso no se trata la pregunta.	 Manam chaymantachu tapukuyqa rimachkan.
Ésa es la oficina en la que trabaja.	 Chayqa llamkasqan oficina.
Eso no es un caballo, es un burro.	 Chayqa manam kawalluchu, chayqa asnu.
Eso no va a ocurrir, ¿no?	 Chayqa manan pasanqachu, ¿riki?
Eso no es algo que quiera hacer.	 Chayqa manan ruway munasqaykichu.
Ese hombre llevaba una máscara de tigre.	 Chay runaqa tigre mascarayuqmi kasqa.
Ese hombre ha favorecido mucho a mi familia.	 Chay runaqa anchatam aylluyta favorecerqa.
Eso quiere decir que piensas como yo.	 Chayqa niyta munan, qanpas ñoqa hina yuyaykunki.
Ese museo resultó ser enorme.	 Chay museoqa hatunmi rikurirurqa.
Eso ya no parece ser cierto.	 Chayqa manañam chiqapchu rikchakun.
Ese ruido me impide dormir.	 Chay qapariymi harkawan puñunaypaq.
Estos alicates me vinieron muy bien.	Kay alicates nisqakunaqa ancha allinmi karqa.
Esa pregunta está en discusión.	 Chay tapukuyqa debatepaqmi.
Eso, en verdad, no parece posible.	 Chayqa, cheqaqpiqa manan atikuq hinachu.
Ese río desemboca en el Pacífico.	 Chay mayuqa Pacífico mama quchamanmi purin.
Ese tren se detiene en todas las estaciones.	 Chay trenqa llapa estacionkunapin sayan.
Fue una enorme pérdida de tiempo.	 Chayqa hatun tiempo usuchiymi karqan.
Eso fue una enorme pérdida de tiempo.	 Chayqa hatun tiempo usuchiymi karqan.
Eso no es lo que buscaba.	 Chaytaqa manam maskachkarqanichu.
Eso no es lo que la gente suele hacer.	 Runakunaqa manan chaytaqa ruwankuchu.
Eso no es lo que la gente acostumbra a hacer.	 Chaymanqa manam runakunaqa yachasqañachu kanku.
Eso es sólo una parte del problema.	 Chayqa sasachakuypa huknin partellanmi.
Eso es algo que tenemos que mejorar.	 Chayqa allinchananchikmi.
Esa es la razón por la que se enfadó.	 Chayraykum piñakururqa.
Ese es el modo en que Tom siempre lo hace.	 Chaynatam Tomqa sapa kuti ruwan.
Eso ya es agua pasada.	 Chayqa yaku pasasqañam.
Ahí es donde vimos a Tom el año pasado.	 Chaypin qayna wata Tomta rikurqayku.
¡Ahí estás totalmente equivocado!	 ¡Chaypin totalmente pantashanki!
Por eso pienso que yo seré elegido.	 Chayraykum piensani akllasqa kanaypaq.
Los británicos capturaron la colina de Breed's.	 Inlatirra runakunaqa Breedpa urqunta hap'irqan.
El avión está listo para despegar.	 Avionqa listoñan kashan lloqsinanpaq.
La alarma sonó a las cinco y media.	 Pichqa horas kuskanpi alarmaqa waqarqan.
El animal emitió un sonoro chillido.	 Chay uywaqa sinchita qaparirqa.
La flecha indica el camino a seguir.	 Flechaqa qatipanapaq ñantam qawachin.
El artículo estaba escrito en francés.	 Chay qillqasqaqa francés simipim qillqasqa karqa.
El bebe parecía estar profundamente dormido.	 Wawaqa usqhaylla puñusqa hinas kasqa.
La sangre rápidamente brotó del rostro de Tom.	 Tompa uyanqa usqhayllan yawar lloqsimurqan.
El libro que compré está en la mesa.	 Chay rantisqay libroqa mesa patapin kashan.
La caja contiene algo de joyería antigua.	 Chay cajapin kashan wakin mawk’a joyakuna.
El chico no cambió de opinión.	 Chay waynaqa manan yuyaykuyninta cambiarqanchu.
El niño se cayó y se raspó la rodilla.	 Chay waynaqa urmaykuspa qunqurninta raspaykusqa.
El niño entró por la ventana.	 Chay wawaqa ventanamanta yaykusqa.
El niño se convirtió en un gran hombre.	 Chay waynaqa hatun runaman tukupusqa.
El niño se aferra a su madre.	 Chay waynaqa mamanta k’askakun.
El chico chapoteaba en la bañera.	 Chay waynaqa tinapi ch’aqchuykusqa.
El niño habla como si fuera un hombre.	 Chay waynaqa qharipas kanman hinan riman.
El niño le tiró una piedra a la rana.	Chaysi warmachaqa sapoman rumiwan wischuykusqa.
El niño me dijo por qué lloraba.	 Chay waynaqa imarayku waqasqanmanta willawarqa.
La bala entró por encima de la rodilla.	 Chay balaqa qunqurpa hawanman yaykururqa.
El sitio de acampada estaba totalmente desierto.	 Campamento ruwasqankuqa ch’usaqmi kasharqan.
El auto se ha estado comportando extraño.	 Chay carroqa admirakuypaqmi comportakuchkan.
El niño estuvo a punto de ahogarse.	 Wawaqa yakupi chinkananpaqñam kachkasqa.
El niño agarró una piedrita.	 Chaysi waynaqa huk rumichata hap’iykusqa.
La clínica está en la calle Park 1439.	 Chay hampina wasiqa 1439 Park callepim kachkan.
El payaso volvió al circo.	 Payasoqa circoman kutirqa.
El club tiene más de 50 miembros.	 Chay klubpiqa 50 masninmi.
El club tiene más de cincuenta miembros.	 Chay klubpiqa pichqa chunka masninmi.
El abrigo no tiene bolsillos.	 Chay punchuqa manam bolsilloyuqchu.
La competición fue feroz.	 Chay atipanakuyqa sinchi sinchi karqan.
La competición se volvió encarnizada.	 Chay atipanakuyqa sinchitan tukupurqan.
La copa de este sombrero es demasiado alta.	 Kay sombreropa coronanqa llumpay altom.
Los datos no han sido compilados aún.	 Chay willakuykunaqa manaraqmi huñusqachu.
Los días son más largos en verano.	 P’unchawkunaqa aswan unaymi chiri killapi.
El ciervo dormía sobre un lecho de hojas.	Chay ciervoqa raphiyuq puñunapi puñusqa.
La derrota lo abatió completamente.	 Chay atipasqanmi paytaqa llapanta ñut’urqan.
El dentista me mandó que me estuviera quieto.	 Kiru hampiqmi niwarqa mana kuyurispalla kanaypaq.
El dentista me pidió que me quedara quieto.	 Kiru hampiqmi niwarqa mana kuyurispalla kanaypaq.
El médico me dio una receta.	 Doctorqa huk recetatam quwarqa.
El doctor comenzó a examinarla.	 Doctorqa qawayta qallaykurqa.
Me dijo el médico que soltara el aire.	 Doctormi niwarqa samayta lluqsinaypaq.
La puerta se abrió y un hombre entró.	 Punku kicharikuptinsi huk runa yaykururqa.
Se abrió la puerta y entró un hombre.	 Punku kicharikuptinsi huk runa yaykururqa.
La puerta del cuarto de Tom estaba cerrada.	 Tompa puñunan punkunqa wisq’asqañan kasharqan.
Pintarán la puerta mañana.	 Paqarinmi punkuta pintanqaku.
El conductor del autobús resultó herido.	 Kay autobus manejaqmi k’irisqa kashan.
El problema de la droga es internacional.	 Droga sasachakuyqa internacionalmi.
La dinamita explotó con un estruendo.	 Chay dinamitaqa huk t’oqyaywan phatarirqan.
La tierra cedió bajo sus pies.	 Kay pachaqa chakinpa uranpim ñanta qukururqa.
La Tierra está cubierta de bosques.	 Pachamamaqa yunkakunawan qatasqa.
El campo está lleno de flores silvestres.	 Chay chakraqa sallqa t’ikakunawan hunt’a kashan.
El fuego se inició en el baño.	 Ninaqa baño ukupim qallarirqa.
El fuego fue apagado inmediatamente.	 Chayllam ninata wañuchirqaku.
La comida en este campamento es terrible.	 Kay campamentopi mikhuyqa manchaymi.
El buzo se tiró al canal.	Chay buceadorqa canalmanmi saltaykusqa.
El juego se suspendió por la lluvia.	 Para kasqanraykum pukllayqa sayachisqa karqa.
El partido se suspendió a causa de la lluvia.	 Chay pukllayqa pararaykum cancelasqa karqa.
La basura huele bien gacho.	 Basuraqa sumaq q’apayniyuq.
La chica que está hablando con Tom es Mary.	 Tomwan rimaq sipasqa Mary.
La granada explotó en el agua.	 Chay granadaqa unupi phatarirqan.
El helicóptero vuela muy bajo.	 Chay helicópteroqa ancha pisillatam pawan.
El helicóptero está volando muy bajo.	 Chay helicópteroqa ancha pisillatam pawachkan.
El helicóptero aterrizó en el techo.	 Chay helicópteroqa wasi patamanmi chayarurqa.
La información era bien inútil.	 Chay willakuykunaqa yanqapaqmi karqa.
El rey reinaba su reino con justicia.	 Reyqa chaninwanmi gobiernonta kamachirqan.
El gatito está entre los cachorros.	 Chay misichaqa allquchakunapa chawpinpim kachkan.
El cuchillo le pertenece al jardinero.	 Chay cuchilloqa huertapi llamkaqpa.
Este es el punto más profundo del lago.	 Kaymi quchapa aswan ukhun.
La carta está dentro del sobre.	 Chay cartaqa sobre ukhupin kashan.
Las luces automáticamente se apagan.	 Chay llimp’ikunaqa kikillanmantan wañupun.
Los niños pequeños eran muy curiosos.	 Huch’uy wawakunaqa anchatan yachayta munarqanku.
El cartero dejó una carta para ella.	 Chay carteroqa huk cartata saqerqan paypaq.
Ese hombre se perdió por la jungla.	 Chay runaqa yunka ukhupi chinkasqa.
La medicina no paró el dolor.	 Chay hampiqa manam nanayta harkarqachu.
La reunión se lleva a cabo dos veces al mes.	Chay huñunakuyqa killapi iskay kutita ruwakun.
La reunión tiene lugar dos veces al mes.	 Chay huñunakuyqa killapin iskay kutita ruwakun.
La reunión se realizó el mes pasado.	 Chay huñunakuyqa qayna killapin ruwakurqan.
Los hombres van en manga corta.	 Qharikunaqa pisi mangayuqmi churakunku.
El dinero de la mesa no es mío.	 Mesapi qullqiqa manam ñuqapachu.
El dinero que hay encima de la mesa no es mío.	 Mesapi qullqiqa manam ñuqapachu.
El homicida se refugió en la montaña.	 Wañuchiq runaqa urqukunapim pakakurqa.
El asesino se escondió en las montañas.	 Wañuchiq runaqa urqukunapi pakakusqa.
Se le ha roto el cuello a la botella.	 Chay botellapa kunkanmi pakikurun.
La nueva ala se abrirá en octubre.	 Musuq rapraqa octubre killapim kicharikunqa.
El anciano le dio una pequeña muñeca.	 Chay machuchaqa huk uchuy muñecata quykurqa.
El anciano perdió las ganas de vivir.	 Chay machuchaqa kawsana munayninta chinkachirqa.
El anciano me habló en francés.	 Chay machuchaqa francés simipi rimapayawarqa.
Un auto atropelló al anciano.	 Huk carro machu runapa hawanman kallparqa.
La anciana casi fue atropellada.	 Chay machuchaqa yaqapaschá phawaykusqa.
El otro te queda mejor.	 Hukninñataqmi aswan allinta tupasunki.
La noche está en pañales.	 Tutaqa chayraqmi qallarishan.
La fiesta acaba de empezar.	 Chayraqmi fiestaqa qallarisqa.
La gente es muy amistosa aquí.	 Kaypiqa runakunaqa ancha amistadniyuqmi kanku.
La imagen está en blanco y negro.	 Chay rikchayqa yana yuraqwanmi kachkan.
El piloto aterrizó el avión sin problemas.	 Chay pilotoqa allintan avionta uraykachirqan.
El plan requiere mucho dinero.	Chay planqa askha qolqetan necesitan.
El avión llegó exactamente a las nueve.	 Chay avionqa isqun horallapim chayarurqa.
El avión aterrizó en la granja de mi papá.	 Chay avionqa papaypa chakranpim chayarurqa.
El avión aterrizó en la finca de mi padre.	 Chay avionqa taytaypa chakranpim chayarurqa.
El plato se me escurrió de las manos.	 Chay platoqa makiymanta lluqsirqa.
El punto es que ellos tienen hambre.	 Kaypiqa yarqasqa kasqankum.
El punto es que ellas tienen hambre.	 Kaypiqa yarqasqa kasqankum.
La policía anda detrás del asesino.	 Policiakunan chay wañuchiqpa qhepanpi kashanku.
La policía le detuvo por robo.	 Policiakunan hap’irqanku suwakusqanmanta.
La Policía me ha estado siguiendo.	 Policiakunam qatipawarqaku.
La policía me mostró tu foto.	 Policiakunam fotoykita qawachiwarqaku.
La policía te meterá en la cárcel.	 Policiakunan carcelman churasunkichis.
El policía le leyó a Tom sus derechos.	 Chay policiaqa Tommanmi derechonkunata leerqan.
El chopo es un árbol de crecimiento rápido.	 Alamo sach'aqa utqaylla wiñaq sach'am.
El presidente propuso un nuevo plan.	 Llaqta kamachiqmi musuq planta yuyaycharqa.
Ha bajado el precio del café.	 Kaphiypa chaninmi pisiyapun.
El precio de todo aumentó.	 Tukuy imapa chaninmi yapakurqa.
Aquel día, el príncipe se convirtió en rey.	 Chay p’unchaymi kamachikuqqa rey kapurqan.
Es difícil resolver este problema.	 Kay sasachakuy allichayqa sasam.
La cachorro la lamió en la mejilla.	 Chay uñachaqa uyanta llamiykusqa.
La calidad del arroz está disminuyendo.	 Arrozpa allin kayninqa pisiyachkanmi.
La lluvia duró toda la noche.	Paraqa tutantinmi pararqa.
La lluvia me ha impedido venir.	 Paraqa hark’awarqanmi hamunaypaq.
El río atraviesa el valle.	 Mayuqa wayq’u ukhunta purin.
El nivel de agua del río ha crecido.	 Mayupa yakunmi wicharirun.
El camino se extiende por muchas millas.	 Chay ñanqa achka kilumitrukunatam mastarikun.
La habitación está limpia y es cómoda.	 Chay cuartoqa limpio hinaspa sumaqmi.
La alfombra estaba llena de pelo de gato.	 Alfombraqa misi chukchawan hunt’a kasqa.
La alfombra estaba cubierta de pelo de gato.	 Chay alfombraqa misi chukchawanmi qatasqa kasqa.
Las esculturas son de gran valor.	 Chay esculturakunaqa ancha valorniyoqmi.
El barco colisionó contra un iceberg.	 Chay barcoqa iceberg nisqawanmi tuparurqa.
El barco chocó con un iceberg.	 Chay barcoqa iceberg nisqawanmi tuparurqa.
El barco se encalló en un banco de arena.	 Chay barcoqa rit’i patapin urmaykurqan.
El barco encalló en un banco de arena.	 Chay barcoqa rit’i patapin urmaykurqan.
El barco llevaba muy buena marcha.	 Chay barcoqa ancha allintam purichkasqa.
La enfermedad sigue su curso.	 Kay unquyqa puriyninta purin.
La situación es muy complicada.	 Chay situacionqa ancha sasachakuymi.
El cielo está despejado casi todos los días.	 Hanaq pachaqa yaqa sapa punchawmi chuya.
El cielo estaba lleno de aviones.	 Hanaq pachaqa avionkunawan hunt’a kasharqan.
El sonido era prácticamente imperceptible.	 Chay t’oqyayqa yaqa mana reparay atina karqan.
La tienda ya podría estar cerrada.	 Chay tiendaqa wisq’asqañachá kashan.
La tienda estará cerrada mañana.	 Paqarinmi tienda wisq’asqa kanqa.
La tormenta no causó daño alguno.	Chay wayra-paraqa manam ima dañotapas ruwarqachu.
La calle estaba desierta después de las diez.	 Chunka qhepamanmi calleqa ch’usaqña kapurqan.
Los estudiantes están en el salón.	 Yachakukkuna aulapi kachkanku.
El taxi recogió dos pasajeros.	 Chay taxiqa iskay pasajerokunatan hoqarirqan.
El profesor nos contó una divertida historia.	 Yachachiqmi asichikuq willakuyta willawarqaku.
Los profesores saludaron a los niños.	 Yachachiqkunam warmakunata napaykurqaku.
La teoría es demasiado abstracta para mí.	 Chay teoría nisqa ancha abstracto ñuqapaqqa.
El ladrón se escapó con el dinero.	 Suwaqa chay qullqiwan ayqikurqa.
Ataron al ladrón de manos y pies.	 Chay suwataqa makintapas chakintapas watasqaku.
Ustedes tres están bajo arresto.	 Kimsaykichismi hap’isqa kashankichis.
Ustedes tres están arrestados.	 Kimsaykichismi hap’isqa kashankichis.
Ustedes tres están arrestadas.	 Kimsaykichismi hap’isqa kashankichis.
El billete es válido hasta el lunes.	 Chay boletoqa lunes p’unchaykamallan kanqa.
El váter no funciona bien.	 Bañoqa manam allintachu llamkan.
El pueblo estaba rodeado por un muro	 Chay llaqtaqa murallawanmi muyurisqa kasqa
El tren paró en la estación.	 Chay trenqa chay estacionpin sayaykurqan.
El tren estaba abarrotado de gente.	 Chay trenpiqa runakunan hunt’a kasharqan.
El tren se retrasó una hora.	 Chay trenqa huk hora tardarqanmi.
El tratamiento prolongó la agonía.	 Chay hampiyqa unaytaraqmi chay nanayta ruwarqa.
