español	quechua
De hecho no estoy seguro quién es Tomás.	En realidad mana yachanichu pichus Tomás kasqanmanta.
En realidad, Mary es mi hermana mayor.	 Chiqaptaqa, Mariaqa kuraq ñañaymi.
En realidad, es muy fácil de aprender.	 Chiqaptaqa ancha facilmi yachayqa.
De hecho, es muy fácil de aprender.	 Chiqaptaqa, ancha facilmi yachayqa.
La adaptación es la clave para la supervivencia.	 Adaptacionmi kawsanapaqqa.
La adaptación es la clave de la supervivencia.	 Adaptacionmi kawsanapaqqa.
Adaptarse es la clave para sobrevivir.	 Chayman hina ruwaymi kawsanapaqqa.
Después de ver la tv me fui a la cama.	 Tv qhawaspaymi puñunayman rirqani.
Regresó después de una larga ausencia.	 Unay mana kasqanmanta kutimurqa.
Al fin y al cabo no era tan mala la comedia.	 Comediaqa manan chay hina millaychu karqan tukuy imamanta.
Tras la tormenta, el mar estaba en calma.	 Chay wayra-para qhepamanmi lamar-qocha thak kapurqan.
El aire es una mezcla de varios gases.	 Wayra nisqaqa achka gaskunap chaqrusqa kayninmi.
El aire es una mezcla de varios gases.	 Wayra nisqaqa imaymana gaskunap chaqrusqa kayninmi.
De repente se puso a llover.	 Chayllamanmi parayta qallaykurqa.
De repente comenzó a llover.	 Chayllamanmi parayta qallaykurqa.
Todos mis amigos están fuera de la ciudad.	 Llapan amigoykunan llaqtamanta hawapi kashanku.
De acuerdo. Acepto tu oferta.	 Kusa. Ofertasqaykita chaskikuni.
Todos los manzanos fueron talados.	 Llapan manzana sach’akunatan rutusqaku.
Talaron todos los manzanos.	 Llapan manzana sach’akunatan ruturqanku.
Todas las casas en la ciudad estaban vacías.	 Llaqtapi llapa wasikunapas ch’usaqmi kasqa.
Todos los otros niños se rieron de él.	 Llapan wakin warmakunapas paymanta asikurqaku.
Todos tomaron parte en las negociaciones.	 Llapallankum rimanakuypi yanapakurqaku.
Todo lo que sabemos es que Tom es culpable.	Yachasqanchikqa Tom huchayoq kasqanmi.
Todo lo que debes hacer es ir con ella.	 Paywan rinaykillam.
Casi todas las hojas se han caído.	 Yaqa llapan raphinkuna urmaykusqa.
Murieron casi tres mil personas.	 Yaqa kimsa waranqa runakunam wañurqaku.
Siempre tiene su diccionario a la mano.	 Payqa diccionarionta makillanpi hap’inpuni.
¿Acaso no soy el dueño de la empresa?	 ¿Manachu empresapa dueñon kani?
Es un arquitecto el que ocupa esa oficina.	 Chay oficinapi tiyaq arquitecto.
Un elefante es un animal enorme.	 Elefanteqa hatun uywam.
Las orejas del elefante son muy grandes.	 Elefantepa rinrinkunaqa ancha hatunmi.
En tiempo de guerra se puede dar la anarquía.	 Guerra tiempopiqa anarquía nisqa rikhurinmanmi.
Y ahora, ¿qué te gustaría hacer?	 Hinaspa kunan, ¿imatataq ruwayta munanki?
Pasó otra década en un abrir y cerrar de ojos.	 Huk chunka watañataqmi huk ñawi ch’ipiyllapi pasarqan.
Sirvieron manzanas de postre.	 Manzanakunatan postrepaq haywaqku.
El árabe se lee de derecha a izquierda.	 Árabe simitaqa pañamanta lloq’emanmi leekun.
¿Hay muchos animales en el zoológico?	 ¿Achka uywakuna kanchu uywakuna uywana wasipi?
¿Vienes a las seis o a las siete?	 ¿Soqta otaq qanchis horatachu hamushanki?
¿Estás conectado a internet?	 ¿Internetwan tinkisqachu kanki?
¿Te sientes triste?	 ¿Llakisqachu sientekunki?
¿Vas a comprar un diccionario?	 ¿Diccionariotachu rantinki?
¿Vas a comprarte un diccionario?	 ¿Diccionariotachu rantinki?
¿Lo vas a hacer de nuevo?	 ¿Hukmantachu chayta ruwanki?
¿Vas a la pista de tenis?	 ¿Tenis canchamanchu rinki?
¿Vas a trabajar hasta las 10:00?	 ¿10:00 pachakamachu llamkanki?
¿Estás ocultándome algo?	 ¿Imatapas pakaykuwanki?
¿Estás casado o soltero?	Casarasqachu icha manachu kanki?
¿Está usted satisfecho con su nuevo trabajo?	 ¿Kusisqachu kachkanki musuq llamkaynikiwan?
¿De verdad estás interesado en eso?	 ¿Cheqaqtachu chaypi interesakunki?
¿Eres tú el responsable de este desorden?	 ¿Qanchu kay ch’aqwaymanta huchayoq kanki?
¿Eres tú el responsable de este desastre?	 ¿Qanchu kay desgraciamanta huchayoq kanki?
¿Estás satisfecho o insatisfecho?	 ¿Satisfechochu icha mana contentochu kashanki?
¿Está satisfecho con el resultado?	 ¿Satisfechochu kashanki chay ruwasqanwan?
¿Estás diciendo que Tom no es canadiense?	 ¿Tom mana Canadá nacionmantachu nishanki?
-¿Pero aún no duermes? -Venga, que ya es hora.	 - Ichaqa manaraqmi puñunkichu? - Hamuy, pachañam.
-¿Todavía no te has dormido? -Vamos, que es hora de dormir.	 ¿Manaraqchu puñurunki? Hamuychik, puñuna pachañam.
¿Sigues tocando el fagot?	 ¿Kunankamapas fagota tocankichu?
¿Estás seguro de que no quieres ir?	 ¿Segurochu kanki mana riyta munasqaykimanta?
¿Estás seguro de que quieres estar solo?	 ¿Segurochu kanki sapallayki kayta munasqaykimanta?
¿Estás seguro de que quieres terminar?	 ¿Segurochu kanki tukuyta munasqaykimanta?
¿Estás seguro de querer usar eso?	 ¿Segurochu kashanki chayta utilizayta munasqaykimanta?
¿Están seguros de no haberlo encontrado nunca?	 ¿Segurochu kanki mana hayk’aqpas tarisqaykimanta?
¿No vas a desayunar?	 ¿Manachu desayunanki?
¿No van a desayunar?	 ¿Manachu desayunanki?
Por lo que sé, Tom es fiable.	 Yachasqayman hinaqa Tomqa confianapaq hinan.
Por lo que sé, él es un buen tipo.	 Yachasqayman hinaqa, payqa sumaq runam.
Por lo que sé, eso no es verdad.	 Yachasqayman hinaqa manan cheqaqchu chayqa.
Mientras tú estés aquí, me quedo.	 Kaypi kachkaptiykiqa, ñuqa qhipakuchkani.
Se fue corriendo apenas me vio.	 Payqa rikuwaspallan ayqekuran.
Él se fue corriendo apenas me vio.	Payqa rikuwaspallanmi ayqekurqan.
Conforme pasa el tiempo, el dolor se desvanece.	 Tiempo pasasqanman hinan nanayqa chinkapun.
El dolor se desvanece con el paso del tiempo.	 Tiempowanqa nanayqa chinkapunmi.
Tal como se esperaba, él ganó el premio.	 Suyasqanchikman hinam chay premiota chaskirqa.
Finalmente, él se dio cuenta de sus errores.	 Tukuchanapaqtaq, pantasqanta repararqa.
Al fin, la gema estaba en sus manos.	 Qhepamanmi chay joyaqa makinpiña kasharqan.
En este momento, es lo único que puedo decir.	 Kunanqa, chayllatam niyta atiyman.
¿A qué hora desayunas?	 ¿Ima horatataq desayunanki?
Auckland es una ciudad de Nueva Zelanda.	 Auckland nisqaqa Musuq Silanda mama llaqtapi huk llaqtam.
Australia abunda en minerales.	 Australia nacionpiqa askha mineralkunan kashan.
Ten cuidado de no derramar tu cerveza.	 Cuidakuy cervezaykita ama hich’anaykipaq.
Tenga usted cuidado porque se inflama muy fácilmente.	 Cuidakuy, ancha faciltam rawrachin.
Cuidado, que el piso está resbaloso.	 Cuidakuy, pampaqa llimp’i llimp’i.
Cuidado, el suelo está resbaladizo.	 Cuidakuy, pampaqa llimp’i llimp’i.
Los osos hibernan durante el invierno.	 Osokunaqa chiri killapim chiri tiempopi puñunku.
Bélgica no es tan grande como Francia.	 Bélgica nacionqa manan Francia hinachu hatun.
Belgrado es la capital de Serbia.	 Belgrado llaqtaqa Serbia mama llaqtap uma llaqtanmi.
Los hombres grandes no necesariamente son fuertes.	 Hatun qharikunaqa manan kallpasapapunichu kanku.
Más grande no siempre es mejor.	 Aswan hatunqa manam sapa kutichu aswan allinqa.
Dios los cría y ellos se juntan.	 Plumamanta pisqukuna huñunakunku.
Dios los da y ellos se juntan.	 Diosmi paykunata qon hinaspan huñunakunku.
La misma calaña, en manada se apaña.	 Chay kikin ilk, en rebaño kamachin.
Los pajarillos cantaban sobre el árbol.	Uchuy pisquchakuna sacha patapi takirqanku.
Ni a Tom ni a Mary les gusta John.	 Tompas nitaq Marypas manan Johnta hinachu.
Ambos libros son interesantes.	 Iskaynin librokunaqa ancha sumaqmi.
Bradley fue un astrónomo inglés.	 Bradleyqa Inglaterra nacionmanta ch’askakunamanta yachaqmi karqan.
Brasilia es la capital de Brasil.	 Brasilia llaqtaqa Brasil mama llaqtap uma llaqtanmi.
Respire por la boca profundamente.	 Simiykiwan allinta samay.
Las literas son una forma de aprovechar el espacio.	 Literakunaqa huk ñanmi espaciota aprovechanapaq.
¿Puedo hacerte una pregunta personal?	 ¿Atiymanchu sapakama tapukuyta?
¿Puedo tomar un poco más de té, por favor?	 ¿Atiymanchu chayta tomayman, ama hina kaspa?
¿Puedo montar a este caballo un rato?	 ¿Atiymanchu kay kawallupi huk ratulla sillayta?
¿Las cucarachas pueden roer la madera?	 ¿Atinmanchu cucarachakuna yanta ñut’uyta?
¿Me puede traer la cuenta, por favor?	 ¿Atiwaqchu chay facturata apamuwankiman, ama hina kaspa?
¿Me puedes enmarcar esta foto?	 ¿Atiwaqchu kay siq’ita enmarcawankiman?
¿Podrías enmarcarme esta foto?	 ¿Kay siq’ita enmarcawankimanchu?
¿Me podría enmarcar esta foto?	 ¿Kay fotota enmarcawankimanchu?
¿Me puede ayudar a lavar los platos?	 ¿Yanapawankimanchu platokunata mayllanaypaq?
¿Podrías recogerme en la estación?	 ¿Atiwaqchu chay estacionpi pusawayta?
¿Puedes mirar al otro lado, por favor?	 ¿Atiwaqchu chimpaman qawayta, ama hina kaspa?
Por favor, ¿podría firmar este documento?	 ¿Atiwaqchu kay qillqasqata firmayta?
¿Puedes leerme este documento?	 ¿Atiwaqchu kay qillqasqata ñawinchayta?
¿Puede leerme este documento?	 ¿Atiwaqchu kay qillqasqata ñawinchayta?
¿Puede usted destapar esta caja?	 ¿Atiwaqchu kay cajata kichariyta?
¿Puede usted distinguirlo de su hermano?	 ¿Atiwaqchu wawqenmanta t’aqakuyta?
¿Me puede contar más acerca de Boston?	¿Astawan willawankichu Bostonmanta?
¿Me puedes decir dónde encontrar a Tom?	 ¿Willawankimanchu maypi Tomta tarinaypaq?
¿Puedes distinguir la plata del estaño?	 ¿Atiwaqchu qolqeta estañomanta t’aqayta?
¿Sabes cuál es la diferencia entre plata y estaño?	 ¿Yachankichu qullqiwan latawan mana kaqlla kasqankuta?
¿No puedes hacer nada para ayudar a Tom?	 ¿Manachu imatapas ruwawaq Tomta yanapanaykipaq?
¿No puedes hacer algo para ayudarme?	 ¿Manachu imatapas ruwawaq yanapawanaykipaq?
¿Puedes hacer algo para ayudarme?	 ¿Imatapas ruwawaqchu yanapawanaykipaq?
La conducción descuidada provoca accidentes.	 Mana cuidakuspa carrota manejayqa accidentekunatan apamun.
Conducir con negligencia provoca accidentes.	 Mana cuidakuspa carrota manejayqa accidentekunatan apamun.
El champagne es importado de Francia.	 Chay champán nisqataqa Franciamanta apamunku.
Los niños no pueden nadar en este río.	 Wawakunaqa manam kay mayupiqa yakupi yakupi puriyta atinkuchu.
A los niños les gusta ver la televisión.	 Wawakunaqa televisionta qhawayta munanku.
Solo faltan unos días para Navidad.	 Navidadpaqqa pisi p’unchaykunallañan kashan.
Está claro que te hago sentir incómodo.	 Sut’inmi mana allinta sientechisqayki.
Está claro que te hago sentir incómoda.	 Sut’inmi mana allinta sientechisqayki.
Está claro que le hago sentir incómodo.	 Sut’inmi kashan mana allinta sientechisqay.
Está claro que le hago sentir incómoda.	 Sut’inmi mana allintachu sientechisqay.
Está claro que os hago sentir incómodos.	 Sut’inmi mana allinta sientechisqayki.
Está claro que os hago sentir incómodas.	 Sut’inmi mana allinta sientechisqayki.
Está claro que les hago sentir incómodos.	 Sut’inmi kashan mana allinta sientechisqay.
Está claro que les hago sentir incómodas.	 Sut’inmi kashan mana allinta sientechisqay.
Está claro que te incomodo.	Sut’inmi qankunata llakichisqayqa.
Está claro que os incomodo.	 Sut’inmi qankunata llakichisqayqa.
Está claro que le incomodo.	 Sut’inmi kashan chay ruwasqanqa llakichisqanqa.
Está claro que les incomodo.	 Sut’inmi paykunata llakichisqay.
Cerrá los ojos por tres minutos.	 Kimsa minutu ñawiykita wichqay.
Venid a verme a las once.	 Chunka hukniyuq horata hamuychik.
Ven a verme a las once.	 Chunka hukniyuq horata hamuychik.
Ven a tomarte un vaso de vino conmigo.	 Hamuychis huk vaso vinota ukyamuychis.
Ven para acá y dame un beso.	 Kayman hamuspa much’ayta quykuway.
Compare su traducción con la de él.	 T’ikrasqaykita tupachiy paypa ruwasqanwan.
Quejarse no servirá de nada.	 Quejakuyqa manam yanapanqachu.
El cobre y la plata son dos metales.	 Cobrewan qullqiwanqa iskay q'illaymi.
Corrige mi ortografía si es incorrecta.	 Ama hina kaspa, mana allintachu ortografiayta allichay.
Muéstreme su permiso de conducción, por favor.	 Ama hina kaspa, licenciaykita qawachiway.
¿Puedo ver su permiso de conducir?	 ¿Qhawaymanchu licenciaykita?
¿Podrías llamarme esta noche, por favor?	 ¿Kunan tuta waqyamuwankimanchu ama hina kaspa?
¿Podrías revisar la presión del neumático?	 ¿Qhawawaqchu llantakunaq ñit’iyninta?
¿Podrías bajar un poquito las luces?	 ¿Atiwaqchu k’anchaykunata huk chhikanta pisiyachiyta?
¿Podrías ayudarme diez minutos?	 ¿Yanapawankimanchu chunka minuto?
¿Me ayudarías a lavar los platos?	 ¿Yanapawankimanchu platokunata mayllanaypaq?
¿Puedes pasarme la sal, por favor?	 Ama hina kaspa, kachita pasayta atiwaqchu?
¿Podrías por favor pasarme la sal?	 ¿Ama hina kaspa chay kachita pasachiwankiman?
¿Puedes parar de decir eso, por favor?	 Ama hina kaspa, ¿atiwaqchu chayta niyta saqeyta?
¿Podrías dejar este abrigo en algún lado?	 ¿Kay punchuta maypipas saqiwaqchu?
¿Puede enviarlo a esta dirección?	¿Kay direccionman apachiwaqchu?
¿Podría deletrear su nombre, por favor?	 ¿Atiwaqchu sutiykita deletreayta ama hina kaspa?
¿Puede deletrear su nombre, por favor?	 ¿Atiwaqchu sutiykita deletreayta ama hina kaspa?
¿Puede encender sus faros?	 ¿Atiwaqchu faroykikunata llank’achiyta?
¿Podría usted envolverlos por separado?	 ¿Sapamantachu chaykunata p’istuykuwaq?
¿Podrías envolverlos por separado?	 ¿Sapamantachu chaykunata p’istuykuwaq?
¿Podrías anotar eso, por favor?	 ¿Ama hina kaspa, ¿chayta qillqawaqchu?
A la larga el crimen no compensa.	 Unay tiempopiqa hucha ruwayqa manan paganchu.
Es peligroso atravesar ese desierto.	 Chay ch’inneqta chimpayqa peligroso.
Deja la cháchara y trabaja.	 Chay ch’aqwayta urmachispa llamk’anaman yaykuy.
La muerte es una parte integral de la vida.	 Wañuyqa kawsaypiqa ancha allinmi.
¿Me he perdido algo esta mañana?	 ¿Kunan paqarin imapas faltarqanichu?
¿Ayer Tom ayudó a su madre?	 ¿Qayna punchawchu Tom mamanta yanaparqa?
¿Tom ayudó ayer a su madre?	 ¿Tom qayna punchaw mamanta yanaparqachu?
¿Realmente vio usted el accidente?	 ¿Cheqaqtachu rikurqanki chay accidenteta?
¿Se divirtió ayer en la fiesta?	 ¿Qayna punchaw fiestapi kusirikurqankichu?
¿Entraste al concurso de canto?	 ¿Takiy atipanakuyman yaykurqunkichu?
¿Alimentaste al perro esta mañana?	 ¿Kunan paqarin allquta mikhuchirqankichu?
¿Diste de comer al perro esta mañana?	 ¿Kunan paqarin allquta mikhuchirqankichu?
¿Encontraste algo en la habitación?	 ¿Imatapas tarirqankichu chay cuartopi?
¿Le diste a Tom algo de comer?	 ¿Tomman imatapas mikhunanpaq qorqankichu?
¿Oíste acerca del accidente de Tom?	 ¿Uyarirqankichu Tompa accidentakusqanmanta?
¿Ya sabías que soy miope?	 ¿Yacharqankichuña miópico kasqayta?
¿Leyó usted la extra de esta mañana?	 ¿Kunan paqarin extrata leerqankichu?
¿Visitaste la Torre de Londres?	¿Waturqankichu Torre de Londres nisqaman?
¿Usted votó en las últimas elecciones?	 ¿Qhipa akllanakuykunapichu votarqanki?
¿Querías mostrarme algo?	 ¿Imatapas qawachiwayta munarqankichu?
¿Querías decirme algo?	 ¿Imatapas willayta munarqankichu?
¿No sabías que Tom estaba deprimido?	 ¿Manachu yacharqanki Tom llakisqa kashasqanmanta?
No te quedes dormido mañana en la mañana.	 Paqarin paqarin ama puñuychu.
¿En serio te pagan por hacer esto?	 ¿Cheqaqtachu pagasunki chayta ruwanaykipaq?
¿Te sientes como si tuvieras fiebre?	 ¿Fiebreyoq hinachu sientekunki?
¿Siente dolor al hacer eso?	 ¿Nanaqchu chayta ruwaspa?
¿Le duele cuando hace eso?	 ¿Nanawanchu chayta ruwaspaykiqa?
¿Te llevas bien con tu hermana?	 ¿Allinchu kanki ñañaykiwan?
¿Vas a una escuela básica?	 ¿Huk escuela básica nisqamanchu rinki?
¿Tienes novio allá en casa?	 ¿Wasiykiman kutispa novioyki kanchu?
¿Tienes novio allá en tu rancho?	 ¿Chaypi ranchoykipi novioyki kanchu?
¿Tienen una sección para no fumadores?	 ¿Mana cigarrota pitanapaq t’aqa kanchu?
¿Tienes un médico de atención primaria?	 ¿Kanchu doctor de atención primaria?
¿Acaso tienes una pala que me puedas prestar?	 ¿Kanchu palayki prestawanaykipaq?
¿Tienes un diccionario de inglés?	 ¿Qanpa inglés simipi diccionarioyki kanchu?
¿Tiene más preguntas?	 ¿Aswan tapukuyniykikuna kanchu?
¿Tienes cheques de viaje?	 ¿Viajeropaq chequekunayoqchu kanki?
¿Tiene algún problema con eso?	 ¿Chaywan sasachakuyniyuqchu kanki?
¿Tienes algún problema con eso?	 ¿Chaywan sasachakuyniyuqchu kanki?
¿Tienes algo caliente para beber?	 ¿Imapas q’oñi ukyanaykipaq kanchu?
¿Los tienen en otros colores?	 ¿Huk colorkunapichu chaykunata chaskinki?
¿Las tienen en otros colores?	 ¿Huk colorkunapichu chaykunata chaskinki?
¿Lo tienen en una talla más grande?	¿Aswan hatun sayayniyuqchu kanki?
¿Tiene ésta en una talla más grande?	 ¿Kayta aswan hatun sayayniyuqtachu kanki?
¿Tiene éste en una talla más grande?	 ¿Kayta aswan hatun sayayniyuqtachu kanki?
¿Sabes lo hermosa que eres?	 ¿Yachankichu imayna sumaq kasqaykita?
¿Acaso sabes lo peligroso que es eso?	 ¿Yachankichu chay ruway may peligroso kasqanmanta?
¿Conoces la profundidad del agua?	 ¿Yachankichu yakupa ukhunta?
¿Sabes acaso cuántos gatos tiene?	 ¿Yachankichu hayka misiyuq kasqanmanta?
¿Sabes cómo cocinar bien el arroz?	 ¿Allin arroz yanuyta yachankichu?
¿Sabes montar en bicicleta?	 ¿Yachankichu bicicletapi puriyta?
¿Sabéis montar en bicicleta?	 ¿Yachankichu bicicletapi puriyta?
¿Sabes cómo atarte los zapatos?	 ¿Yachankichu zapatoykita watayta?
¿Sabes atarte los zapatos?	 ¿Yachankichu zapatoykita watayta?
¿Sabes usar un ordenador?	 ¿Yachankichu computadorata imayna servichikuyta?
¿Conocéis a ese niño que está llorando?	 ¿Reqsinkichu chay waqaqta?
¿Conoces las reglas del juego?	 ¿Yachankichu pukllaypa kamachikuyninkunata?
¿Sabe lo que significan sus sueños?	 ¿Yachankichu ima ninantaq musquynikikuna?
¿Sabes cuándo va a estar en casa Tom?	 ¿Yachankichu haykapi Tom wasinpi kananta?
¿Saben cuándo va a estar en casa Tom?	 ¿Yachankichu haykapi Tom wasinpi kananta?
¿Sabes cuándo llegarán?	 ¿Yachankichu haykapi chayamunankuta?
¿Sabes por qué no pudo venir?	 ¿Yachankichu imanasqa mana hamuyta atisqanmanta?
¿Te gusta alguna de estas fotos?	 ¿Qanman gustanchu mayqenpas kay fotokunamanta?
¿Te gusta más la nueva escuela?	 ¿Aswan allinchu chay musuq yachaywasi?
¿Le importa si bajo el volumen del televisor?	 ¿Imapas qosunkichu televisorpa volumenninta pisiyachiqtiyqa?
¿Cenas pescado con frecuencia?	 ¿Sapa kutichu challwata mikhunki?
¿Escuchas con frecuencia audiolibros?	¿Sapa kutichu uyarinki uyarinapaq librokunata?
¿De verdad tiene que hacer eso ahora?	 ¿Cheqaqtachu kunan chayta ruwanayki?
¿En serio hablas diez idiomas?	 ¿Cheqaqtachu chunka simikunata rimanki?
¿De verdad hablas ese idioma?	 ¿Cheqaqtachu chay simita rimanki?
¿De verdad crees que esté tan malo?	 ¿Cheqaqtachu piensanki chhayna millay kananpaq?
¿De verdad piensas que es malo?	 ¿Cheqaqtachu piensanki mana allin kananpaq?
¿De verdad te quieres casar?	 ¿Cheqaqtachu casarakuyta munanki?
¿De verdad quieres dejar la escuela?	 ¿Cheqaqtachu escuela saqeyta munanki?
¿Recuerdas lo que te enseñé?	 ¿Yuyarinkichu yachachisqayta?
¿Te acordás de nuestro primer encuentro?	 ¿Yuyarinkichu ñawpaq kutipi huñunakusqaykumanta?
¿Vende ordenadores de segunda mano?	 ¿Segunda mano computadorakunatachu rantikunki?
¿Aún tienes el mismo número?	 ¿Huk yupayniyuqraqchu kanki?
¿Sigues queriendo ir a Boston?	 ¿Boston llaqtaman riyta munankiraqchu?
¿Estudias alguna lengua extranjera?	 ¿Huk simitachu estudianki?
¿Estás suscrito a algunas revistas?	 ¿Suscribinkichu wakin revistakunata?
¿Crees que el inglés es difícil?	 ¿Qanpa yuyayniykipiqa, inglés simiqa sasachu?
¿Cree usted que podré pasarlo?	 ¿Qanpa yuyayniykipiqa pasayta atiymanchu?
¿Crees que a él le guste mi obsequio?	 ¿Qanpa yuyayniykipiqa gustanchu regaloy?
¿Crees que estamos haciéndolo bien?	 ¿Qanpa yuyayniykipiqa, ¿allintachu ruwashanchis?
¿Crees que puedas hacer eso, Tom?	 ¿Qanpa yuyaykusqaykiman hinachu chayta ruwayta atiwaq, Tom?
¿Entiendes lo que te digo?	 ¿Entiendenkichu rimasqayta?
¿Entiendes lo que estoy diciendo?	 ¿Entiendenkichu rimasqayta?
¿Consumes alguna sustancia ilegal?	 ¿Ima mana kamachisqa sustanciatapas mikhunkichu?
¿Queréis otra taza de café?	 ¿Huk kukatachu munanki?
¿Quieres que traiga mi guitarra?	 ¿Munawaqchu guitarrayta apamunayta?
¿Quieres que llame a la policía?	¿Munawaqchu policiakunata waqyanayta?
¿Quieres que me deshaga de esto?	 ¿Munawaqchu kaymanta librakunayta?
¿Quieres que te deje solo?	 ¿Munankichu sapallaykita saqenayta?
¿Quieres que abra la ventana?	 ¿Munawaqchu ventanata kichanaypaq?
¿Quieres que le diga a la policía?	 ¿Munawaqchu policiakunaman willanayta?
¿Quieres nuestra ayuda o no?	 ¿Yanapayniykuta munankichu icha manachu?
¿Quieres cancelar la reunión?	 ¿Munawaqchu huñunakuyta cancelayta?
¿Quieres venir con nosotros?	 ¿Ñoqaykuwan hamuyta munankichu?
¿Quieres venir con nosotras?	 ¿Ñoqaykuwan hamuyta munankichu?
¿Querés cenar conmigo?	 ¿Ñoqawan cenayta munankichu?
¿Quieres comer garbanzos?	 Garbanzota mikhuyta munankichu?
¿Quieres venir a pescar conmigo?	 ¿Ñoqawan challwaq hamuyta munankichu?
¿Te gustaría ir a comer sushi esta noche?	 ¿Kunan tuta sushi mikhuq riyta munankichu?
¿Quieres dejarlo así?	 ¿Kaynatachu saqiyta munanki?
¿Quieres jugar al escondite?	 ¿Pakakuspa pukllayta munankichu?
¿Querés jugar a la escondida?	 ¿Pakakuspa pukllayta munankichu?
¿Le gustaría sentarse en otro lugar?	 ¿Munawaqchu huklawpi tiyayta?
¿Quieres sentarte en otro lugar?	 ¿Hukpi tiyayta munankichu?
¿Quieres dormir en el sofá?	 ¿Sofápi puñuyta munankichu?
¿Querés quedarte acá toda la semana?	 ¿Tukuy semanachu kaypi qhepakuyta munanki?
¿Quieres ver este programa?	 ¿Munawaqchu kay programata qawayta?
¿Tomás sabe andar a caballo?	 ¿Tomás yachanchu kawallupi puriyta?
¿Tomás sabe cabalgar?	 ¿Tomás yachanchu sillakuyta?
¿Alguien tiene algo que decir?	 ¿Pipas imatapas rimananpaq kanchu?
