español	quechua
Las cosas son mucho más fáciles de ver desde aquí arriba.	 Kay patamantaqa aswan facilmi imapas qawanapaq.
Este programa de hecho es bien interesante.	 Kay programaqa chiqaptaqa ancha sumaqmi.
Este bambú es demasiado fino para soportar tanto peso.	 Kay bambúqa ancha llañullañam, chaymi mana anchatachu llasaqyachin.
Esta habitación no recibe mucha luz solar.	 Kay cuartoqa manan anchatachu inti k’anchayta chaskikun.
Este libro es mucho más útil que ese.	 Kay libroqa chaymantaqa aswan allinmi.
Este libro es para mí lo que la Biblia es para usted.	 Kay libroqa ñoqapaqqa imaynan Biblia qanpaq hina.
Este libro es para mí lo que la Biblia es para ti.	 Kay libroqa ñoqapaqqa imaynan Biblia qanpaq hina.
Esta caja es muy pesada, así que no puedo con ella.	 Kay cajaqa ancha llasa, chayrayku mana apaykachayta atinichu.
Esta caja es muy pesada, así que no puedo transportarla.	 Kay cajaqa ancha llasa, chaymi mana apayta atinichu.
Esta novia se está cubriendo la cara con un velo.	 Kay noviaqa uyanta velowan tapaykuchkan.
Este café esta demasiado caliente para que lo beba.	Kay kaphiyqa ancha ruphaymi, chaymi mana upyayta atinichu.
Este café está tan caliente que no puedo bebérmelo.	 Kay kukata ancha rupaymi mana upyayta atinichu.
Este diccionario me ha sido de gran utilidad.	 Kay diccionarioqa anchatam yanapawarqa.
Esta fábrica produce 500 automóviles al día.	 Kay fabricapiqa sapa punchawmi 500 carrokunata ruwanku.
Esta flor es más linda que aquella.	 Kay t’ikaqa chay t’ikamantaqa aswan sumaqmi.
Esta flor es más bonita que esa.	 Kay t’ikaqa chaymanta aswan sumaq.
Este circuito de golf solamente es para miembros.	 Kay golf circuitoqa miembrokunallapaqmi.
Ésta es una lista de lo que quiero para Navidad.	 Kayqa Navidadpaq imakuna munasqaymanta listam.
Este es un problema que debe ser solucionado por la gente joven.	 Kayqa wayna sipaskuna allichananku sasachakuymi.
Ésta es una canción que aprendí cuando era pequeño.	 Kay takiqa huch’uyllaraq kashaspa yachasqaymi.
Ésta es una canción que aprendí cuando era niño.	 Kay takiqa warmallaraq kachkaptiy yachasqay taki.
Así es como él resolvió el difícil problema.	 Chaynatam sasa sasachakuyta allicharqa.
Este es uno de los mejores diccionarios que tengo.	 Kayqa hukninmi aswan allin diccionariokuna kasqanmanta.
Éstas son palomitas y éstas son pipas de calabaza.	 Kaykunaqa palomitakuna, kaytaq calabaza muhukuna.
Este es el gato más grande que he visto jamás.	 Kayqa aswan hatun misim, haykapipas rikusqaymanta.
Este es el mismísimo libro que quería leer.	 Kayqa kikin libron leeyta munasqay.
Este no es mi paraguas, es de otra persona.	 Kayqa manam paraguasniychu, hukpam.
No es la primera vez que pasa.	 Manam punta kutichu chayna pasasqanqa.
No es la primera vez que esto ha pasado.	 Manam punta kutichu chayna kasqanqa.
No es la primera vez que pasa esto.	Kayqa manam punta kutichu chayna pasakusqanqa.
Esto apenas cubre nuestros gastos básicos.	 Kayqa pisillatam gastonchikkunata pagan.
Este tipo de cosas no ocurre muy a menudo.	 Kayhinaqa manam ancha sapa kutichu pasakun.
Esta se ve como una herida de tiro a quemarropa.	 Kayqa rikchakunmi huk punto-blanco pistolawan k’irisqaman.
Este aparato puede imprimir sesenta páginas por minuto.	 Kay aparatoqa sapa minutopi soqta chunka paginakunata imprimiyta atin.
Esto monumento se erigió en febrero de 1985.	 Kay monumentoqa 1985 watapi febrero killapin sayarichisqa karqan.
Esta página fue dejada en blanco intencionalmente.	 Kay p'anqaqa yuyaypi ch'usaq saqisqa karqan.
Esta pintura de Rembrandt es una obra maestra.	 Kay Rembrandtpa siq'isqanqa ancha hatun llamk'aymi.
Este parque es conocido por sus cerezos.	 Kay parkiqa cereza sach’akunawan riqsisqam.
Esta foto tiene una historia muy interesante.	 Kay fotoqa ancha sumaq willakuyniyuqmi.
Este producto afirma que ayuda a perder peso.	 Kay ruruqa pisiyachinaykipaqmi yanapasunki nispam nin.
Este fue el invierno más frío en veinte años.	 Kayqa iskay chunka watamanta aswan chiri chiri timpu karqan.
Esos son los niños a los que les diste el libro.	 Chay wawakunamanmi chay librota qorqanki.
Esas son las gafas de sol que pensé que había perdido.	 Chaykunaqa chinkachisqayta yuyaykusqay lentesmi.
Esos niños esperan a su madre.	 Chay wawakunaqa mamankuta suyachkanku.
Esos campesinos urgentemente necesitan tierra para cultivar arroz.	 Kay chakra llamkaqkunam arroz tarpunankupaqqa allpata utqaylla necesitanku.
Aunque era muy tarde, él siguió trabajando.	 Ancha tardeña karqan chaypas, llank’ashallarqanmi.
Tres de los amigos de Tom fueron a la fiesta de María.	 Tompa kimsa amistadninkunam Mariapa fiestanman rirqaku.
Para perder peso tenés que comer menos dulces.	 Llasaq kayta pisiyachinapaqqa pisi misk’ikunata mikhunayki tiyan.
Para perder peso tienes que comer menos dulces.	Llasaq kayta pisiyachinapaqqa pisi misk’ikunata mikhunayki tiyan.
Para producir electricidad, hace falta más viento.	 Electricidadta ruwanapaqqa aswan wayratam necesitakun.
En pocas palabras: le falta talento musical.	 Pisi rimayllapi: payqa faltan talento musical.
A decir verdad, no lo hice yo mismo.	 Cheqaqta rimanaypaqqa manan ñoqa kikiychu ruwarqani.
A decir verdad, nos casamos el año pasado.	 Cheqaqta rimanaypaqqa qayna wata casarakurqayku.
Para decirte la verdad, estoy completamente aburrido.	 Cheqaqta rimanaypaqqa, llapanpin aburrisqa kashani.
El periódico de hoy dice que se aproxima un tifón.	 Kunan punchaw periodicoqa ninmi huk tifón hamunanta.
Tom perdió las esperanzas de volverse médico.	 Tomqa doctor kananpaqmi suyakuyninta saqepurqan.
Tom perdió las esperanzas de volverse actor.	 Tomqa manañan suyakuyniyoqchu karqan actor kananpaq.
Tom reconoció que había cometido un error.	 Tomqa reqsikurqanmi pantasqanmanta.
Tom le aconsejó a Mary que no fuera allá sola.	 Tomqa Marytan yuyaycharqan ama sapallan chayman rinanpaq.
Tom le aconsejó a Mary que no fuese allá sola.	 Tomqa Marytan yuyaycharqan ama sapallan chayman rinanpaq.
Tom siempre se pone nervioso cuando Mary está cerca.	 Tomqa sapa kutillanmi mancharikun Mary qayllanpi kashaqtin.
Tom siempre pela las manzanas antes de comerlas.	 Tomqa sapa kutim manzanakunata manaraq mikuchkaspan qaran.
Tom y Mary siempre están discutiendo por dinero.	 Tomwan Marywanqa sapa kutillanmi qolqemanta ch’aqwashanku.
Tom y María se van a casar en octubre.	 Tomwan Mariawanqa octubre killapin casarakunqaku.
Tom y Mary ya no se hablan.	 Tomwan Marywanqa manañan rimanapaq hinañachu kashanku.
Tom y Mary ya no se hablan entre ellos.	 Tomwan Marywanqa manañan rimanakunkuchu.
Tom y Mary realmente fueron hechos uno para el otro.	 Tomwan Marywanqa cheqaqtapunin paykunapura ruwasqa karqanku.
Tom y Mary son los dos colegas míos.	Tomwan Marywanqa iskay llamkaqmasiykunam kanku.
Tom y Mary están tratando de vender su casa.	 Tomwan Marywanqa wasinkuta vendenankupaqmi kallpachakushanku.
Tom y Mary intercambiaron sus números en la fiesta.	 Tomwan Marywanqa chay fiestapin numerokunata cambianakurqanku.
Tom y Mary finalmente decidieron casarse.	 Tomwan Marywanqa qhepamanmi casarakunankupaq decidikurqanku.
Tom y Mary se llevan bien.	 Tomwan Marywanqa allintam kawsanku.
Tom y Mary tienen una hija y dos hijos.	 Tomwan Marywanqa huk ususiyoqmi kanku, iskay qhari wawayoqtaqmi kankupas.
Tom y Mary tienen tres hijos y una hija.	 Tomwan Marywanqa kinsa qhari wawayoqmi kanku, huk warmi wawayoqtaqmi kankupas.
Tom y María se insultan el uno al otro todo el tiempo.	 Tomwan Mariawanqa sapa kutillanmi insultanakunku.
Tom y María necesitan aprender a trabajar juntos.	 Tomwan Mariawanqa kuska llamk’ayta yachananku tiyan.
Tom y Mary hablan entre ellos en inglés.	 Tomwan Marywanqa inglés simipin rimanku.
Tom y Mary hablaron sobre lo que había pasado.	 Tomwan Marywanqa imachus pasasqanmantan rimarqanku.
Tom y Mary piensan que yo no sé quién es John.	 Tomwan Marywanqa piensankum John pi kasqanmanta mana yachasqayta.
Tom y Mary se fueron, dejando a John solo.	 Tomwan Marywanqa ripurqankun, Johnta sapallanta saqespa.
Tom y María querían hablar sobre los viejos tiempos.	 Tomwan Mariawanqa ñawpaq tiempomanta rimayta munarqanku.
Tom le preguntó a Mary si conocía dónde vivía John.	 Tomqa Marytan tapurqan Johnpa maypi tiyasqanmanta yachashasqanmanta.
Tom le pidió a Mary entregarle un mensaje a John.	 Tomqa Marytan nirqan Johnman huk willakuyta apachinanpaq.
Tom le pidió a Mary que llevara a John al aeropuerto.	 Tomqa Marytan nirqan Johnta carropi aeropuertoman rinanpaq.
Tom le pidió a Mary que le hiciera algo de comer.	 Tomqa Marytan nirqan imatapas mikhunanpaq ruwananpaq.
Tom le preguntó a Mary qué clase de música le gustaba.	 Tomqa Marytan tapurqan ima clase takikuna gustasqanmanta.
Tom le preguntó a Mary qué quería hacer realmente.	Tomqa Marytan tapurqan imatapuni ruwayta munasqanmanta.
Tom le pidió al padre de Mary que le comprara un pasaje.	 Tomqa Marypa taytantam nirqa boletota rantinanpaq.
Tom me preguntó si ya había pagado la cuenta.	 Tommi tapuwarqa sichus chay facturata pagarqaniñachu icha manachu chayta.
Tom me preguntó si me sabía el correo electrónico de María.	 Tom tapuwarqan Mariaq correo electrónico nisqa direccionninta yachasqayta.
Tom me pidió que fuera a buscar a Mary al aeropuerto.	 Tommi niwarqa Maryta aeropuertopi pusanaypaq.
Tom se comió un trozo de la torta que María había horneado.	 Tomqa Mariapa yanusqan tortamanta huk pedazotam mikurqa.
Tom se comió la naranja sin pelarla antes.	 Tomqa naranjataqa mana ñawpaqtaraqmi qaranta mikurqan.
Tom se interesó profundamente en la historia del arte.	 Tomqa anchatan interesakurqan artemanta historiapi.
Tom cree que todos los hombres son creados iguales.	 Tomqa creenmi llapa runakuna kaqlla kamasqa kasqankuta.
Tom compró un montón de uvas y me las comí.	 Tomqa huk t’aqa uvastan rantirqan, ñoqataq mikhurqani.
Tom se topó con una María de camino a la escuela.	 Tomqa escuelaman rishaqtinmi huk Mariawan tupasqa.
Tom llamó a María para preguntarle si todo iba bien.	 Tomqa Mariata waqyaspa tapurqan tukuy imapas allinchu kashan icha manachu chayta.
Tom puede comer casi cualquier cosa menos maní.	 Tomqa yaqa llapantan mikhuyta atin, manan maníllatachu.
Tom nunca puede recordar cómo se escribe mi nombre.	 Tomqa manan hayk’aqpas yuyariyta atinchu sutiyta imayna qelqananta.
Tom no puede tener hambre, acaba de cenar.	 Tomqa manan yarqasqa kayta atinmanchu, payqa cenallanmi mikhusqa.
Tom no puede creer que María realmente crea eso.	 Tomqa manan creeyta atinchu Maria cheqaqtapuni chayta creesqanpi.
No hay dudas de que Tom tiene confianza en su talento.	 Tomqa manan iskayrayanachu talentonpi confiasqanmanta.
Tom escogió el restaurante en el que almorzamos.	Tomqa almuerzo mikhusqayku restaurantetan akllarqan.
Tom sostenía que él proviene de una familia rica.	 Tomqa nillarqantaqmi qhapaq familiamanta hamusqanmanta.
Tom me visita de vez en cuando.	 Tomqa sapa kutillanmi watukamuwan.
Tom podía observar que María se estaba poniendo muy nerviosa.	 Tomqa repararqanmi Mariaqa sinchita mancharikushasqanmanta.
Tom no pudo responder todas las preguntas de Mary.	 Tomqa manan Maryq llapa tapukuyninkunata kutichiyta atirqanchu.
Tom no podía estar a la altura de las expectativas de Mary.	 Tomqa manan Marypa suyasqanman hinachu kawsakuyta atirqan.
A Tom no se le ocurría nada mejor que hacer.	 Tomqa manan aswan allin ruwayta yuyaykuyta atirqanchu.
Tom no entendía lo que significaba el signo.	 Tomqa manan entienderqanchu chay señal ima ninan kasqanmanta.
Tom decidió venderle uno de sus autos a Mary.	 Tomqa huknin carronta Maryman vendenanpaqmi tantearurqa.
Tom no esperaba enamorarse de Mary.	 Tomqa manan yuyaykurqanchu Mariawan munakuyninta.
Tom no tuvo el coraje para invitar a salir a Mary.	 Tomqa manan valorniyoqchu karqan Mariata lloqsinanpaq.
Tom no tenía el coraje de desobedecer a Mary.	 Tomqa manan valorniyoqchu karqan Mariata mana kasukunanpaq.
Tom no quiso causarle ningún problema a Mary.	 Tomqa manan Mariapaqqa ima sasachakuytapas hatarichiyta munarqanchu.
Tom no sabía que Mary entendiera francés.	 Tomqa manan yacharqanchu Mary francés simita entiendesqanta.
Tom no sabía dónde se suponía que debía ir.	 Tomqa manan yacharqanchu maymanchus rinanta.
Tom no corrió lo suficientemente rápido para alcanzar el bus.	 Tomqa manan usqhayllachu phawarqan autobusman seqananpaq.
Tom no le dijo a Mary que no le gustaba su trabajo.	 Tomqa manan Maryman willarqanchu llank’anan mana gustasqanmanta.
Tom no entendio lo que dijo el profesor.	 Tomqa manan entienderqanchu yachachiqpa nisqanta.
Tom descubrió que se había quedado sin dinero.	Tomqa repararqanmi qolqen tukukapusqanmanta.
Tom no deja entrar gente a su casa.	 Tomqa manan runakunata wasinman haykuchinchu.
A Tom no le importa si Mary se queda o se va.	 Tomqa manan imananpaschu Maria qhepakunman otaq ripunmanpas.
Tom no necesita decirme. Ya sé.	 Tomqa manan willawanchu. Yachanim.
Tom no tiene que decirme. Ya lo sé.	 Tomqa manan willawanchu. Ñam yachaniña.
Tom no sabe nada acerca del pasado de Mary.	 Tomqa manan imatapas yachanchu Mariaq ñawpaq kawsayninmanta.
Tom no sabe nada acerca del plan de Mary.	 Tomqa manan imatapas yachanchu Maryq planninmanta.
Tom no sabe cómo llegar a la casa de Mary.	 Tomqa manan yachanchu Mariaq wasinman chayayta.
Tom no sabe si Mary vendrá mañana.	 Tomqa manan yachanchu paqarin Maria hamunanta.
Tom no sabe qué espera Mary de él.	 Tomqa manan yachanchu imatan Maria paymanta suyashan chayta.
Tom no le deja a Mary irse sola de compras.	 Tomqa manan Mariata sapallanta rantikuq rinanpaqqa saqenqachu.
A Tom no le gusta ser tratado como un niño.	 Tommanqa manan gustanchu wawa hina tratasqa kayqa.
A Tom no le gusta la casa en la que vive.	 Tommanqa manan gustanchu tiyasqan wasi.
A Tom no le gusta la casa en que vive.	 Tommanqa manan gustanchu tiyasqan wasi.
A Tom no le interesa lo que digan de María.	 Tomqa manan imananpaschu Mariamanta ima nisqankupas.
Tom no juega golf tanto como antes.	 Tomqa manan ñawpaq hinachu golf nisqapi pukllan.
Parece ser que Tom no está consciente del problema.	 Yaqachus hina Tomqa mana reparanchu chay sasachakuymanta.
Tom no parece estar enterado del problema.	 Tomqa manapaschá yachanchu chay sasachakuymanta.
Tom no habla francés y yo tampoco.	 Tomqa manan francés simita rimanchu nitaqmi ñoqapas.
Tom no cree que Mary pueda vivir sin él.	 Tomqa manan yuyaykunchu Maria mana paywan kawsananta.
Tom no entiende cómo funciona un ordenador.	 Tomqa manan entiendenchu computadora imayna llank’asqanmanta.
Tom no entiende por qué estamos haciendo esto.	Tomqa manan entiendenchu imarayku chayta ruwasqanchista.
Tom no quiere que Mary descubra la verdad.	 Tomqa manan munanchu Maria cheqaq kaqta yachananta.
Tom no quiere admitir que estaba equivocado.	 Tomqa manan reqsikuyta munanchu pantasqanmanta.
Tom come espárragos, pero su hermano no.	 Tomqa espárrago nisqatan mikhun, wawqenmi ichaqa mana.
Tom explicó las reglas del juego a Mary.	 Tomqa Marymanmi chay pukllaymanta kamachikuykunata sut’incharqan.
Tom se enamora de cualquier mujer con la que se encuentra.	 Tomqa mayqin warmiwanpas tupaspanmi kuyanakun.
Tom se siente exactamente igual que Mary.	 Tompas Mary hinan sientekun.
Tom terminó de leer ese libro en una noche.	 Tomqa huk tutallapin chay librota leeyta tukurqan.
Tom olvidó hacer lo que se suponía que hiciera.	 Tomqa qonqapurqanmi ima ruwanantapas ruwayta.
Tom encontró la llave que creía haber perdido.	 Tomqa chinkachisqanmanta yuyaykusqan llavetan tarirqan.
Tom le dio a Mary más crédito del que se merecía.	 Tomqa Marymanmi merecesqanmanta aswan allinpaq qhawarichirqan.
Tom me dio todo excepto lo que yo quería.	 Tomqa tukuy imatan qowarqan, manataqmi munasqayllatachu.
Tom se encabronó cuando encontró con llave a la puerta.	 Tomqa sinchitan phiñakurqan punkuta wisq’asqata tarispa.
Tom se enfadó cuando vio a Mary besar a John.	 Tomqa phiñakurqanmi Mariata Johnta much’aykuqta rikuspa.
Tom se enfadó con los estudiantes de instituto.	 Tomqa colegiopi estudiantekunawanmi phiñakurqan.
Tom se montó en la motocicleta y la arrancó.	 Tomqa motoman seqaspanmi qallarichirqa.
Tom casi nunca compra nada en esta tienda.	 Tomqa yaqapaschá kay tiendapiqa imatapas rantinchu.
Tom rara vez va a la cama antes de medianoche.	 Tomqa pisillatan puñun manaraq kuska tuta kashaqtin.
Tom tiene una brillante carrera como doctor.	 Tomqa doctormi ancha allin llamkayniyuq.
Tom tiene una manera especial de hacer quesadillas.	Tomqa huk especial formayoqmi quesadillakunata ruwananpaq.
Tom tiene mucha más experiencia que Mary.	 Tomqa Marymantaqa aswan experienciayoqmi.
Tomás nunca fue capaz de ganarme al ajedrez.	 Tomás mana hayk’aqpas ajedrezpi atipayta atiwarqanchu.
Tom no ha conocido nunca a un canadiense que no le gustase.	 Tomqa manan hayk’aqpas tuparqanchu mana gustasqan Canadá nacionmanta runawanqa.
Tom no tiene idea de cómo Mary terminó en Boston.	 Tomqa manan yuyaykunchu imaynatas Mary Boston llaqtapi tukurqan chayta.
Tom no tiene intenciones de pedirle disculpas a Mary.	 Tomqa manan yuyaykunchu Mariamanta disculpata mañakuyta.
Tom tiene algo que discutir con todos nosotros.	 Tomqa llapanchiswanmi imamantapas rimananchis.
Tom tiene quince minutos para almorzar.	 Tomqa chunka pichqayuq minutoyuqmi almuerzopaq.
Tom tiene que comer su almuerzo en quince minutos.	 Tomqa chunka pichqayuq minutollapim almuerzonta mikunan.
Tom ha escrito tres libros sobre Australia.	 Tomqa kimsa librokunatam qillqarun Australiamanta.
Tom oyó a alguien tararear su melodía favorita.	 Tomqa uyarirqanmi pipas munasqanku takiq takiyninta.
Tom escuchó a alguien tararear su melodía favorita.	 Tomqa uyarirqanmi pipas munasqanku takiq takiyninta.
Tom escuchaba el ruido de la lluvia en el techo de chapa.	 Tomqa uyarirqanmi lata techopi paraq qapariyninta.
Tom intenta ir a pesar del tiempo.	 Tomqa tiempoña kashaqtinpas rinanpaqmi kallpachakun.
Tom es un poco tarugo, pero un tipo de buen corazón.	 Tomqa huk chikan llalliqmi, ichaqa allin sonqoyoqmi.
Tom es un poco lerdo, pero un tipo de buen corazón.	 Tomqa huk chhikantan llamp’u sonqo, ichaqa allin sonqoyoqmi.
Tom es un mentiroso si dice que nos vio juntos.	 Tomqa llulla runam, kuska rikuwasqaykumanta niptinqa.
Tom está ocupado preparando el desayuno para la familia.	 Tomqa ocupasqa kashan familiapaq desayunota preparaspa.
Tom es lejos el niño más inteligente de nuestro curso.	Tomqa claseykupi aswan yachaysapa waynan.
Tom me está ninguneando de nuevo.	 Tomqa hukmantan urayman churawashan.
Tom se alegra que el año escolar finalmente haya acabado.	 Tomqa kusisqan kashan escuela wata tukukusqanmanta.
Mañana Tom se irá de picnic con Mary.	 Paqarinmi Tomqa Marywan picnicman rinqa.
Tom será castigado por lo que hizo.	 Tomqa chay ruwasqanmantan castigasqa kanqa.
Tomás se va a quedar acá hasta el lunes que viene.	 Tomás hamuq lunes p’unchaykama kaypi qhepakunqa.
Tom va al aeropuerto a recoger a María.	 Tomqa aeropuertomanmi rin Mariata pusananpaq.
Tom es bueno para el tenis, no cabe duda.	 Tomqa allinmi tenis nisqapi, manan iskayrayanachu.
Tom es bueno para el tenis, no hay duda.	 Tomqa allinmi tenis nisqapi, manan iskayrayanachu.
Tom es bueno para el tenis, sin duda.	 Tomqa allinmi tenis nisqapi, mana iskayrayaspa.
Tom está en su oficina escuchando la radio.	 Tomqa oficinapin radiota uyarishan.
Tom está en la cocina, calentando las sobras.	 Tomqa cocinapin kashan, puchuq mikhunata q’oñichispa.
Tom solo está intentando ser romántico, ¿no?	 Tomqa munanakuyllapin kallpachakushan, ¿riki?
Tom está deseando volver a ver a Mary.	 Tomqa anchatan suyashan Maryta hukmanta rikuyta.
Tom no es más sospechoso que cualquier otra persona.	 Tomqa manan pimantapas aswan iskayrayaqchu.
Tom tiene edad suficiente para decidir por sí mismo.	 Tomqa kuraqñañan kashan, pay kikinmi decidinanpaq.
Tom solo hace como si no lo supiera.	 Tomqa mana yachaq hinam ruwan.
Tom está afuera jugando frisbee con su perro.	 Tomqa hawapin allqunwan frisbee nisqa pukllaypi kashan.
Tom está plantando una palmera en su patio.	 Tomqa kanchanpi palmera sach’ata tarpushan.
Tom está realmente interesado en la mitología griega.	Tomqa anchatan interesakun griegokunaq mitologíanmanta.
Tom está respondiendo bien al nuevo tratamiento.	 Tomqa allintan kutichishan chay mosoq hampiwan.
Tom está respondiendo bien al tratamiento nuevo.	 Tomqa allintan kutichishan chay mosoq hampiwan.
Tom sufre de fuertes dolores abdominales.	 Tomqa wiksanpi sinchi nanaywanmi ñak’arishan.
Tom es el actor más guapo del mundo.	 Tomqa kay pachapi aswan sumaq rikch'ayniyuq actormi.
Tom es el que no quería que lo supieras.	 Tomqa manan yachanaykita munarqanchu.
