español	quechua
Creo que lo necesita.	 Yuyaykuni necesitasqaykita.
A la mañana siguiente, el cartel en el que se ofrecían cinco libras a quien quisiera llevarse a Oliver, estaba otra vez colocado en la puerta del hospicio.	 Paqaristinmi Oliverta pimanpas pusaqman phisqa librata haywaq letreroqa yapamanta llank’ana wasi punkupi churasqa karqan.
El primero en interesarse por el negocio fue el señor Sowerberry, encargado de la funeraria parroquial.	 Ñawpaqtaqa chay negociopi interesakurqanmi señor Sowerberry, payqa parroquiapi llank’aq empresaq encargaqninmi karqan.
Era un hombre escuálido que siempre vestía un traje negro y raído.	 Payqa llañullaña runam karqa, sapa kutim q’aytuyuq yana trajewan churakuq.
Después de revisar minuciosamente al muchacho, decidió quedárselo.	 Chay warmachata allinta qawaspanmi tantearurqa waqaychananpaq.
La junta parroquial decidió que Oliver se fuera con él aquella misma noche.	 Vestrilloqa tantearurqa Oliver chay tutalla paywan rinanpaq.
Pero de camino a casa de su nuevo amo, el chico no pudo reprimir las lágrimas.	 Ichaqa mosoq patronninpa wasinman ripushaspan waynaqa mana waqayninta hark’ayta atirqanchu.
Eres el muchacho más desagradecido que he visto en mi vida le dijo el señor Bumble.	 Qamqa aswan mana agradecekuq warmacha kanki, nispas tayta Bumbleqa nisqa.
No, no señor No soy desagradecido; pero es que me siento tan solo contestó Oliver entre sollozos.	 Manan, manan wiraqochaqa manan mana agradecidochu kani; Ichaqa ancha sapallaymi sientekuni, nispas Oliverqa waqay chawpipi kutichisqa.
Por favor, señor, no se enfade conmigo.	 Ama hina kaspa, wiraqocha, ama piñakuychu.
Cuando llegaron a la funeraria del señor Sowerberry, Bumble ordenó a Oliver que se secara las lágrimas.	Señor Sowerberryq p’ampananku wasiman chayaqtinkun Bumbleqa Oliverta kamachirqan waqayninta pichananpaq.
Aquí estoy con el muchacho.	 Kaypim warmachawan kachkani.
¡Dios mío!	 ¡Diosniy!
exclamó la señora Sowerberry.	 nispas qaparisqa señora Sowerberryqa.
s muy pequeño.	 Ancha uchuyllam.
Sí, es bastante pequeño, pero no se preocupe, señora dijo el señor Bumble, ya crecerá.	 Arí, payqa ancha uchuyllam, ichaqa ama llakikuychu señora, nispas tayta Bumbleqa wiñanqa.
¡Claro que crecerá!	 ¡Claro wiñanqa!
contestó la mujer malhumorada.	 nispas kutichisqa k’amikuq warmiqa.
¿Y quién lo va a pagar?	 Hinaspa, ¿pitaq chayta paganqa?
Mantener a los niños de la parroquia cuesta más de lo que se obtiene de ellos.	 Parroquiapa wawankunata waqaychayqa aswan achka qullqipaqmi, paykunamanta chaskisqaykimantaqa.
¡Menudo ahorro!	 ¡Mayna qolqe waqaychaymi!
Y dirigiéndose a Oliver añadió:	 Hinaspa Oliverman kutirispa yapaykurqan:
¡Venga, talego de huesos.	 Hamuy, tullukuna bolsa.
La mujer del dueño de la funeraria abrió una pequeña puerta y empujó a Oliver por una empinada escalera.	 Chay entregaqpa esposanmi huk huch’uy punkuta kichaspa Oliverta tanqarqan huk qaqa escaleraman.
Al final de ella, se encontraba la cocina, que era un sótano de piedra húmeda y oscura.	 Chaypa tukukuyninpiqa yanuna wasim karqa, chayqa karqa yana, chiri rumimanta bodega.
Allí sentada estaba una muchacha sucia y desastrada.	 Chaypi tiyashasqa huk qhelli, llañu sipas.
Charlotte ordenó la señora Sowerberry, dale a este muchacho algunas de las sobras que hemos apartado para Trip.	 Charlotteqa señora Sowerberryta kamachirqan, kay waynaman Trippaq t’aqasqayku puchuq mikhunata qoy.
Los ojos de Oliver se iluminaron al ver llegar el cuenco de comida y se lanzó sobre unos restos que hasta el perro habná desdeñado, Cuando hubo acabado de comer, la señora Sowerberry llevó a Oliver hasta la tienda bajo cuyo mostrador había puesto un viejo colchón.	Oliverpa ñawinkuna k’ancharirqan chay mikhuy manka chayamuqtin hinaspan payqa wakin q’opakunata phawaykurqan, chaykunatan allqopas pisichanman karqan, mikhunata tukuqtintaq señora Sowerberry Oliverta pusarqan tiendaman, chaypin huk mawk’a colchónta churarqan mostradorpa uranpi .
Dormirás aquí.	 Kaypim puñunki.
Supongo que no te molestará estar entre ataúdes.	 Suyasaqmi mana imapas qusunkichu ataúdkuna chawpipi kayqa.
Y si te molesta, te aguantas.	 Hinaspa llakichisunki chayqa, aguantanki.
No hay otro sitio.	 Manam huk sitioqa kanchu.
Solo ya en la funeraria, Oliver sintió un escalofrío, el hueco donde estaba el colchón también parecía un sepulcro.	 Sapallan aya p’ampana wasipi Oliverqa chiriyayta sientekurqan, colchón kasqan t’oqopas aya p’ampanamanmi rikch’akurqan.
Oliver lo miró y, por un momento, deseó que aquélla fuera de verdad su tumba; así podría dormir eternamente y descansar en el camposanto, con la hierba acariciando su cabeza.	 Oliverqa payta qhawarispa, huk ratulla, munarqan kay cheqaqtapuni aya p’ampanan kananta; chaymi wiñaypaq puñuspa iglesiapa kanchanpi samayta atirqa, qurapas umantapas abrazaspan.
CAPÍTULO DOS	 ISKAY RAKI
EN LA FUNERARIA	 WAYNAPAQ WASINPI
Por la mañana, unas violentas patadas en la puerta de la tienda despertaron a Oliver	 Tutamantataq Oliverta rikch’arichirqanku tienda punkuta sinchita takarqanku.
¡Abre de una vez!	 ¡Huk kutillapi kichay!
gritó una voz detrás de la puerta.	 nispas qaparirqa punkupa qipanmanta huk kunka.
Ya voy, señor contestó Oliver vistiéndose a toda prisa.	 Hamushani, wiraqocha, nispa kutichisqa Oliverqa, usqhaylla p’achasqa.
Supongo que eres el mocoso del hospicio siguió la voz.	Ichapas qam kanki llamkana wasimanta brat, nispas kunkaqa hinalla rimarqa.
¿Cuántos años tienes?	 Hayka watayuqtaq kanki?
Tengo diez, señor	 Chunkayuqmi kani wiraqocha
Oliver abrió la puerta con manos temblorosas, pero sólo vio a un muchacho de la inclusa que estaba sentado en un mojón comiendo una rebanada de pan con mantequilla.	 Oliverqa makinta haywarispan punkuta kicharirqan, ichaqa huk incluso waynallatan rikurqan huk cairn patapi tiyashaqta, mantequillayoq t’antata mikhushaqta.
Perdone dijo sliver, ¿es usted el que ha llamado?	 Disculpaykuway, nispas nin sliver, ¿qamchu chay qayaq?
Soy el que ha dado patadas rectificó el muchacho.	 Ñuqam sarurqani, nispam warmaqa corregirqa.
Veo que no sabes con quién estás hablando.	 Rikuni mana yachankichu piwan rimasqaykita.
Soy el señor Noah Claypole, y tú eres mi subordinado.	 Ñuqaqa tayta Noah Claypole kani, qamtaq kamachisqay kanki.
Diciendo esto, propinó a Oliver una patada, y entró en la tienda pavoneándose.	 Chayta nispas Oliverman huk saruyta haywarirqan, hinaspan tiendaman phawaylla haykurqan.
Y es que, Noah era un acogido de la inclusa, pero tenía padre y madre conocidos.	 Hinaspa chaymi, Noeqa karqan llapa runaq uywaqnin, ichaqa reqsisqa taytan mamanniyoqmi karqan.
Llevaba años aguantando sin replicar los insultos de los muchachos del barrio, y ahora que la fortuna había puesto en su camino a un huérfano sin nombre, pensaba tomarse la revancha.	 Payqa watakunañan aguantashasqa barrio waynakunaq k’amisqankuta, kunanqa fortuna mana sutiyoq mana tayta-mamayoq wawata ñanninpi churasqanraykun vengakuyta yuyaykusharqan.
Llevaba Oliver casi un mes en la funeraria, cuando al señor Sowerberry se le ocurrió una idea:	 Oliverqa yaqa huk killañam chay undertakerpi kachkarqa, hinaptinmi señor Sowerberry huk yuyayta hapirurqa:
Querida le dijo a su mujer, he pensado que Oliver sería perfecto para acompañar los entierros de los niños.	Munakusqay, warminman willasqa, Oliverqa allinpuni kananta yuyaykurqani wawakunaq p’ampasqankuwan kuska rinanpaq.
Con la edad aproximada del muerto, causará una gran sensación.	 Wañuqpa yaqa edadninwanqa hatun sensación nisqatam rikurichinqa.
A la mañana siguiente, el señor Bumble entró en la tienda.	 Paqaristinmi tayta Bumbleqa tiendaman haykurqan.
Vengo a encargar un ataúd y un funeral para una pobre mujer de la parroquia.	 Parroquiamanta wakcha warmita ataúdta, aya p’ampanata ima mañakunaypaq hamurqani.
Aquí tiene la dirección.	 Kaypiqa direccionmi kachkan.
Ahora mismo voy contestó el de la funeraria.	 Kunanpacham risaq, nispas kutichisqa chay encargadoqa.
Oliver, ponte la gorra y ven conmigo.	 Oliver, gorraykita churakuy hinaspa ñuqawan hamuy.
Caminaron por calles sucias y miserables.	 Qhelli, llakisqa callekunapin puriqku.
Cuando llegaron a la casa indicada, subieron hasta el primer piso y el señor Sowerberry llamó con los nudillos.	 Chay rikuchisqa wasiman chayaspaqa, ñawpaq kaq altosmanmi wicharqanku, hinan tayta Sowerberry takaykusqa.
Una muchacha de unos trece años abrió la puerta y ambos entraron.	 Yaqa chunka kimsayuq watayuq sipas punkuta kichaspa iskayninku yaykurqaku.
Dentro de la casa, el espectáculo era estremecedor: agachado frente a una chimenea sin lumbre, había un hombre flaco y pálido; a su lado, una vieja sentada en un taburete; más allá, unos niños harapientos mirando hacia el cadáver que yacía en el suelo cubierto con una manta.	 Wasi ukhupiqa, chay qhawariyqa t’ukuchiqmi karqan: mana k’anchayniyoq nina rawraypa ñawpaqenpi k’umuykusqa, huk llañu, q’illu runa; ladonpitaq huk machucha huk taburetepi tiyashasqa; chaymantaqa, llimp’iyuq wawakuna, mantawan qatasqa pampapi sirisqa ayata urayta qhawaspa.
Cuando el señor Sowerberry hizo intención de acercarse al cuerpo sin vida para realizar su trabajo, el hombre flaco se levantó como una centella gritando:	Señor Sowerberry mana kawsayniyoq cuerpoman llank’ayninta ruwananpaq rinanpaq ruwashaqtinmi, chay llañu runaqa phawaylla sayarirqan, qaparispan:
¡Que nadie se acerque a mi esposa!	 ¡Manan pipas esposayman asuykunchu!
No obstante, el encargado de la funeraria sacó de su bolsillo una cinta métrica y se arrodilló junto al cuerpo sin vida.	 Ichaqa morticianqa bolsillonmantan cinta medidorta horqospa mana kawsayniyoq cuerpoq ladonpi qonqoriykusqa.
¡Ah!	 Waw!
gimió el hombre hincándose de rodillas junto a la difunta.	 nispas waqaykusqa wañuqpa ladonpi qonqoriykusqa runaqa.
¡La han matado de hambre!	 ¡Yarqaymantam wañuchirunku!
Fui a mendigar para ella y me metieron en la cárcel.	 Paymanta mañakuq rirqani, carcelman churawarqanku.
Al día siguiente, se celebró el entierro.	 Paqaristinmi aya p’amparqanku.
Cuando el señor Sowerberry y Oliver, volvían a la funeraria, el hombre preguntó:	 Señor Sowerberrywan Oliverwan entregaqman kutipushaqtinkun chay runaqa tapurqan:
Bueno, muchacho, ¿te gusta este oficio?	 Bueno, wayna, ¿gustasunkichu kay llamkay?
La verdad es que no mucho, señorcontestó.	 Chiqapqa manam anchachu, wiraqocha, nispas kutichisqa.
Ya verás, todo es cuestión de acostumbrarse.	 Qawasqaykiman hinaqa, tukuy imapas costumbrakunaykipaqmi.
Transcurrido el mes de prueba, Oliver pasó a ser aprendiz oficialmente.	 Chay killa pruebapi kasqan qhepamanmi Oliverqa oficial aprendiz kapurqan.
A Noah le corroía la envidia de ver ascendido al pequeño Oliver y desde entonces, se propuso hacerle la vida imposible.	 Noeqa envidiawanmi ismusqa karqan huch’uy Oliverta promocionasqata rikuspa chaymantapachan, payqa puririrqan kawsayninta llakichinanpaq.
Cierto día en que ambos se encontraban en la cocina, el jovenzuelo empezó a tirarle del pelo y, al no conseguir sacarle una sola lágrima, recurrió al insulto.	Huk punchawmi iskayninku cocinapi kachkaptinku, chay waynaqa chukchanta aysayta qallaykurqa, manataqmi huk waqatapas hurquyta atispan insultokunaman rirqa.
Hospiciano dijo Noah, ¿y tu madre?	 Hospicio nisqa Noe, hinaspa mamayki?
Murió contestó Oliver un poco crispado.	 Wañusqa, nispas kutichisqa Oliverqa, huk chhikanta tensionasqa.
Preferiná que no hablaras de ella delante.	 Aswan allinmi kanman ñawpaqenpi mana paymanta rimasqaykiqa.
de mí.	 ñuqamanta.
¿De qué murió?	 ¿Imawantaq wañukurqa?
De pena respondió Oliver con los ojos cargados de lágrimas.	 -Llakisqa, nispas Oliverqa kutichisqa, ñawinpas waqaywan hunt’aykusqa.
No me hables más de ella, será mejor para ti.	 Amaña paymanta rimapayawaychu, aswan allinmi kanqa qampaq.
¿Mejor para m?	 ¿Aswan allinchu ñuqapaq?
Seguro que tu madre era una cualquiera.	 Seguro kani mamaykiqa random kasqanmanta.
Rojo de furia, Oliver agarró a Noah por el cuello, lo zarandeó violentamente y le asestó un puñetazo con tanta fuerza que lo derribó al suelo.	 Phiñakuymanta puka, Oliverqa Noeyta kunkanmanta hap’ispa sinchita chhaphchirqan, hinaspan sinchita takarqan, chaymi pampaman urmaykurqan.
¡Charlotte!	 ¡Charlotte!
¡Ama!	 ¡Ama!
se puso a gritar Noah.	 Noeqa qapariyta qallarisqa.
¡El nuevo me está matando!	 ¡Mosoq kaqmi wañuchiwashan!
¡Socorro!	 Yanapay!
Las dos mujeres acudieron inmediatamente a la cocina.	 Chayllam iskaynin warmikuna yanuna wasiman rirqaku.
Entre los tres propinaron a Oliver una buena paliza: Noah lo inmmovilizó, la criada lo golpeó y el ama le arañó la cara.	 Kimsantinku Oliverta allinta maqarqanku: Noeqa clavaykusqa, sirvientataq maqaykusqa, señorataq uyanta raqrasqa.
Luego lo encerraron en el sotanillo de la basura.	Chaymantataq basura waqaychanapi wisq’arqanku.
Noah ordenó la señora Sowerberry, corre a buscar al señor Bumble y dile que venga de inmediato.	 Noeqa señora Sowerberryta kamachirqan, señor Bumbleman phawaykuspa, huk rato hamunanpaq niy.
Obedeciendo las órdenes de su ama, Noah echó a correr y no paró hasta llegar a la puerta del hospicio.	 Patronninpa kamachisqanta kasukuspan Noeqa kallpayta qallaykurqa, manataqmi sayarqachu hospiciopa punkunman chayanankama.
¡Señor Bumble!	 ¡Señor Bumble!
¡De prisa, venga a la tienda!	 ¡Usqhaylla, hamuy tiendaman!
Oliver Twist se ha vuelto loco.	 Oliver Twistqa locoñam rikurirun.
Intentó matarme, y luego intentó matar a Charlotte y también a la señora Sowerberry.	 Payqa wañuchiyta munawarqan, chaymantataq Charlottetapas señora Sowerberrytapas wañuchiyta munarqan.
Me ocuparé de ello dijo el señor Bumble.	 Chaytaqa cuidasaqmi, nispas nin señor Bumbleqa.
Cuando él y Noah llegaron a la funeraria, Oliver seguía dando patadas a la puerta del sotanillo.	 Noewan aya p’ampana wasiman chayaqtinkun Oliverqa sotano punkuta sarusharqanraq.
¡Oliver!	 ¡Oliver!
llamó el celador en voz baja.	 nispas ordenniyuq runata pisi kunkawan waqyasqa.
¡Sáquenme de aquiil gritó Oliver.	 ¡Kaymanta hurquway!, nispas Oliverqa qaparirqa.
Soy el señor Bumble.	 Ñuqaqa tayta Bumblem kani.
¿Es que no tiemblas al oír mi voz?	 ¿Manachu katkatatanki kunkayta uyarispa?
No respondió Oliver valientemente.	 Manan, Oliverqa mana manchakuspan kutichisqa.
Debe haberse vuelto loco intervino la señora Sowerberry.	 Payqa locoñachá ripun, nispas nin señora Sowerberryqa.
