español	quechua
El rey Guillermo, ajeno a los desmanes de sus nobles y desconociendo las razones por las que sus súbditos sajones se rebelaban contra él, creyó las acusaciones de sus barones.	 Rey Guillermoqa manan yacharqanchu noblekunaq nishuta ruwasqankuta, manataqmi yacharqanchu imarayku sajón kamachisqan runakuna pay contra hatarisqankuta, chaymi creerqan barononkunaq tumpasqankuta.
Caballeros, creí que los ánimos se apaciguarían.	 Señores, piensarqanim piñakuykuna chiriyananta.
Creí que, poco a poco, los sajones olvidarían la derrota de Hastings y acabarían aceptándonos.	 Pisi pisimantan yuyaykurqani Sajón runakuna Hastingspi atipasqankuta qonqaspa chaskiwanankupaq hamunankuta.
Ahora creo que no lo harán nunca dijo el rey en tono de lamento.	Kunanqa yuyaykuni mana hayk’aqpas ruwanankuta, nispas reyqa llakisqa nisqa.
Así, tomó la decisión de actuar de inmediato y con contundencia contra los sajones.	 Chay hinapin decidirqan chaylla, kallpawan sajón runakunaq contranpi ruwananpaq.
Despojó a muchos nobles de sus posesiones bajo acusación de haber promovido o respaldado la rebelión, y aplastó cruelmente a los rebeldes.	 Achka hatun kamachiqkunatam kapuqninkunata qichurqa chay hatariyta kallpanchasqanmanta utaq yanapasqanmanta tumpakuspa, hinaspam millayllaña rebeldekunata ñuturqa.
Pese a todo, los sajones continuaron organizándose.	 Tukuy imapas kaptinpas, Sajón runakunaqa hinallam organizakurqaku.
Crearon un verdadero ejército clandestino que, en forma de guerrilla, hostigaba sin tregua a los normandos.	 Paykunaqa chiqap pakasqa ejercitotam paqarichirqaku, chaymi guerrilla hina, mana samaspa Normanokunata ñakarichirqaku.
Los focos de resistencia contra los colonizadores se hicieron constantes.	 Colonizadorkunapa contranpi harkakuypa bolsillosninqa sapa kutim rikurirurqa.
La anhelada paz en Inglaterra se veía cada vez más lejana, y los normandos, aun ricos y poderosos, no podían vivir tranquilos a causa de las frecuentes insurrecciones de los sajones.	 Inglaterra nacionpi unayña suyasqanku thak kawsayqa aswan karumanmi rikch’akurqan, normando runakunaqa qhapaqpas atiyniyoqpas kashaspapas manan thak kawsayta atirqankuchu sajón runakuna sapa kutilla hatarisqankurayku.
Murió Guillermo I el Conquistador en guerra contra Francia y sus inmediatos sucesores, durante años y años, tampoco conseguirían apaciguar Inglaterra.	 Guillermo I Conquistador wañurqan Franciawan maqanakuypi, chaylla qatiqninkunapas, watakuna, watakuna, Inglaterratapas mana thasnuyta atirqankuchu.
La desconfianza de los sajones hacia los normandos estaba ya tan arraigada que se había convertido en un obstáculo insalvable entre los dos pueblos.	Sajón runakunaq Normando runakunaman mana confiasqankuqa sinchi saphichasqañan karqan, chaymi iskaynin llaqtakunaq mana atipay atina hark’ayninman tukupurqan.
Los planes de pacificación de los distintos reyes fallaban estrepitosamente y las revueltas continuaban.	 Huk rikchaq reykunapa pacificación nisqa planninkunaqa sinchitam mana allintachu ruwarqa, chaymi hatariykuna hinalla karqa.
Éstas eran contestadas con absoluta represión.	 Chaykunatan kutichirqanku absoluta represión nisqawan.
Lo que daba lugar a nuevos enfrentamientos, cada vez más sangrientos.	 Chaytaq musuq ch’aqwaykunata paqarichirqa, astawan yawarchasqa.
La espiral de violencia parecía no tener fin.	 Maqanakuypa espiralninqa mana tukukuq hinam karqa.
El rey Enrique de Plantagenet, nieto de Guillermo I, subió al trono y se propuso, como principal objetivo de su reinado, acabar con aquellas luchas sin sentido.	 Plantagenetmanta rey Enrique, Guillermo Ipa willkan, kamachikuq tiyanaman seqarqan, kamachiyninpi aswan hatun munaynin hina, chay mana yuyayniyuq maqanakuykunata tukuchinanpaq.
Para este propósito, pensó que debía atraerse, en primer lugar, a algunos influyentes nobles sajones.	 Chaypaqmi yuyaykurqan wakin atiyniyoq sajón noblekunata ñawpaqta aysasqa kanankuta.
Para conseguirlo,, no escatimó tiempo y esfuerzo el ilusionado rey.	 Chayta ruwananpaqqa kusisqa reyqa manan tiemponta nitaq kallpachakurqanchu.
CAPÍTULO DOS	 ISKAY RAKI
DOS NOBLES FAMILIAS SAJONAS	 ISKAY NOBLE SAJON AYLLUKUNA
En un majestuoso castillo cercano a la bulliciosa ciudad de Nottingham vivía Edward Fitzwalter, conde de Sherwood, y su esposa Alicia de Nhoridon.	 Nottingham llaqtaq qayllanpi huk hatun kastillopin tiyarqanku Edward Fitzwalter, Sherwood llaqtamanta conde, esposan Alice de Nhoridon ima.
Los dos eran sajones.	Iskayninkum sajón runakuna karqaku.
El matrimonio mantenía escasas relaciones sociales y permanecía alejado de las intrigas de la época.	 Chay casarasqakunaqa pisillatan runakunawan apanakurqanku, chay tiempopi imapas ruwasqankumantan karunchakurqanku.
El conde de Sherwood no había participado en ninguna sublevación contra los normandos y éstos, aun de mala gana, se habían visto obligados a respetar al conde y sus posesiones.	 Sherwood llaqtapi condeqa manan normandokunaq contranpi ima hatariypipas yanapakurqanchu, chaymi Normando runakunaqa mana munaspalla condeta kapuqninkunatapas respetanankupaq obligasqa karqanku.
Aunque no fue atacado nunca frontalmente, Edward Fitzwalter tampoco era mirado con buenos ojos por la nobleza normanda, en la que existía cierto recelo.	 Manaña hayk'aqpas ñawpaqpi atacasqachu karqan chaypas, Edward Fitzwaltertaqa manan allintachu qhawarirqanku Norman nobleza nisqakunaq, chaypin wakin iskayrayay karqan.
Dentro de los planes apaciguadores que llevaba acariciando durante largo tiempo el rey Enrique de Plantagenet, entraba precisamente ganarse la confianza del noble sajón Edward Fitzwalter	 Plantagenet llaqtamanta rey Enrique sutiyoq runaq unayña valorasqan thasnuchiq plankunamanta hukninmi karqan sajón nacionmanta Edward Fitzwalter sutiyoq noble runaq confiasqan.
Hablaré con Edward Fitzwalter comunicó el rey Enrique a uno de sus más estrechos colaboradores.	 Edward Fitzwalterwanmi rimasaq, nispan rey Enrique huknin aswan qaylla masinman willarqan.
Si consigo la adhesión del conde, tal vez otros nobles sajones lo secunden y poco a poco logremos el respaldo de todos.	 Sichus condeq yanapayninta ganasaq chayqa, ichapas huk sajón noblekuna paywan kuskachakunqaku, pisi pisimantataq llapa runaq yanapayninta ganasun.
¿Qué pensáis?	 ¿Ima niwaqtaq?
Es una buena idea, señor contestó el barón normando a su rey.	 Allinmi, wiraqocha, nispas kutichisqa baron normandoqa reyninman.
El conde de Sherwood goza de gran respeto entre la nobleza sajona.	Sherwood llaqtapi condeqa ancha respetasqam Sajón noblezakuna ukhupi.
Respeto sin duda merecido, ya que es todo un caballero.	 Mana iskayrayaspa respetayqa merecena, chiqap wiraqucha kasqanrayku.
La mayoría de los normandos comparten también esta opinión.	 Yaqa llapan normando runakunapas chaynatam piensanku.
El rey Enrique de Plantagenet deseaba con sinceridad que finalizaran los enfrentamientos entre sajones y normandos, y centró sus esfuerzos en conseguirlo.	 Plantagenets nisqamanta rey Enriqueqa tukuy sonqonwanmi munarqan sajón runakunaq normandokunaq maqanakuynin tukukunanta, chaymi kallpachakuyninta hunt’arqan.
Así, pocos días después de esta conversación, fue a reunirse con el conde de Sherwood.	 Chayhinam, kay rimanakuymanta pisi punchawkuna qipata, Sherwoodpa condewan tupananpaq rirqa.
Le tendió su mano y de sus labios salieron algunas promesas impensables en años anteriores.	 Makinta haywarispanmi siminmanta lloqsimurqan ñawpaq watakunapi mana yuyaykuy atina wakin promesakuna.
Señor, os agradezco la confianza que habéis depositado en mí contestó el conde,	 Wiraqocha, agradecekuyki noqapi confiasqaykimanta, nispas kutichisqa yupayqa, nispa.
Entonces, conde de Sherwood, ¿puedo contar de verdad con vos ?	 Chhaynaqa, conde de Sherwood, ¿cheqaqtachu qanpi yupayta atiyman?
preguntó el rey con impaciencia,	 nispas reyqa mana pacienciayoq hina tapusqa.
Majestad, no dudo de que os guían buenos deseos y de que sois sensible al sufrimiento del pueblo sajón comenzó a decir el conde.	 Majestad, manan iskayrayanichu allin munaykunawan pusasqa kasqaykimanta, Sajón runakunaq ñak’ariyninmantapas sensitivo kasqaykimanta, nispan condeqa niyta qallarirqan.
Pero vuestras promesas no son suficientes para paliar los daños que vuestro pueblo ha causado al mío.	 Ichaqa manan promesaykikunaqa aypanchu llaqtaykikunaq daño ruwasqankuta pisiyachinaykipaqqa.
Pero es necesario que todos hagamos el esfuerzo de salvar nuestras diferencias, conde de Sherwood.	Ichaqa llapanchismi kallpachakunanchis mana kaqlla kasqanchista allichananchispaq, conde de Sherwood.
La batalla de Hastings pertenece ya al pasado.	 Hastings maqanakuyqa kunanqa ñawpaqmantaraqmi.
Es cierto, señor Pero es pronto aún para confiar en vos.	 Chiqapmi, wiraqocha, ichaqa manaraqmi tempranoraq confianaykipaq.
Es posible que sean nuestros hijos los que vivan la reconciliación entre nuestros pueblos, los que puedan vivir en paz.	 Ichapas warmanchikkuna llaqtanchikkunapura allinyanakuyta rikuqkuna, hawka kawsayta atiqkuna.
¿Tenéis hijos, conde?	 Wawayuqchu kanki, Conde?
preguntó el rey asintiendo.	 nispas reyqa umanwan tapusqa.
Espero uno, majestad.	 Huknintam suyachkani, Majestad.
Conde de Sherwood, os prometo que haré cuanto pueda por acabar con los problemas del pueblo sajón, que intentaré borrar los errores de mis antepasados y que me esforzaré por apaciguar esta tierra.	 Conde de Sherwood, prometeyki, tukuy atisqayta ruwasaq Sajón runakunaq sasachakuyninkunata tukuchinaypaq, ñawpaq taytaykunaq pantasqankuta chinkachinaypaq kallpachakusaq, tukuy atisqayta ruwasaq kay hallp’ata thakchanaypaq.
Por mi parte, majestad contestó el conde, os aseguro que no participaré en ningún levantamiento contra vos.	 Ñoqamantaqa, Majestad, kutichisqa condeqa, segurayki, manan ima hatariypipas participasaqchu qan contra.
Actuaré como he venido haciéndolo hasta ahora.	 Kunankama ruwasqayman hinam ruwasaq.
Pero tampoco conseguiréis mi adhesión hasta que no exista una completa igualdad entre sajones y normandos.	 Ichaqa manan yanapaytapas ganankichischu sajón runakunaq normandokunaq hunt’asqa kaqlla kanankukama.
El rey Enrique y el conde de Sherwood estrecharon sus manos y se despidieron amistosamente.	Rey Enriquewan Sherwood condewanqa makinkuta hap’inakuspan allinta t’aqanakurqanku.
No mucho tiempo después, Edward Fitzwalter tuvo ocasión de comprobar que los buenos propósitos del rey Enrique quedaban olvidados ante una nueva revuelta sajona.	 Mana unaymanta, Edward Fitzwalterqa, manaraq musuq sajón hatarichkaptin, rey Enriquepa allin yuyaykusqan qunqasqa kasqanmanta chiqapchananpaq oportunidadta tarirqa.
La sublevación fue castigada con terrible dureza.	 Chay hatariyqa manchay k’arak simiwanmi muchuchisqa karqan.
Sajones y normandos seguían siendo enemigos irreconciliables.	 Sajón runakunapas normandokunapas mana allipunachinakuq awqa hinallam karqaku.
En esta triste situación vino al mundo el heredero del conde de Sherwood.	 Kay llakikuypaq situacionpin Sherwood condeq herederon kay pachaman hamurqan.
La alegría reinaba en todos los rincones del castillo del conde.	 Kusikuymi kamachikurqa condepa castillonpa sapa esquinanpi.
Amigos y vecinos acudieron a conocer al pequeño recién nacido.	 Amigukuna, vecinokuna ima chayraq naceq huch’uy wawawan tupanankupaq hamurqanku.
Un precioso niño había venido al mundo para felicidad de Alicia de Nhoridon y Edward Fitzwalter, sus padres.	 Huk ancha chaniyoq wawa kay pachaman hamusqa Alicia de Nhoridonpa, Edward Fitzwalterpa kusikuypaq, tayta-maman.
Se llamará Robert dijo el conde a todos los presentes sin disimular su alegría.	 Sutinqa Roberto kanqa, nispan condeqa llapa chaypi kaqkunata willarqan mana kusikuyninta pakaspa.
Será un valeroso sajón y confío en que le toque vivir tiempos mejores.	 Payqa kanqa valorniyoq sajón hinaspan confiani aswan allin p’unchaykunata rikunanta.
¡Ojalá pueda ser más feliz que nosotros!	 ¡Ñoqaykumanta aswan kusisqa kanman!
dijo levantando su copa uno de los allí reunidos.	 nispas chaypi huñunasqakunamanta huknin vasonta hoqarispa nisqa.
Y todos brindaron porque así fuera.	Hinaspa llapallanku tostarqaku chayna kasqanrayku.
El conde de Sherwood era íntimo amigo del también noble sajón Richard At Lea, conde de Sulrey.	 Sherwood llaqtapi condeqa Sajón llaqtamanta wiraqucha runamasin Richard At Lea sutiyuq Sulreypa conde sutiyuq runap allin amigunmi karqan.
Y éste y su esposa tuvieron, no mucho tiempo después, una preciosa niña, a la que pusieron por nombre Mariana.	 Hinaspa mana unaymantachu, warminwan huk sumaq sipasta tarirqanku, paytataq suticharqanku Mariana nispa.
Los dos nobles sajones se reunían con frecuencia y mantenían interminables conversaciones sobre la compleja situación del reino.	 Chay iskay sajón noblekunaqa sapa kutillanmi tuparqanku, mana tukukuqmi rimanakurqanku chay reinoq sasachakuyninmanta.
Las sublevaciones no cesan, querido amigo dijo Richard At Lea.	 Chay hatariykuna manan sayanchu, munasqa amigoy, nispas Richard At Lea nisqa.
Pero el poder normando permanece inalterable a lo largo de los años.	 Ichaqa Normanpa atiyninqa manan cambianchu watakunaq pasasqanman hina.
Sí, Richard, nuestro pueblo está extenuado por las luchas y por las humillaciones de los barones normandos.	 Arí, Richard, llaqtanchisqa sayk’usqañan kashan normando baronkunaq maqanakuyninkuwan, k’umuchisqa kasqankuwan ima.
Los reyes intentan apaciguar esta tierra, pero fracasan.	 Reykunan kay hallp’ata thasnuyta munanku, ichaqa manan atinkuchu.
No son capaces de contrarrestar el poder de sus nobles.	 Paykunaqa manan atinkuchu allin qhawarisqa runakunaq atiyninta atipayta.
Y mientras tanto, ¿por qué luchamos ya los sajones, después de tanto tiempo?	 Hinaspa chaykama, ¿imapaqtaq sajón maqanakuchkanchik, chayna unaymanta?
Todo parece ser una locura colectiva que no tiene fin.	 Tukuy imapas mana tukukuq huñusqa locuramanmi rikchakun.
Ojalá Inglaterra tenga pronto un rey poderoso y justo que haga posible la igualdad entre sajones y normandos contestó con tristeza Edward Fitzwalter	Suyachkani Inglaterra pisi tiempollamanta huk atiyniyuq chanin rey kananta, paymi sajón runakunawan normandokunawan kaqlla kayta ruwan, nispan Edward Fitzwalter llakisqa kutichirqan.
Pero los dos nobles sajones también aprovechaban su compañía para sonar, al calor de la chimenea de uno a otro castillo.	 Ichaqa chay iskay sajón noblekunapas compañiankuta aprovecharqankun mosqonankupaq, hukninmanta huknin castilloman nina rawraypa q’oñiyninpi.
El sueño que compartían era que Robert y Mariana, Ilegado el momento, se unieran en matrimonio.	 Chay musqukusqankuqa karqan Robertwan Marianawan, tiempo chayamuqtin, casarakunanku.
Nuestra amistad, conde de Sulrey, quedaría coronada por la unión de nuestros hijos.	 Amistadniyku, conde de Sulrey, coronasqa kanman karqan wawayku hukllanakusqankuwan.
Nada me agradaría más, Edward, que emparentar con vos.	 Edward, manan imapas aswan kusichiwanmanchu, qanwan ayllu kaymantaqa.
Y estoy seguro además de que mi hija sería muy feliz con Robert.	 Hinaspapas seguron kashani ususiy Robertwan ancha kusisqa kananta.
Pasaron unos años y murió el rey Enrique de Plantagenet.	 Iskay kinsa watakuna pasaqtinmi Plantagenet llaqtamanta rey Enrique wañupurqan.
Pocos meses antes, el conde de Sherwood había perdido a su querida esposa Alicia.	 Iskay kinsa killa ñawpaqtaraqmi Sherwood llaqtapi condeqa munasqa esposan Aliciata wañupurqan.
La única satisfacción de Edward Fitzwalter era tener cerca a su hijo Robin, como le llamaban todos cariñosamente, convertido ya en un apuesto joven.	 Edward Fitzwalterpa kusikuyninqa karqan churin Robin, llapa runa munakuywan sutichasqankuman hina, qayllanpi, sumaq rikch’ayniyoq waynaña.
¿Qué pasará ahora, padre, que el rey ha muerto?	 ¿Imataq kunan kanqa taytay, rey wañusqaña?
preguntó Robin ante la reciente noticia.	nispas Robin tapurqan chayllaraq lloqsimuq noticiakunapi.
Subirá al trono su hijo Ricardo, Robin.	 Churin Ricardo, Robin, kamachiy tiyanaman wicharinqa.
¿Será un buen rey?	 ¿Allin reychu kanqa?
¿Lo conoces?	 ¿Reqsinkichu payta?
preguntaba con avidez Robin.	 nispas Robinqa ancha munakuywan tapusqa.
Lo conozco poco, hijo.	 Paymantaqa pisillatam yachani, waway.
Pero deseo que consiga hacer de Inglaterra un gran reino en el que se viva en paz.	 Ichaqa munani Inglaterra nacionta hatun reinoman tukuchiyta allinta ruwanaykita, chaypi thakpi kawsanaykipaq.
CAPÍTULO TRES	 KIMSA RAKI
UN NUEVO REY:	 MUSUQ REY:
RICARDO CORAZON DE LEON	 RICHARD LION SUNQU
Como estaba previsto, tras la muerte del rey Enrique de Plantagenet subió al trono su hijo mayor, Ricardo I, conocido con el sobrenombre de Corazón de León por su nobleza y valentía.	 Suyasqanchis hina, Plantagenet llaqtamanta rey Enrique wañupuqtinmi, kuraq churin Ricardo I, Leon Sonqo sutiwan reqsisqa, allin qhawarisqa kasqanrayku, mana manchakuq kasqanrayku ima, kamachikuy tiyanaman seqarqan.
El nuevo rey era muy sensible a la miseria en la que vivían los súbditos sajones.	 Chay mosoq reyqa anchatan qhawarirqan sajón kamachisqa runakunaq llakikuypi kawsasqankuta.
Conocía también los intentos que sus antepasados y, en especial, su padre, habían hecho por cambiar esa situación, sin conseguirlo.	 Yacharqataqmi ñawpa taytankunapa, astawanqa taytanpa chay situacionta cambianankupaq kallpanchakusqankuta, ichaqa manam atirqakuchu.
