español	quechua
¿Cómo, por ejemplo, puede una paloma pouter ser producida por el cruzamiento de dos castas, a menos que una de las razas madre poseyera de antemano el enorme buche que caracteriza a la especie?	 Ejemplopaq, ¿imaynatataq huk paloma pouter nisqa iskay razakunata chimpaspa ruwakunman, mana chayqa huknin tayta-mama razan chay especieta riqsichiq hatun tarpuyniyuqña kaptin?
Los supuestos troncos primitivos deben haber pertenecido en masa a las palomas de campo, esto es, a las que no crían ni voluntariamente se posan en los árboles.	 Chay troncos primitivos nisqakunaqa masapichá karqan chakra palomakunaq, chaymi mana miraq otaq sach’akunapi munasqankuman hina tiyaq palomakunaq.
Pero además de la columba livia y sus subespecies geográficas, solamente se conocen dos o tres especies más de palomas silvestres que carecen de todos los caracteres de las castas domésticas.	 Ichaqa columba livia nisqamanta, subespecie geográfica nisqamanta hawaqa, iskay kimsa especies de paloma sallqakunallam riqsisqa, chaykunapiqa manam kanchu wasipi uywakunapa tukuy rikchaynin.
Pero las aves que anidan en precipicios y que son, por lo tanto, muy voladoras no es probable que sean fácilmente exterminadas.	 Ichaqa qaqakunapi q’esachakuq pisqukuna, chayraykutaq anchata phawaykuq pisqukunaqa mana faciltachu chinkachisqa kanku.
Las diferentes razas domésticas han sido transportadas a todos los ángulos del mundo, y debido a eso, algunas de ellas deben haber sido devueltas a su país natal sin que ni una siquiera se haya vuelto silvestre o brava.	 Chay imaymana wasi uywakunataqa tukuy k’uchukunamanmi aparqanku, chayraykun wakinqa nacesqanku llaqtankuman kutichisqaku mana hukllapas sallqaman, sallqaman tukuspa.
Aunque la paloma de palomar, que es la silvestre en estado ligerísimamente alterado, ha logrado en algunos lugares volver a dicho estado primitivo.	 Paloma wasi, pisilla tikrasqa kayninpi sallqa kaptinpas, wakin kitikunapiqa chay nisqa ñawpaq kayninman kutiyta atirqa.
El hombre semicivilizado consiguió domesticar por completo algunas especies, intencional o casualmente extrajo especies extraordinariamente anormales, aunque estas mismas especies se han extinguido o son desconocidas desde entonces.	 Yaqa civilizado runaqa wakin especiekunatam tukuyninpi uywayta atirqa, intencionalmente utaq accidentalmente especies extraordinariamente anormal nisqakunata hurqurqa, chaymantapacham chay kikin especiekuna chinkarunku utaq mana riqsisqaña kaptinkupas.
Jamás hemos encontrado criador alguno de palomas, de aves de corral, de patos o de conejos, que no estuviera plenamente convencido de que cada casta principal descendía de una especie distinta.	 Manam haykapipas tuparqanchikchu palomawan, wallpawan, ankawan, conejo uywaqwanpas, payqa manam allintachu convencikurqa sapa hatun raza huk especiemanta mirasqanmanta.
Sabiendo por otra parte el naturalista mucho menos de las leyes de herencia que lo que conoce el criador, y no conociendo tampoco más que los rasgos intermedios en las largas líneas de descendencias, admite, sin embargo, que muchas de nuestras razas domésticas descienden de los mismos padres.	 Naturalistaqa, astawanqa, aswan pisita yachaspa herenciamanta kamachikuykunata uywaqmantaqa, manataqmi aswantachu yachaspa chawpi kaq rasgokunata suni filakunapi miraymanta, chaywanpas reqsikunmi askha wasinchispi uywanchiskuna kikin tayta-mamamanta mirasqa kasqankuta.
¿No podrían ser más cautos cuando se ríen de la idea que presenta las especies en estado silvestre, descendiendo en línea recta de otras especies?	 ¿Manachu aswan cuidakunkuman sallqapi kaq especiekuna huk especiekunamanta chiqan chirullapi uraykamusqankuta piensaspanku asikuspanku?
PRINCIPIOS DE SELECCIÓN ANTIGUAMENTE PRACTICADOS Y SUS EFECTOS.	 PRINCIPOS DE SELECCIÓN AWPAQ RUWAYKUNA HINASPA IMAYNA RUWAYKUNA.
Uno de los rasgos más notables en nuestras razas domésticas es, sin duda, verlas adaptarse, no ciertamente en provecho propio, a la utilidad o capricho del hombre.	 Huknin aswan admirakuypaq rasgo wasinchispi uywanchiskunapiqa, mana iskayrayaspa, runaq allinninpaq otaq caprichonman hina, cheqaqtapuni mana paykunaq allinninpaqchu tupasqankuta rikunanchis.
Algunas variaciones útiles para este han surgido probablemente de repente, o par una sola operación.	 Wakin allin variaciones kaymanta ichapas qunqayllamanta rikhurirqa, utaq huk operaciónllapaq.
La clave de esto se encuentra en la facultad que tiene el hombre de acumular fenómenos de selección.	 Chaypaqqa tarikunmi runapa akllay fenómenos nisqakunata huñuy atiyninpi.
La naturaleza da variaciones sucesivas, y el hombre las va dirigiendo en ciertas direcciones que le son útiles, pudiendo en este sentido decirse que el hombre ha creado para sí las razas de las que recibe tanta utilidad.	 Naturalezaqa qon qatiqninpi variacionkunata, runataqmi chaykunataqa dirigin wakin direccionkunaman, chaykunan paypaq allin, kay sentidopiqa nisunmanmi runaqa pay kikinpaq kamarqan chay razakunata, maymantan chaskikun askha utilidadta.
Hay quienes ponen en práctica el principio de selección como si ejercieran una profesión.	 Kanmi pikunachus selección nisqa kamachikuyta profesionta ruwashankuman hina ruwayman churanku.
Colocan a los carneros sobre una mesa y sobre ella los estudian; repiten tres veces con intervalo de algunos meses este primer paso, y en todas ellas marcan y clasifican a los carneros, de modo que solamente los mejores entre los mejores son, en definitiva, los que se destinan a la cría.	Chay carnerokunataqa huk mesa patamanmi churanku, chaypitaq estudianku; Kay ñawpaq llamk’ayta kimsa kutita yapamanta ruwanku pisi killakuna chawpipi, tukuyninkupitaq carnerokunata marcanku, clasificanku ima, chayrayku aswan allin kaqkunalla, qhipaman, miranankupaq destinasqa kaqkuna kanku.
Estas mejoras no son generalmente debidas al cruzamiento de diferentes castas, porque todos los mejores criadores se oponen tenazmente a esta práctica, excepto en muy raras ocasiones o cuando se trata de castas próximamente iguales.	 Kay allinchakuykunaqa manam generalmentechu hukniray razakuna chimpapurayrayku, imaraykuchus llapan allin uywaqkunam sinchita harkakunku kay ruwayman, ichaqa ancha pisillapi utaq yaqa kaqlla razakunamanta rimaspaqa.
Una vez verificado el cruzamiento es indispensable la más vigorosa selección.	 Cruz chiqapchasqaña kaptinqa, aswan kallpawan akllayqa ancha allinmi.
Si esta consistiese meramente en separar alguna variedad muy distinta para hacer cría, el principio sería tan claro que apenas merecería mencionarse; pero su importancia consiste en el gran efecto producido por la acumulación en un sentido, durante generaciones sucesivas.	 Sichus kayqa kanman wakin ancha hukniray rikch’aykunata t’aqaylla mirachinapaq chayqa, chay kamachikuyqa sut’inmi kanman, chaymi pisillata rimanapaq hina kanman; ichaqa ancha chaniyoq kayninqa huk yuyaypi huñukuypa hatun efectonpin kashan, qatiqnin miraykunapi.
