español	quechua
"Lo que hoy llamamos ""pueblo"" entonces se denominaba ""los súbditos"", ""los vasallos"", ""los sujetos"". , nombres todos que indican netamente que la gente sin privilegios (el vulgo) eran, ante todo, los sometidos y los servidores de los poderosos;"	"Kunan pacha ""runakuna"" nisqanchistaqa ""sujetokuna"", ""vasalokuna"", ""sujetokuna"" nispa suticharqanku. , sutikuna sut’ita rikuchiq mana privilegioyoq runakuna (vulgar) kasqankuta, llapanmanta aswantaqa, atiyniyoq runakunaq kamachisqan, kamachinkuna ima;"
"La gente del pueblo no tenía ""patria"" (pasarían dos siglos antes de que se inventara), pero tenían Rey, al que tenían que servir lealmente."	" Llaqta runakunaqa manan ""llaqtamasi"" nisqayoqchu karqanku (iskay pachak wataraqmi kanman manaraq inventasqa kashaqtin), ichaqa huk Reyniyoqmi karqanku, paytan hunt'aq sonqowan servinanku karqan."
Y. esta era regla.	 Hinaspa.kaymi kamachikuy karqa.
"A esto ahora lo denominaríamos ""discriminación señorial"":  -  los ""señores"" por una parte y los ""siervos"" por otra."	" Kunanqa kayta sutichasunman ""discriminación seignerial"" nispa: - huk ladumanta ""señores"" nisqakunata, huk ladumantataq ""sivientes"" nisqakunata."
"Este proceso del poder temporal empezó (para la Iglesia) con la conversión (o así) de Constantino y el Edicto de Milán en el año 313, y llegó a su máxima ""perfección"" en los tiempos que precedieron a la Reforma."	" Kay pacha atiy ruwayqa qallarirqan (Iglesiapaq) Constantinoq t'ikrakusqanwan (otaq chay hina) 313 watapi Milán llaqtapi Edicto nisqawan, hinaspan chayarqan aswan hatun ""hunt'asqa kayninman"" Reforma ñawpaq pachakunapi."
"La gente de Iglesia (excepto los Santos) estaba segura de que lo mejor era el estar aliada con los poderosos y él  -  ser poderosos ellos mismos; ya que el ""pueblo"" tenía que seguir el camino que sus ""señores"" le trazaban."	"Iglesia runakunan (Santokunawan mana) seguro karqanku aswan allinqa atiyniyoqkunawan paywan hukllachasqa kaymi - paykuna kikinku atiyniyoq kanankupaq; ""runakuna"" ""señonkunaq"" qatipasqanku ñanninta purinanku kasqanrayku."
Estoy seguro de que Aristóteles habría encontrado este proceder perfecto; también estoy seguro de que Jesucristo no podía bendecirlo.	 Seguro kani Aristótelesqa kay ruwayta allinta tarinman karqan; Hinaspapas seguron kashani Jesucristo mana bendeciyta atisqanmanta.
Las guerras de religión.	 Religionkunaq maqanakuyninkuna.
"Puede afirmarse que el pueblo no intervino para nada en ellas, sino para recibir golpes y morir por su ""señor"", que seguía tan contento y divertido en su castillo."	" Afirmayta atikunmanmi runakunaqa manan imapipas chaykunapiqa intervenirqankuchu, aswanpas maqaykunata chaskispa ""señorninku""rayku wañunankupaqmi, payqa kunankamapas ancha kusisqa, kusisqaraqmi kasharqan castillonpi."
Fue una pelea entre los que habían acaparado el máximo poder por una parte (el Papa y el Emperador) y los Príncipes por otra.	 Chayqa karqan huk ladumanta aswan atiyniyoq runakunaq (Papawan Emperadorwan) huk ladomantataq Principekunawan maqanakuymi.
Con la Paz de Westfalia (1648) se terminó la hegemonía del Papado y el Imperio.	 Westfalia Hawka Kawsaywan (1648) Papa kaypa, Imperiop hegemonian tukurqan.
Es curioso observar (por lo que respecta al pueblo) que todos los que firmaron dicho Tratado de Paz estuvieron conformes con que los pueblos vinieran obligados a profesar la religión de sus Príncipes.	Curiosamentem qaway (runakunamanta rimaspaqa) llapallan chay Tratado de Paz nisqa firmaqkuna acuerdopi kasqankuta, llaqtakunaqa obligasqa kasqankumanta, Principenkupa religionninta willakunankupaq.
"Entonces empezó a funcionar la idea de ""patria que alcanzó su máximo esplendor con Revolución Francesa, es cosa de hacer aquí un resumen histórico, que ya está suficientemente conocido y divulgado."	" Chaymantam llamkayta qallarirqa ""Revolución Francesawan hatun sumaq kayninman chayaq suyu"" nisqa yuyay, kaypi huk resumen histórico ruwaymi, chaymi suficiente riqsisqaña hinaspa mastarisqaña."
Lo único que quiero observar es que estos cuatro y medio han representado para la Iglesia progresiva de la hegemonía y del poder político y económico que había acumulado en los mil años anteriores, a partir de Constantino.	 Chaylla qhawayta munani, kay tawa kuskankunan representarqanku progresista Iglesiapaq hegemoniata hinallataq poder político y económico nisqatapas, chaytan huñurqan ñawpaq waranqa watakunapi, Constantinomanta qallarispa.
Los poderosos de antaño ya no existen.	 Qayna pacha atiyniyuq runakunaqa manañam kanñachu.
El bienestar de las naciones ya no se mide por el esplendor de unos.	 Llaqtakunaq allin kausaynintaqa manañan wakin runakunaq k’anchariyninwanchu tupukun.
Cuantos privilegiados.	 Hayka privilegiasqataq
"La misma idea de ""Patria"" se va clarificando, y cuando De Gaulle preconiza una Europa de las patrias, encuentra cada vez menos adherentes."	" ""Llaqta"" nisqa yuyay kikinmi aswan sut'i rikukun, De Gaulle mama llaqtakunaq Europa nisqa kayninta rimariqtinqa, pisi pisimantan qatikuqkunata tarin."
Hoy la religión se mira como una opción personal y libre, a la que a nadie le es lícito violentar.	Kunan tiempopiqa religiontaqa sapanpaqmi qhawarinku, mana qolqellapaqmi, chaytaqa manan pipas sarunchanmanchu.
"Frente a la división de la sociedad en ""clases"" se va cada vez con mayor firmeza hacia la ""comunidad""."	" Llaqta ""clases"" nisqaman rakisqa kasqanwan tupaspaqa aswan allintam ""ayllu"" nisqaman rin."
Considerando estos hechos (y otros que están en mente de todos) es cuando uno se percata del valor profético del libro de Santo ás Moro, que va a continuación.	 Kay cheqaq kaqkunata (hukkunatapas llapa runaq yuyayninpi kaq) qhawariyqa Santo ás Moro libroq profecía valorninta reparaqtinmi, chaymi qatimun.
"Teniendo en cuenta, sobre todo, cuando lo escribió todo el Occidente estaba unificado ""brutalmente"" en lo religioso y en lo civil, y nadie podía prever el proceso que iba a iniciarse al año siguiente."	" Yuyaypi hap'ispa, llapanmanta aswantaqa, qillqasqanpi, llapan Occidente ""brutalmente"" hukllachasqa karqan religioso hinallataq civilmente, manataqmi pipas ñawpaqmanta qhawariyta atirqanchu qatiqnin watapi qallarinan procesota."
"Frente al ""clericalismo"" manifestado por la invasión de los eclesiásticos en todas las esferas de lo civil, él preconiza un Estado guiado fundamentalmente por el Derecho Natural."	" Tukuy esferas civiles nisqapi eclesiásticos nisqakunaq invasión nisqawan rikuchisqa ""clericalismo"" nisqawan tupaspanmi, Derecho Natural nisqawan fundamentalmente pusasqa Estado nisqamanta rimarin."
Frente a los privilegios de los poderosos, pone la igualdad de todos los ciudadanos, en una vida comunitaria.	 Atiyniyoq runakunaq privilegionkunawan tupaspa, llapan llaqta runakunaq kaqlla kayninta churan, huk ayllu kawsayman.
"Sus atisbos sobre la ""vocación profesional"" son geniales."	" ""Vacación profesional"" nisqamanta hamut'ayninkunaqa hatunmi."
"Pero lo más extraordinario, a mi entender, es su defensa del ""pluralismo"" religioso, frente a la religión única obligatoria."	"Ichaqa aswan extraordinario kaqmi, ñoqaq yuyaykusqayman hina, religioso ""pluralismo"" nisqamanta defiendesqan, aswanpas sapallan obligatorio religionmanta."
"Lo más opuesto a ""UTOPIA"" es Jauja."	" ""UTOPIA"" nisqap aswan chimpanpi kaqmi Jauja."
"No dudo que habrá lectores que recorrerán las paginas que siguen como si leyeran una historieta absurda de ciencia ficción"", que tanto gustan actualmente, o como una divertí da exposición del país de Jauja."	 Manam iskayrayanichu kanqa ñawinchaq runakuna, paykunam qatiqnin paginakunata pasanqaku, huk mana yuyayniyuq ciencia ficción comic nisqatapas ñawinchachkankuman hina, kunan pacha anchata gustasqanku, utaq Jauja suyumanta kusikuy exposición hina.
Y no es esto.	 Hinaspapas manan kaychu.
Ni mucho menos.	 Mana ancha pisichu.
En mi opinión es todo lo contrario.	 Ñoqaq yuyaykusqayman hinaqa contranpin kashan.
Es un libro para meditarlo.	 Chay libroqa yuyaymananapaqmi.
Sobre todo por los gire militarnos en las filas del catolicismo social.	 Tukuy imamanta aswantaqa catolicismo social nisqapa filankupi militarkunapa tikrakuyninrayku.
"Piénsese en que durante cerca de cinco siglos hemos dispuesto de un ideario racionalismo, plenamente de acuerdo con el Derecho Natural, y no le hemos hecho ningún caso, antes hemos aprovechado su mismo título, para inventar la palabra ""utópico""."	" Yuyaykuy, yaqa pichqa pachak watakunañam racionalismo nisqa ideología nisqayuq kanchik, Derecho Natural nisqaman hina, manataqmi chaymanqa qawarirqanchikchu, manaraq kikin titulonta servichikuchkaspanchik, ""utópico"" nisqa simita inventanapaq."
En cambio, el marxismo, basándose en un - hombre - que - no - existe (esto sí que es utópico) en menos de cien años ha revuelto el mundo.	Huk ladumantaq, marxismo, huk - runa - mana - mana - kanchu (kayqa chiqapmi utopico) mana pachak watakunapi sayasqa, kay pachata tikrarun.
"Comprendo muy bien que después de aquella situación de prepotencia universal (que culminó en los años de la aparición de ""UTOPIA» y casi todos los católicos excepto los Santos) hayamos sido ""conservadores""."	" Ancha allintam entiendeni chay situacion de arrogancia universal (chaymi tukurqa ""UTOPIA» nisqapa rikurimusqan watakunapi hinaspa yaqa llapan católicokuna, Santokunallamanta) ""conservadores"" kasqanchikta."
Ello es muy natural, aun que no tiene nada de sobrenatural.	 Kayqa ancha naturalmi, manaña imapas hawanpi kaq kaptinpas.
"El resultado ha sido que en vez de ser ""luz del mundo"" y ""sal de la tierra"", hayamos sido en no pocos aspectos una rémora a la marcha providencial de la Historia."	" Chay ruwasqanmi karqan, ""kay pachaq k'anchaynin"" hinallataq ""kay pachaq kachi"" kananchismantaqa, askha ruwaykunapi hark'aqmi karqanchis Historiaq puriynin providencial nisqapaq."
Pero, gracias a Dios, estarnos asistiendo al fin de la era constantiniana.	 Ichaqa, Diosman gracias, Constantino tiempo tukukunanta rikushanchis.
"Ha llovido mucho desde que se escribió ""UTOPIA""."	" Unayñam ""UTOPIA"" nisqa qillqasqa kasqanmanta."
Ello quiere decir que en algunos aspectos no es actual.	 Kayqa niyta munan wakin aspectokunapi mana kunan pachachu kasqanmanta.
Pero en muchos otros, sí.	 Ichaqa askha hukkunapipas, arí.
Algo parecido al Evangelio.	 Evangelioman rikchakuq imapas.
Recuerdo ahora una anécdota catequística, ocurrida en Inglaterra recientemente.	 Kunanqa yuyarini huk anécdota catequética nisqamanta, chaymi Inglaterra nacionpi chayllaraq pasarqan.
"La catequista explicaba a las niñas la ""Parábola de las Vírgenes Prudentes"", y al terminar preguntó a una dé ellas qué consecuencia sacaba de lo que había oído."	"Catecistaqa sipaskunamanmi sut'incharqan ""Yuyayniyoq Virgenkunamanta rikch'anachiyta"", tukukuypitaq hukninta tapurqan uyarisqanmanta ima consecuenciata horqosqanmanta."
La niña, sin dudar un momento, respondió:	 Sipasqa, mana huk ratullapas iskayrayaspa, kutichisqa:
Es clarísimo.	 Ancha sut’inmi.
De esto se deducen las grandes ventajas del alumbrado eléctrico sobre los candiles de aceite.	 Kaymantam hurqukun hatun ventajakuna electricidadwan k’anchaypa aceite lamparatakunamantaqa.
Aquí el peligro está también en tropezar con lo anecdótico y perder de vista su sentido profundo.	 Kaypiqa peligroqa kashantaqmi anecdótico nisqamanta urmaykuspa, ukhu significadonta chinkachiypipas.
"Santo ás Moro escribió ""UTOPIA"" en latín."	" Santo ás Moro ""UTOPIA"" nisqatam latin simipi qillqarqan."
En un latín elaboradísimo y al gusto de aquella época; que dicen que es difícil dé traducir al español del siglo XVII, adaptando el castellano florido dé entonces, con su prosodia enrevesada, al lenguaje de hoy.	 Ancha elaborado latin simipi hinaspa chay tiempopa gustonman hina; Chunka qanchisniyuq pachakwatapi kastilla simiman tikrayqa sasam ninku, chay pacha t’ikayuq castellano simita, k’uyusqa prosodiawan, kunan pacha simiman tupachispa.
Dudo mucho de la corrección de mi trabajo bajo el punto de vista literario, pero estimo que (en parte, al menos) he conseguido lo principal que buscaba, que era la claridad, y evitar que se hiciera pesado para el lector actual.	 Anchatam iskayrayani llamkayniypa allin kasqanmanta literario nisqamanta, ichaqa creeni (huk chikanpi, aswanpas) maskasqay hatun kaqta aypasqayta, chaymi karqa chuya kay, chaynallataq mana llasaq kananpaq kunan ñawinchaq.
Con es/a pretensión me he atrevido a darlo a la imprenta.	Kay nisqanwanmi imprentaman quyta atrevikurqani.
Lleva un prólogo de Quevedo, que he conservado intacto, incluso con su propia ortografía, además de las licencias pertinentes de la Santa Inquisición.	 Quevedopa ñawpaq rimayninmi kachkan, chaytam mana imapas pasasqanmanta waqaycharqani, kikinpa qillqasqanwanpas, chaynallataqmi Santa Inquisicionmanta licenciakuna tupaqninwanpas.
También copio de dicha edición una breve biografía.	 Chay edicionmantataqmi huk pisilla biografía nisqatapas copiani.
Espero Y deseo que esta edición pueda ser útil a muchos.	 Suyachkani Y munani kay edición achka runakunapaq allin kananpaq.
El dormir durante unas horas es muy sano y conveniente; pero dormir durante siglos y siglos.  ¿puede defenderse como cosa buena?	 Iskay kimsa hora puñuyqa ancha qhali, allintaqmi; ichaqa pachak watakuna, pachak watakuna puñuy. ¿Allin kaqta hinachu defiendekunman?
Enero de 1964.	 1964 watapi enero killapi.
ROVIROSA	 ROVIROSA nisqa
NOTICIA, JUICIO Y RECOMENDACION	 YUYAYCHAY, JUICIO Y RECOMENDACIÓN
de la	 de la
UTOPIA y de TOMAS MORO	 UTOPIA y TOMAS MORO
por don	 regalowan
FRANCISCO DE QUEVEDO VILLEGAS	 FRANCISCO DE QUEVEDO LLAQTAMANTA
Caballero del Hábito de Santiago	 Caballero del Habito de Santiago
Señor de las Villas de Cetina,	 Señor de las Villas de Cetina, 1999 watapi.
y la Torre de Juan Abad	 hinaspa Juan Abadpa Torrentapas
Celebraronle en su tiempo Erasmo de Roterodamo y Guillelmo Budeo, como se lee en dos cartas suyas, impresas en el texto de esta Obra: llamóla Utopía, voz griega, cuyo significado es, no hay tal lugar.	 Paytaqa pachanpi raymicharqanku Erasmo de Roterodamo, Guillelmo Budeo ima, iskay cartankunapi ñawinchasqa hina, kay Llank’aypa qelqanpi imprimisqa: paymi suticharqan Utopía, griego simita, chaypa ninanmi, manan kanchu chay hina cheqas.
Vivió en tiempo y Reyno, que le fué forzoso para reprehender el gobierno que padecía, fingir el conveniente.	 Payqa tiempollanpin kawsarqan, Reynotaq, ñak’arisqan gobiernota anyananpaq obligasqa kashaspa, conveniente hina ruwakurqan.
Hurtos de cláusulas de la Utopía los mas Repúblicos Ragualbos del Bocalino: precioso caudal es, el que obligó, á que fuese ladrón á tan grande Autor.	 Suwakuykuna cláusulas de Utopía aswan Ragualbos Repúblicas de Bocalino: chaniyuq flujoqa, chay obligaq, suwa kananpaq chayna hatun Qillqaqman.
Escribió aquella alma esclarecida, con espíritu de tan larga vista, que como yo mostré en mi carta el Rey Chrlstianisimo, antevió los sucesos presentes asistiendo con saludable consejo á las cabezas de los tumultos.	Chay k’ancharisqa alma qelqarqan, chhayna karu qhawariq espirituwan, cartaypi rikuchisqayman hina, Aswan Cristiano Reyqa ñawpaqmantaraqmi rikurqan kunan sucedenanta, ch’aqwaypa umankunata yanapaspa qhali yuyaychaykunawan.
El libro es corto, mas para atenderle como merece, ninguna vida seré larga; escribió poco, y dixo mucho: si los que gobiernan le obedecen, y los que obedecen se gobiernan por él, ni a aquellos será carga ni a estos cuidado.	 Libroqa pisillam, ichaqa merecesqaykiman hina servisunaykipaqqa manam ima kawsaypas unaychu kanqa; Pisillatam qillqarqa, achkatataqmi rimarqa: kamachiqkuna payta kasukuptinku, kasukuqkunapas paywan kamachisqa kaptinkuqa, manam paykunapaqqa llasachu kanqa, nitaq paykunataqa cuidanqachu.
executandolas en quanto del servicio de su Magestad se le ha ordenado; y con gran providencia, y desinterés, en el gobierno que tuvo de estos Partidos.	 chaykunata hunt’aspa, Majestadninpa llank’aynin kamachisqa kasqanman hina; hinaspa hatun providenciawan, hinallataq mana interesakuspa, kay Partidokunamanta gobiernoyoq kasqanpi.
En la Torre de Juan Abad 28 de Septiembre de 1837.	 Juan Abadpa Torrenpi, 28 ñiqin tarpuy killapi 1837 watapi.
Don Francisco de Quevedo Villegas	 Don Francisco de Quevedo Villegas sutiyuq runaqa
TESTIMONIO DEL MAESTRO	 YACHACHIQPA TESTIMONIO
Bartolomé Ximenez Patán	 Bartolomé Ximenez Patan sutiyuq runa
Catedrático de eloqúencia de Villanueva de los Ynfantes, y sus Partidos, y Notario del Santo Oficio, por orden, y comisión del	 Villanueva de los Ynfantes llaqtapi Elocuencia nisqamanta yachachiq, hinallataq Partidokuna, hinallataq Notario de la Santa Oficina, kamachiywan, hinallataq kamachiywan
Tribunal de la Inquisición de Murcia	 Murcia llaqtapi Inquisición nisqa tribunal
En testimonio de verdad	 cheqaq kasqanmanta testigo hina
vera fides	 vera fides nisqa
El Mro.	 Chay señor.
Bartolomé Ximenez Patón	 Bartolomé Ximenez Paton sutiyuq runa
UTOPIA	UTOPIA
Relación que el excelente varón	 Relación aswan allin qharimanta
Rafael HITHLODEO	 Rafael Hitlodeo sutiyuq runa
hizo del feliz Estado de la	 ruwasqa kusisqa kayninta
República de UTOPIA	 República de UTOPIA
ordenada por	 kamachisqa
TOMAS MORO	 TOMAS MORO sutiyuq runa
DESCRIPCIÓN DE LA ISLA Y SU AGRICULTURA	 ISLAMANTA, CHARKAMANTA RIQSICHIY
La isla de UTOPIA se extiende unos doscientos kilómetros, y por larguisimo espacio no se estrecha considerablemente, pero ea sus extremos queda reducida a unos cincuenta kilómetros.	 UTOPIA islaqa yaqa iskay pachak kilómetro hinan mast’arikun, ancha hatun espaciopaqqa manan anchatachu k’iskikun, ichaqa tukukuyninkunapin pisiyapun yaqa phisqa chunka kilómetro hina.
Dichos extremos están como torcidos, de manera que toda la isla tiene una forma parecida a la de la  nueva.	 Kay tukukuyninkunaqa huk laya k’uyusqa, chaymi lliw isla musuq kaqman rikch’akuq rikch’ayniyuq.
Estas partes extremas, azotadas por el mar, distan una de otra unos once kilómetros.	Kay sinchi k’uchukunaqa, lamar-qochawan k’irisqa, yaqa chunka hukniyoq kilómetro karupin kashanku.
Entre estos brazos se forma como a manera de un lago apacible, quedando un refugio muy bien acomodado, desde el que pueden mandar sus flotas a otras regiones y países.	 Kay armakunaq chawpinpin thak qocha hina formakun, chaymi saqepun ancha allin chaskisqa pakakuna wasi, chaymantan flotankuta kachankuman huk regionkunaman, huk suyukunamanpas.
Las gargantas que forma la entrada, que por una parte tienen bancos de arena y vados, y por otra parte escollos disimulados, ponen espanto al que pretendiera entrar como enemigo.	 Chay yaykuna punkumanta ruwasqa gargantakuna, huk ladumanta rit’i patakunayuq, muyukunayuq, wak ladumantataq pakasqa arrecifekunayuq, awqajina yaykuyta munaqkunata manchachin.
Casi en el centro de este espacio existe una gran roca, en cuya parte superior han construido un fortín, y en el que existe un presidio.	 Yaqa kay espaciopa chawpinpim hatun qaqa kachkan, chaypa hawanpim huk fortalezata ruwarunku, chaypim carcel kachkan.
Hay muchos escollos ocultos (y por lo tanto muy peligrosos) de los que solamente tienen conocimiento los prácticos, de lo que resulta que muy raramente puede pasarlos ninguna nave extranjera que no esté guiada por uno de UTOPIA.	 Askha pakasqa (chayraykun ancha peligroso) trampakuna kan, chaykunatan pilotokunalla yachanku, chaymi pisillata pasanku mayqen hawa llaqtamanta barcopas mana UTOPIA nisqamanta hukninpa pusasqan.
Y si pretende entrar sin guiarse por ciertas señales que hay en la playa, cualquier armada enemiga embarrancará.	 Hinaspapas sichus lamar-qocha patapi wakin letrerokunawan mana pusachikuspa haykuyta munanki chayqa, mayqen awqa flotanpas urmaykunqan.
Dentro de dicho lago existe un puerto de mucho tránsito, con un desembarcadero natural muy bien acomodado, de manera que poca gente de guerra pueden poner en retirada a un ejército considerable.	Chay nisqa qucha ukupim kan huk puerto achka traficoyuq, huk escenario de aterrizaje natural ancha allin acomodasqa, chaymi pisi guerrapi runakuna huk considerable ejercitota retiroman churanmanku.
Se cree (y el aspecto del lugar lo confirma) que aquel país antes no estaba totalmente rodeado por el mar.	 Creenkun (chay cheqaspa rikch’ayninpas chaytan cheqaqchan) manaraq chay suyuqa manan llapanpichu lamar-qochawan muyurisqa karqan.
Pero Utopo, de quien tomó nombre la isla, por haberla conquistado, ya que antes se llamaba Abraxa, fue quien hizo que sus moradores, que eran rústicos y muy atrasados, vivieran de manera humana y civil.	 Ichaqa Utopo, pimantachus chay isla sutita hap’irqan, atipasqanrayku, manaraq Abraxa sutichasqa kasqanmantapacha, paymi chaypi tiyaqkunata, rústico, ancha qhepapi kaq, runa hina, civil nisqapi kawsachirqan.
Fue él quien mandó formar un istmo de unos diez kilómetros, con lo que UTOPIA quedó separada de la tierra firme y convertida en una isla.	 Paymi kamachirqan yaqa chunka kilómetro istmo nisqa ruwakunanpaq, chaywanmi UTOPIA nisqa hatun suyumanta t’aqakuspa islaman tukupurqan.
Hizo que trabajaran en dicha tarea, no solamente los moradores antiguos, sino también los soldados, y con tan gran número de brazos el trabajo quedó realizado en muy poco tiempo, dejando admirados a los pueblos vecinos, que al principio se burlaban de ellos.	 Paymi paykunata kay llamkaypi llamkachichirqa, manam ñawpa yachaq runakunallatachu, aswanqa soldadokunatapas, chayna achka armakunawanmi chay llamkayqa ancha pisi pachallapi ruwakurqa, chaymi hichpan llaqtakunata admirasqa saqirqa, paykunam qallariypiqa paykunamanta burlakurqaku .
Hay en la, isla cincuenta y cuatro ciudades, todas las cuales tienen en común el idioma, las instituciones y las leyes; y puede decirse que todas ellas están construidas bajo un mismo modelo, en cuanto lo permite el terreno.	Chay wat'apiqa pichqa chunka tawayuq llaqtakunam kan, llapanpim simiyuq, institucionkuna, kamachikuykunapas hukllachasqa; hinaspapas nisunmanmi llapanku huk modelo nisqapi ruwasqa kasqankuta, terreno nisqa permitisqanman hina.
La distancia media entre ellas es, de unos veinte kilómetros, y ninguna está tan apartada de la más próxima, que en una jornada un peatón no pueda desplazarse de una a otra.	 Paykuna chawpipiqa yaqa iskay chunka kilumitru karun, manataqmi mayqinpas aswan hichpamanta karuchu, chaymi puriq runaqa mana huk punchawllapi hukninmanta hukninman puriyta atinchu.
El término municipal de cada ciudad viene a tener el mismo contorno que las otras, unas más y otras menos, según lo apartadas que estén.	 Sapa llaqtapa término municipal nisqanmi hamun wakinkuna hina kaqlla contornoyuq, wakinqa aswan achka wakintaq pisilla, maykama karu kasqankuman hina.
Ninguna de ellas desea extender o ensanchar su distrito, por considerarse más como labradores usufructuarios de los campos que Señores de ellos.	 Manan mayqenninkupas munanchu distritunku mast’ariyta nitaq mast’ariyta, aswanta qhawarikunku chakrakunaq usufructuario chakra llank’aqnin hina, paykunaq Señorninkunamantaqa.
Existen alquerías muy bien provistas de toda clase de utensilios para las labores agrícolas, y para el trabajo en estos cortijos se turnan los ciudadanos.	 Kanmi chakra wasikuna ancha allin suministrasqa tukuy laya utensilioswan chakra llamkaypaq, llaqta runakunaqa turnopi llamkanku chay chakra wasikunapi.
Ninguna familia de una alquería agrupa menos de cuarenta personas, en las que se señala Padre y Madre de familias por edad y por costumbres venerables.	Chakra wasimantaqa manan mayqen ayllupas tawa chunka runamanta pisichu huñun, chaypin ayllukunaq Taytan, Mamanpas edadninwan, yupaychasqa costumbrekunawan ima rikuchikun.
Cada treinta alquerías forman una agrupación y se designa a una que se considera como cabeza y representante de todas las demás.	 Sapa kimsa chunka chakra wasikunam huk huñuta ruwanku, hukninmi llapan wakinkunapa umalliqnin hinaspa representanten hina sutichasqa.
Así todos los habitantes de la isla son expertos en los trabajos del campo, y se puede echar mano de todos ellos para las tareas de la recolección.	 Chaynapim chay islapi llapallan yachaqkunaqa chakra llamkaypi yachaq kanku, llapankutaqmi cosecha llamkaykunapaqpas servichikunmanku.
Y aunque esta manera de renovar el personal agrícola se ordena a que nadie lleve esta Vida dura por más tiempo de dos años, no por esto los que se complacen en la agricultura dejan de permanecer allí más años.	Hinaspapas kay hinata mosoqyachinapaq chakra llank’aqkunata kamachikun mana pipas kay Sasa Kawsayta iskay watamanta aswanta umallinanpaq chaypas, manan chayraykuchu chakra llank’aypi llank’aq runakunaqa aswan watakuna mana chaypi qhepakunku.
Los labradores cultivan el terreno, cuidan el ganado y demás animales, cortan leña y la conducen a la ciudad por tierra o por mar, según más convenga.	 Chakra llank’aqkuna allpata tarpuspa, wakakunata, wak uywakunata ima qhawaspa, yanta kuchuspa, allpapi, mama quchapi ima, llaqtaman apanku, maychus kasqanmanjina.
