español	quechua
Las personas mayores me aconsejaron abandonar el dibujo de serpientes boas, ya fueran abiertas o cerradas, y poner más interés en la geografía, la historia, el cálculo y la gramática.	Kuraq runakunan yuyaychawarqanku boa mach’aqwaykunata dibujayta saqenaypaq, kichasqaña otaq wisq’asqaña kaqtinpas, aswantataq geografía, historia, cálculo, gramática nisqakunapi interesakunaypaq.
De esta manera a la edad de seis años abandoné una magnífica carrera de pintor.	 Chayhinam soqta wataypi pintor hina sumaq llamkayta saqirqani.
Había quedado desilusionado por el fracaso de mis dibujos número 1 y número 2.	 Ñuqaqa hukmanyasqam karqani 1 yupaywan 2 yupaywan dibujoykuna mana allin kasqanmanta.
Las personas mayores nunca pueden comprender algo por sí solas y es muy aburrido para los niños tener que darles una y otra vez explicaciones.	 Kuraq runakunaqa manan hayk’aqpas sapallankumanta imatapas entiendeyta atinkuchu, wawakunapaqqa ancha aburridotaqmi sapa kutilla sut’inchananku.
Tuve, pues, que elegir otro oficio y aprendía pilotear aviones.	 Chaymi huk llamkayta akllanay karqa hinaspam avionta manejayta yacharqani.
He volado un poco por todo el mundo y la geografía, en efecto, me ha servido de mucho; al primer vistazo podía distinguir perfectamente la China de Arizona.	 Huk chikantam kay pachapi pawarqani hinaspam geografía nisqa chiqaptapuni allinta serviwarqa; ñawpaq qhawariypiqa sut’itan t’aqayta atirqan Chinata Arizona llaqtamanta.
Esto es muy útil, sobre todo si se pierde uno durante la noche.	 Kayqa ancha allinmi, astawanraqmi tutapi hukninta chinkachiptikiqa.
A lo largo de mi vida he tenido multitud de contactos con multitud de gente seria.	 Tukuy kawsayniypi achka rimanakuykunata ruwarqani achka serio runakunawan.
Viví mucho con personas mayores y las he conocido muy de cerca; pero esto no ha mejorado demasiado mi opinión sobre ellas.	Achkatam kawsarqani kuraq runakunawan hinaspam anchata riqsirqani; ichaqa kayqa manan anchatachu allincharqan paykunamanta yuyaykusqayta.
Cuando me he encontrado con alguien que me parecía un poco lúcido, lo he sometido a la experiencia de mi dibujo número 1 que he conservado siempre.	 Piwanpas tuparuspaymi, payqa ñuqapaqqa huk rato lucido hinam karqa, chaymi 1 numeroyuq dibujoypa experiencianman churarqani, chaytaqa sapa kutim waqaycharqani.
Quería saber si verdaderamente era un ser comprensivo.	 Payqa yachaytan munarqan cheqaqtapuni entiendeq runachus icha manachus chayta.
"E invariablemente me contestaban siempre: ""Es un sombrero""."	 Hinaspa mana cambiaspa kutichiwaqkupuni: “Sombrerollan”, nispa.
Me abstenía de hablarles de la serpiente boa, de la selva virgen y de las estrellas.	 Boa mach’aqwaymanta, virgen sach’a-sach’amanta, quyllurkunamanta ima paykunawan rimayta jark’arqani.
Poniéndome a su altura, les hablaba del bridge, del golf, de política y de corbatas.	 Nivelninkupi churakuspaymi paykunawan rimarqani puentemanta, golfmanta, políticamanta hinaspa corbatakunamanta.
Y mi interlocutor se quedaba muy contento de conocer a un hombre tan razonable.	 Hinaspa rimaqniyqa anchatan kusikurqan chhayna allin yuyayniyoq runawan tupasqanmanta.
Viví así, solo, nadie con quien poder hablar verdaderamente, hasta cuando hace seis años tuve una avería en el desierto de Sahara.	 Kaynatam kawsarqani, sapallay, mana piwanpas chiqapta rimanaypaq, soqta wata ñawpaqtaraq Sahara chunniqpi huk pakikuyniyuq kasqaykama.
Algo se había estropeado en el motor.	 Motorpiqa imapas mana allinmi pasasqa.
Como no llevaba conmigo ni mecánico ni pasajero alguno, me dispuse a realizar, yo solo, una reparación difícil.	 Mana mecánico nitaq ima pasajeropas ñuqawan kasqanraykum, sapallay, sasa allichayta ruwanaypaq rirqani.
Era para mí una cuestión de vida o muerte, pues apenas tenía agua de beber para ocho días.	Ñoqapaqqa kawsay wañuymi karqan, pusaq p’unchaymi pisillata unuta ukyarqani.
La primera noche me dormí sobre la arena, a unas mil millas de distancia del lugar habitado más próximo.	 Ñawpaq tutan rit’i patapi puñurqani, chay llaqtaqa aswan qaylla runakunaq tiyasqanmantaqa waranqa legua hinan kashan.
Estaba más aislado que un náufrago en una balsa en medio del océano.	 Payqa aswan sapanchasqa karqan, lamar-qochaq chawpinpi balsapi wikch’usqa runamantaqa.
Imagínense, pues, mi sorpresa cuando al amanecer me despertó una extraña vocecita que decía:	 Chaymi piensariy admirakusqayta, achikyaykuyta huk mana riqsisqa kunka rikcharichiwaptin:
¡Por favor.  píntame un cordero!	 Ama hina. ¡huk corderota pintaway!
¿Eh?	 Yaw?
¡Píntame un cordero!	 ¡Huk corderota pintaway!
Me puse en pie de un salto como herido por el rayo.	 Rayowan tupasqa hina chakiymanta saltarqani.
Me froté los ojos.	 Ñawiyta maqchirqani.
Miré a mi alrededor.	 Muyuriqniypi qhawarirqani.
Vi a un extraordinario muchachito que me miraba gravemente.	 Rikurqanim huk extraordinario uchuy warmachata, payqa serio qawawachkasqa.
Ahí tienen el mejor retrato que más tarde logré hacer de él, aunque mi dibujo, ciertamente es menos encantador que el modelo.	 Chaypin kanki aswan allin retratota, chaytan qhepaman paymanta ruwayta atirqani, aunque dibujasqayqa cheqaqtapunin mana ancha sumaqchu chay modelomantaqa.
Pero no es mía la culpa.	 Ichaqa manan ñoqaq huchaychu.
Las personas mayores me desanimaron de mi carrera de pintor a la edad de seis años y no había aprendido a dibujar otra cosa que boas cerradas y boas abiertas.	 Machu runakunam soqta wataypi pintay llamkayniymanta hukmanyachiwarqaku hinaspam mana imatapas dibujayta yacharqanichu, aswanqa wichqasqa boas hinaspa kichasqa boas nisqakunatam.
Miré, pues, aquella aparición con los ojos redondos de admiración.	Chaymi chay aparicionta qawarqani admirasqa muyu ñawikunawan.
No hay que olvidar que me encontraba a unas mil millas de distancia del lugar habitado más próximo.	 Manan qonqanachu aswan qaylla runakunaq tiyasqanmanta waranqa legua karupi kasqayta.
Y ahora bien, el muchachito no me parecía ni perdido, ni muerto de cansancio, de hambre, de sed o de miedo.	 Hinaspa kunanqa, chay warmachaqa manam chinkasqa hinachu karqa, nitaqmi sayk’uymanta, yarqaymanta, yakunayaymanta, manchakuymanta wañusqa hinachu.
No tenía en absoluto la apariencia de un niño perdido en el desierto, a mil millas de distancia del lugar habitado más próximo.	 Payqa manan ima rikch’ayniyoqpaschu karqan ch’inneqpi chinkasqa wawa hina, aswan qayllapi tiyasqankumanta waranqa legua karupin.
Cuando logré, por fin, articular palabra, le dije:	 Tukuyninpi huk simita articulayta atispaymi nirqani:
Pero… ¿qué haces tú por aquí?	 Ichaqa... ¿imatam kaypi ruwachkanki?
Y él respondió entonces, suavemente, como algo muy importante:	 Hinaspa kutichisqa chaymanta, llamp’u simiwan, imapas ancha importante hina:
¡Por favor… píntame un cordero!	 Ama hina kaspa... huk corderota pintaway!
Cuando el misterio es demasiado impresionante, es imposible desobedecer.	 Huk pakasqa yachay nishuta admirakunapaq kaqtinqa manan mana kasukuyta atisunmanchu.
Por absurdo que aquello me pareciera, a mil millas de distancia de todo lugar habitado y en peligro de muerte, saqué de mi bolsillo una hoja de papel y una pluma fuente.	 Chayqa mana yuyayniyoq hinaña rikch’awarqan chaypas, waranqa legua karupi mayqen tiyasqankumantapas, wañuy peligropi tarikuspapas, bolsilloymantan huk papelta, huk pluma fuentetapas horqorqani.
Recordé que yo había estudiado especialmente geografía, historia, cálculo y gramática y le dije al muchachito (ya un poco malhumorado), que no sabía dibujar.	Yuyarirqanim geografía, historia, cálculo hinaspa gramática nisqakunata especialmente estudiasqayta hinaspam chay warmachaman nirqani (ya huk rato gruñón) mana dibujayta yachasqanmanta.
¡No importa  — me respondió — , píntame un cordero!	 Manam imananpaschu - kutichisqa - corderota pintaway!
Como nunca había dibujado un cordero, rehice para él uno de los dos únicos dibujos que yo era capaz de realizar: el de la serpiente boa cerrada.	 Manam haykapipas corderota dibujarqanichu, chaymi chaypaq hukmanta ruwarqani iskay dibujokunalla ruway atisqayta: wichqasqa boa mach’aqwaypa huknin.
Y quedé estupefacto cuando oí decir al hombrecito:	 Hinaptinmi chay uchuy runapa nisqanta uyarispay hukmanyarurqani:
¡No, no!	 ¡Manan mana!
Yo no quiero un elefante en una serpiente.	 Manam munanichu mach’aqwaypa ukunpi elefanteta.
La serpiente es muy peligrosa y el elefante ocupa mucho sitio.	 Mach’aqwayqa ancha peligroso, elefantetaq askha espaciota hap’in.
En mi tierra es todo muy pequeño.	 Allpaypiqa llapanmi ancha uchuylla.
Necesito un cordero.	 Huk corderota necesitasaq.
Píntame un cordero.	 Huk corderota pintaway.
Dibujé un cordero.	 Huk corderota dibujarqani.
Lo miró atentamente y dijo:	 Allinta qhawarispataq nirqan:
¡No!	 Mana!
Este está ya muy enfermo.	 Kayqa ancha unqusqañam.
Haz otro.	 hukta ruway.
Volví a dibujar.	 Huktawanmi dibujarqani.
Mi amigo sonrió dulcemente, con indulgencia.	 Amigoyqa misk’i, indulgente asirisqa.
¿Ves?	 ¿Qhawankichu?
Esto no es un cordero, es un carnero.	 Kayqa manam corderochu, carnero.
Tiene Cuernos…	 Waqrayuqmi...
Rehice nuevamente mi dibujo: fue rechazado igual que los anteriores.	 Siqiyta yapamanta ruwarqani: ñawpaqkuna hina mana chaskisqachu karqan.
Este es demasiado viejo.	Kayqa ancha mawk’a.
Quiero un cordero que viva mucho tiempo.	 Unay kawsaq uwihatam munani.
Falto ya de paciencia y deseoso de comenzar a desmontar el motor, garrapateé rápidamente este dibujo, se lo enseñé, y le agregué:	 Mana pacienciayoq kaspa, motorta desmontayta qallariyta munaspaymi, usqhaylla kay dibujotaqa garabatowan qelqarqani, qhawachirqani, hinaspa yapaykurqani:
Esta es la caja.	 Kaymi qutuqa.
El cordero que quieres está adentro.	 Munasqayki uwihaqa ukunpim kachkan.
Con gran sorpresa mía el rostro de mi joven juez se iluminó:	 Ancha admirakuypaqmi wayna juezniypa uyanqa kancharirqa:
¡Así es como yo lo quería!	 ¡Kaynatam munarqani!
¿Crees que sea necesario mucha hierba para este cordero?	 ¿Qanpa yuyayniykipiqa, ¿kay corderopaqchu askha pasto necesitakun?
¿Por qué?	 Imanasqa?
Porque en mi tierra es todo tan pequeño…	 Imaraykuchus allpaypi tukuy imapas ancha uchuylla...
Se inclinó hacia el dibujo y exclamó:	 Chay siq’iman k’umuykuspataq qaparisqa:
¡Bueno, no tan pequeño…!	 Bueno, mana ancha pisillachu...!
Está dormido…	 Puñusqa kachkan...
Y así fue como conocí al principito.	 Hinaspa chayhinata riqsirqani chay uchuy kamachikuqwan.
Me costó mucho tiempo comprender de dónde venía.	 Unay tiempon pasarqan maymanta hamusqanmanta entiendenaypaq.
El principito, que me hacía muchas preguntas, jamás parecía oír las mías.	 Achka tapuwaqniy kamachikuqchaqa manam haykapipas uyariwaq hinachu ñuqapa kaqtaqa.
Fueron palabras pronunciadas al azar, las que poco a poco me revelaron todo.	 Chaykunaqa mana yuyaypichu rimasqa simikunan karqan, chaykunan pisi pisimanta tukuy imata rikuchiwarqan.
Así, cuando distinguió por vez primera mi avión (no dibujaré mi avión, por tratarse de un dibujo demasiado complicado para mí) me preguntó:	Chayhinam, avionniyta punta kutita qawaspan (avionaytaqa manam dibujasaqchu, ñuqapaqqa ancha complicado dibujo kasqanrayku) tapuwarqa:
¿Qué cosa es esa?	 ¿Imataq chay imapas?
Eso no es una cosa.	 Chayqa manam imapaschu.
Eso vuela.	 Phawan.
Es un avión, mi avión.	 Chayqa avionmi, avionniy.
Me sentía orgulloso al decirle que volaba.	 Orgulloso kaspaymi avionpi risqanmanta willarqani.
El entonces gritó:	 Hinaspa qaparirqa:
¡Cómo!	 Hina!
¿Has caído del cielo?	 ¿Hanaq pachamantachu urmaykunki?
Sí  — le dije modestamente.	 Arí, nispaymi modestowan nirqani.
¡Ah, que curioso!	 ¡Ah, mayna curioso!
Y el principito lanzó una graciosa carcajada que me irritó mucho.	 Hinaspa chay huch’uy kamachikuqqa asichikuq asikuyta qowarqan, chaymi anchata phiñachiwarqan.
Me gusta que mis desgracias se tomen en serio.	 Ñuqamanqa gustanmi desgraciaykuna allinpaq hapisqa kasqanqa.
Y añadió:	 Hinaspa yaparqa:
Entonces ¿tú también vienes del cielo?	 Chhaynaqa, qanpas hanaq pachamanta hamushankichis?
¿De qué planeta eres tú?	 ¿Ima planetamantataq kanki?
Divisé una luz en el misterio de su presencia y le pregunté bruscamente:	 Paypa pakasqa yachayninpi huk k'anchayta rikuspaymi qonqaylla tapurqani:
¿Tu vienes, pues, de otro planeta?	 Chhaynaqa, ¿huk planetamantachu hamunki?
Pero no me respondió; movía lentamente la cabeza mirando detenidamente mi avión.	 Ichaqa manan kutichiwarqanchu; Payqa pisi pisimantan umantapas kuyuchishasqa, allinta qhawarispa avionniyta.
Es cierto, que, encima de eso, no puedes venir de muy lejos…	 Chiqapmi, chaypa hawanpiqa manam ancha karumantaqa hamuyta atiwaqchu...
Y se hundió en un ensueño durante largo tiempo.	 Hinaspa unay tiempo puñururqa.
Luego sacando de su bolsillo mi cordero se abismó en la contemplación de su tesoro.	Hinaptinmi, corderoyta bolsillonman hurquspan, qhapaq kayninpa yuyaymanayninman chinkaykurqa.
Imagínense cómo me intrigó esta semiconfidencia sobre los otros planetas.	 Piensariy imaynatam huk planetakunamanta kay yaqa confianzaqa admirachiwarqa.
Me esforcé, pues, en saber algo más:	 Chaymi astawan yachayta munarqani:
¿De dónde vienes, muchachito?	 ¿Maymantataq hamunki, warmacha?
"¿Dónde está ""tu casa""?"	" Maypitaq wasiyki kachkan""?"
¿Dónde quieres llevarte mi cordero?	 ¿Maymantaq corderoyta apayta munanki?
Después de meditar silenciosamente me respondió:	 Upallalla yuyaymanaspanmi kutichirqa:
Lo bueno de la caja que me has dado es que por la noche le servirá de casa.	 Chay caja qowasqaykimanta allin kaqmi, tutakunapiqa wasinmi kanqa.
Sin duda.	 Chaynapunim.
Y si eres bueno te daré también una cuerda y una estaca para atarlo durante el día.	 Hinaspa allin kanki chayqa, p’unchaypi watanaykipaq waskhata, k’aspitapas qosqayki.
Esta proposición pareció chocar al principito.	 Kay propuestaqa huch’uy kamachikuqta musphachiq hina karqan.
¿Atarlo?	 ¿Wataychu?
¡Qué idea más rara!	 ¡Mayna admirakuypaqmi!
Si no lo atas, se irá quién sabe dónde y se perderá…	 Mana wataspaykiqa, pi yachan mayman rispan chinkanqa...
Mi amigo soltó una nueva carcajada.	 Amigaymi musuq asikuyta quykurqa.
¿Y dónde quieres que vaya?	 Hinaspa, ¿mayman rinaypaqtaq munanki?
No sé, a cualquier parte.	 Mana yachanichu, maypipas.
Derecho camino adelante…	 Chiqan ñawpaqman...
Entonces el principito señaló con gravedad:	 Hinaptinmi chay uchuy kamachikuqqa sinchita qawachirqa:
¡No importa, es tan pequeña mi tierra!	 Manam imananpaschu, allpayqa ancha uchuyllam!
Y agregó, quizás, con un poco de melancolía:	Hinaspa yapaykurqa, ichapas, huk chikan llakikuywan:
Derecho, camino adelante… no se puede ir muy lejos.	 Chiqan, karu ñawpaqman...manan ancha karutachu riyta atiwaqchu.
De esta manera supe una segunda cosa muy importante: su planeta de origen era apenas más grande que una casa.	 Chay hinapin iskay kaq ancha importante kaqta yacharqani: wasinku planetaqa yaqa wasimanta aswan hatunmi karqan.
Esto no podía asombrarme mucho.	 Kayqa manan nishutachu admirachiwarqan.
Sabía muy bien que aparte de los grandes planetas como la Tierra, Júpiter, Marte, Venus, a los cuales se les ha dado nombre, existen otros centenares de ellos tan pequeños a veces, que es difícil distinguirlos aun con la ayuda del telescopio.	 Payqa allintan yacharqan, Pachamama, Júpiter, Marte, Venus nisqa hatun planetakunamantaqa, chaykunatan suticharqanku pachak-pachak huch’uyllaraq, chaymi telescopiowan yanapachikuspapas sasa t’aqay.
Cuando un astrónomo descubre uno de estos planetas, le da por nombre un número.	 Quyllurkunamanta yachaq runa chay planetakunamanta hukninta tariruspanmi huk yupayta sutichan.
"Le llama, por ejemplo, ""el asteroide 3251""."	" Payqa sutichanmi, ahinataq, ""asteroide 3251"" nispa."
Tengo poderosas razones para creer que el planeta del cual venía el principito era el asteroide B 612.	 Sinchi razonkunayoqmi kani creenaypaq chay planetamanta chay huch’uy kamachikuq hamusqanqa asteroide B 612 kasqanmanta.
Este asteroide ha sido visto sólo una vez con el telescopio en 1909, por un astrónomo turco.	 Kay asteroidetaqa huk kutillatam telescopiowan rikurqaku 1909 watapi, huk Turkiyamanta quyllur yachaqpa.
Este astrónomo hizo una gran demostración de su descubrimiento en un congreso Internacional de Astronomía.	 Kay quyllur yachaq runaqa Congreso Internacional de Astronomía nisqapi tarisqanmantam anchata qawachirqa.
Pero nadie le creyó a causa de su manera de vestir.	Ichaqa manan pipas creerqanchu imayna p’achakusqanrayku.
Las personas mayores son así.	 Kuraq runakunaqa chhayna kanku.
Felizmente para la reputación del asteroide B 612, un dictador turco impuso a su pueblo, bajo pena de muerte, el vestido a la europea.	 Kusikuypaqmi asteroide B 612 nisqa allin reqsisqa kasqanrayku, huk Turkiya dictador llaqtanman, wañuy huchachasqa, Europa pachata churarqan.
Entonces el astrónomo volvió a dar cuenta de su descubrimiento en 1920 y como lucía un traje muy elegante, todo el mundo aceptó su demostración.	 Chaymantataq quyllur yachaq runaqa 1920 watapi yapamanta tarisqanmanta willakurqa hinaspa ancha sumaq trajewan churasqa kasqanraykum llapallanku chaskirqaku qawachiyninta.
Si les he contado de todos estos detalles sobre el asteroide B 612 y hasta les he confiado su número, es por consideración a las personas mayores.	 Sichus tukuy kay detallekunata willarqayki asteroide B 612manta hinaspa willarqaykiña yupaynintapas, chayqa mana yuyaq runakunapaqmi.
A los mayores les gustan las cifras.	 Kuraq runakunamanmi yupaykunata gustanku.
Cuando se les habla de un nuevo amigo, jamás preguntan sobre lo esencial del mismo.	 Musuq amistadninmanta willaptinkuqa, manam haykapipas tapunkuchu chaypa ancha allin kaqninkunamantaqa.
"Nunca se les ocurre preguntar: ""¿Qué tono tiene su voz?"	 Manam haykapipas yuyayninkupi hamunchu: “¿Imaynataq kunkayki?
¿Qué juegos prefiere?	 ¿Ima pukllaykunatataq munanki?
"¿Le gusta coleccionar mariposas?"""	 ¿Qanman gustanchu pillpintukunata huñuyta?
"Pero en cambio preguntan: ""¿Qué edad tiene?"	 Ichaqa aswanmi tapunku: “¿Hayk’a watayoqtaq?”, nispa.
¿Cuántos hermanos?	 ¿Hayka wawqi-pani?
¿Cuánto pesa?	 ¿Hayka llasaqtaq?
"¿Cuánto gana su padre?"""	 ¿Haykatataq taytayki ganan?
Solamente con estos detalles creen conocerle.	 Kay detallekunawanllam piensanku payta riqsisqankuta.
"Si les decimos a las personas mayores: ""He visto una casa preciosa de ladrillo rosa, con geranios en las ventanas y palomas en el tejado"", jamás llegarán a imaginarse cómo es esa casa."	"Kuraq runakunaman nisunman: ""Rikurqanim sumaq rosa ladrillo wasita, ventanankunapi geraniokunayuq, wasi patapitaq palomakuna"", manam haykapipas yuyaymananqakuchu chay wasi imayna kasqanmanta."
"Es preciso decirles: ""He visto una casa que vale cien mil pesos""."	" Paykunamanmi nina: ""Pachak waranqa pesos qullqipa chanin wasitam rikurqani""."
"Entonces exclaman entusiasmados: ""¡Oh, qué preciosa es!"""	 Chaymantataq kusisqa qaparinku: —¡Ay, may sumaqmi!
"De tal manera, si les decimos: ""La prueba de que el principito ha existido está en que era un muchachito encantador, que reía y quería un cordero."	 Chhaynata, sichus paykunaman nisunman: “Chay kamachikuqcha kasqanmanta pruebaqa, payqa munaychakuq warmacha kasqanmi, asikuspan corderota munarqa”, nispa.
"Querer un cordero es prueba de que se existe"", las personas mayores se encogerán de hombros y nos dirán que somos unos niños."	" Llama munayqa pruebam kasqaykimanta"", kuraq runakunaqa hombronkuta kuyuchispankum niwasun warma kasqanchikta."
"Pero si les decimos: ""el planeta de donde venía el principito era el asteroide B 612"", quedarán convencidas y no se preocuparán de hacer más preguntas."	" Ichaqa sichus paykunaman nisunman: ""maymantachus chay huch'uy kamachikuq hamurqan chay planetaqa karqan asteroide B 612"", convencisqa kanqaku, manataqmi sasachakunqakuchu aswan tapukuykunata ruwanankupaq."
Son así.	 Chayna kachkanku.
No hay por qué guardarles rencor.	 Manan imaraykupas paykunamanta phiñakuyqa kanchu.
Los niños deben ser muy indulgentes con las personas mayores.	 Wawakunaqa kuraq runakunawanmi ancha llamp’u sonqo kananku.
Pero nosotros, que sabemos comprender la vida, nos burlamos tranquilamente de los números.	Ichaqa noqanchis, kawsayta entiendeyta yachaqkunaqa, thakllamantan asikunchis yupaykunamanta.
A mí me habría gustado más comenzar esta historia a la manera de los cuentos de hadas.	 Aswanta munani karqan kay willakuyta cuentokuna hina qallariyta.
Me habría gustado decir:	 Kayta niyta munani:
Era una vez un principito que habitaba un planeta apenas más grande que él y que tenía necesidad de un amigo… Para aquellos que comprenden la vida, esto hubiera parecido más real.	 Huk kutinmi karqan huk huch’uy kamachikuq, paymanta aswan hatun planetapi tiyaq, amigontataq necesitarqan... Kawsayta entiendeqkunapaqqa kayqa aswan cheqaqmanmi rikch’akunman karqan.
Porque no me gusta que mi libro sea tomado a la ligera.	 Imaraykuchus mana gustanchu libroyta pisipaq qhawarisqa kananta.
Siento tanta pena al contar estos recuerdos.	 Chayna p’enqaypi urmarqani kay yuyariykunata willaspa.
Hace ya seis años que mi amigo se fue con su cordero.	 Soqta watañan pasarqon amigoy corderochanwan ripusqanmanta.
Y si intento describirlo aquí es sólo con el fin de no olvidarlo.	 Hinaspa kaypi describiyta munaspayqa mana qunqanaypaqllam.
Es muy triste olvidar a un amigo.	 Ancha llakikunapaqmi huk amistadta qonqayqa.
No todos han tenido un amigo.	 Manan llapa runachu amigoyoq karqanku.
Y yo puedo llegar a ser como las personas mayores, que sólo se interesan por las cifras.	 Hinaspapas kuraq runakuna hinan kayman, paykunaqa yupaykunallapin interesakunku.
Para evitar esto he comprado una caja de lápices de colores.	 Mana kayta ruwanaypaqmi rantirqani huk caja color lapizkunata.
¡Es muy duro, a mi edad, ponerse a aprender a dibujar, cuando en toda la vida no se ha hecho otra tentativa que la de una boa abierta y una boa cerrada a la edad de seis años!	¡Ancha sasan, edadniypi, dibujayta yachayta qallariy, tukuy kawsayniypi mana huk kallpachakuy ruwasqachu karqan, aswanpas huk kichasqa boa hinallataq huk wisq’asqa boa soqta watayoq kashaspa!
Ciertamente que yo trataré de hacer retratos lo más parecido posibles, pero no estoy muy seguro de lograrlo.	 Chiqamanta kallpachakusaq retratokunata atisqaymanjina rikch’akuqta ruwanaypaq, ichaqa mana ancha segurochu kani allinta ruwanaymanta.
Uno saldrá bien y otro no tiene parecido alguno.	 Hukninmi allin kanqa hukninñataqmi mana rikchakuqchu.
En las proporciones me equivoco también un poco.	 Proporcionespiqa ñuqapas huk chikan pantachkani.
Aquí el principito es demasiado grande y allá es demasiado pequeño.	 Kaypiqa huch’uy kamachikuqqa ancha hatunmi chaypitaq ancha huch’uylla.
Dudo también sobre el color de su traje.	 Iskayrayanitaqmi trajeykipa colorninmantapas.
Titubeo sobre esto y lo otro y unas veces sale bien y otras mal.	 Kaymanta wakmantataq iskayrayani wakin kutitaq allinta purin wakin kutitaq mana allintachu purin.
Es posible, en fin, que me equivoque sobre ciertos detalles muy importantes.	 Atikunmi, tukupaypi, wakin ancha importante detallekunamanta pantasqay.
Pero habrá que perdonármelo ya que mi amigo no me daba nunca muchas explicaciones.	 Ichaqa pampachawanayki kanqa amigoy mana hayk’aqpas askha explicawasqanmanta.
Me creía semejante a sí mismo y yo, desgraciadamente, no sé ver un cordero a través de una caja.	 Payqa yuyaykurqanmi payman rikch’akuq kasqayta, llakikuypaqmi mana yachanichu huk caja ukhunta corderota rikuyta.
Es posible que yo sea un poco como las personas mayores.	 Ichapas kuraq runakuna hina huk ratochallapas kani.
He debido envejecer.	 Yuyaqñachá kani.
Cada día yo aprendía algo nuevo sobre el planeta, sobre la partida y sobre el viaje.	Sapa punchawmi yacharqani ima musuqtapas kay planetamanta, ripuymanta hinaspa puriymanta.
Esto venía suavemente al azar de las reflexiones.	 Kayqa llamp’u simiwanmi hamun reflexionkunaq chansanmanta.
