español	quechua
Si quería doblar alguna de ellas, entonces era la primera la que se estiraba, y si por fin lograba realizar con esta pata lo que quería, entonces todas las demás se movían, como liberadas, con una agitación grande y dolorosa.	 Sichus mayqentapas k’umuykuyta munarqan chayqa, chaymi ñawpaq kaq mast’arikurqan, sichus tukukuypi kay patawan munasqanman hina ruwayta atirqan chayqa, llapan wakinkunan kuyurqanku, kacharisqa hina, hatun nanaywan ch’aqwaywan.
«No hay que permanecer en la cama inútilmente», se decía Gregorio.	 -Manan yanqapaqchu puñunapi qhepakunayki, nispas Gregorqa sonqollanpi nisqa.
Así pues, intentó en primer lugar sacar de la cama la parte superior del cuerpo y volvió la cabeza con cuidado hacia el borde de la cama.	 Chaymi ñawpaqtaqa hawan cuerponta camamanta horqonanpaq kallpachakurqan, allintataq umantapas camapa kantunman kutichirqan.
Lo logró con facilidad y, a pesar de su anchura y su peso, el cuerpo siguió finalmente con lentitud el giro de la cabeza.	 Chaytaqa facil-llatan ruwaq, anchon llasayninña karqan chaypas, qhepamanmi cuerpoqa pisi-pisimanta uma muyurisqanta qatikuq.
Pero al mismo tiempo no olvidaba recordar de vez en cuando que reflexionar serena, muy serenamente, es mejor que tomar decisiones desesperadas.	 Ichaqa chay pachallapitaqmi mana qunqarqachu sapa kuti yuyarichiyta, hawkalla, ancha hawkalla yuyaymanayqa aswan allinmi mana imamanta manchakuspa tanteaymantaqa.
En tales momentos dirigía sus ojos lo más agudamente posible hacia la ventana, pero, por desgracia, poco optimismo y animo se podían sacar del espectáculo de la niebla matinal, que ocultaba incluso el otro lado de la estrecha calle.	Chay hina ratokunapin ñawinta atisqanman hina k’irisqa ventanaman dirigiq, ichaqa llakikuypaqmi pisillata suyakuyniyoq kayta, kallpachaytapas horqoyta atikurqan tutamanta phuyu qhawarichiymanta, chaymi pakasqa karqan chay k’iti calleq huk ladontapas.
«Las siete ya  —  se dijo cuando sonó de nuevo el despertador — , las siete ya y todavía semejante niebla», y durante un instante permaneció tumbado, tranquilo, respirando débilmente, como si esperase del absoluto silencio el regreso del estado real y cotidiano.	 -Qanchis horasña, nispas sonqonpi nisqa, despertador yapamanta waqaqtin, —qanchis horasña hinallataq chhayna phuyuraq, nispas huk ratulla ch’inlla siriykusqa, pisi kallpata samaspa, cheqaq kaqpa kutimunanta suyashanman hina, sapa punchaw estado de silencio absoluto.
Pero después se dijo:	 Ichaqa chaymantan nirqanku:
«Antes de que den las siete y cuarto tengo que haber salido de la cama del todo, como sea.	 “Chunka pichqayuq watapaqqa tukuy ñannintam puñunaymanta hatarinay, imaña kaptinpas.
Por lo demás, para entonces habrá venido alguien del almacén a preguntar por mí, porque el almacén se abre antes de las siete.» Y entonces, de forma totalmente regular, comenzó a balancear su cuerpo, cuan largo era, hacia fuera de la cama.	 Chaymantapas, chaykamaqa tiendamanta pipas hamurunqa mañakuwananpaq, chay tiendaqa manaraq qanchis hora kachkaptin kichakusqanrayku. Hinaspa, allin sapa kutilla, cuerponta, hunt’a sayayniyoq, puñunanmanta kuyuchiyta qallarisqa.
Si se dejaba caer de ella de esta forma la cabeza, que pretendía levantar con fuerza en la caída, permanecería probablemente ilesa.	Sichus urmaypi kallpawan hoqariyta munasqan umantapas chhaynata urmachinkuman chayqa, manapaschá ima k’irisqachu qhepanman.
La espalda parecía ser fuerte, seguramente no le pasaría nada al caer sobre la alfombra.	 Wasanpas kallpasapa hinam karqa, chiqapmi mana imapas pasanmanchu alfombraman wichiykuspaqa.
Lo más difícil, a su modo de ver, era tener cuidado con el ruido que se produciría, y que posiblemente provocaría al otro lado de todas las puertas, si no temor, al menos preocupación.	 Aswan sasaqa, paypa yuyaykusqanman hinaqa, karqan cuidakuymi chay qapariywan, chaymi llapa punkukunaq huk ladonpi, mana manchakuy kaqtinqa, llakikuytapas apamunman.
Pero había que intentarlo.	 Ichaqa kallpachakunaykin karqan.
Cuando Gregorio ya sobresalía a medias de la cama  —  el nuevo método era más un juego que un esfuerzo, sólo tenía que balancearse a empujones —  se le ocurrió lo fácil que sería si alguien viniese en su ayuda.	 Gregor kuskan camamanta lloqsishaqtin — mosoq métodoqa aswan pukllaymi karqan kallpachakuymantaqa, pay kikinmi tanqakunan karqan — yuyayninpin hamurqan imayna facilchus kanman pipas yanapaqnin hamuqtin.
Bueno, aparte de que las puertas estaban cerradas, ¿debía de verdad pedir ayuda?	 Bueno, punkukuna wisq’asqa kasqanmanta huk ladoman churaspaqa, ¿cheqaqtachu yanapayta waqyanay?
A pesar de la necesidad, no pudo reprimir una sonrisa al concebir tales pensamientos.	 Necesitasqaña karqan chaypas, manan asirikuyta hark’ayta atirqanchu chhayna yuyaykusqanpi yuyaykuspa.
Ya había llegado el punto en el que, al balancearse con más fuerza, apenas podía guardar el equilibrio y pronto tendría que decidirse definitivamente, porque dentro de cinco minutos serían las siete y cuarto, en ese momento sonó el timbre de la puerta de la calle.	 Ñam chayarusqaña chayman, aswan kallpawan kuyurispa, yaqapaschá equilibrionta waqaychayta atirqa, chaymi pisi tiempollamanta allinpaq tanteanan karqa, pichqa minutomanta qanchis chunka pichqayuqña kasqanrayku, chay ratollapim punkupa timbre waqarqa. .
«Seguro que es alguien del almacén», se dijo, y casi se quedó petrificado mientras sus patitas bailaban aún más deprisa.	 Seguro kani tiendamanta runa kasqanmanta, nispas sunqullanpi nisqa, hinaspa yaqa chirirurqa, chakichankuna aswan utqaylla tusuptin.
Durante un momento todo permaneció en silencio.	Huk ratullapaqmi tukuy imapas upallalla karqa.
«No abren», se dijo Gregorio, confundido por alguna absurda esperanza.	 -Manan kicharinkuchu, nispas Gregorioqa yuyaykusqa, ima mana yuyayniyoq suyakuywanpas pantasqa.
Pero entonces, como siempre, la criada se dirigió, con naturalidad y con paso firme, hacia la puerta y abrió.	 Ichaqa chaymanta, sapa kuti hina, sirvientaqa puririrqa, naturalmente hinaspa allin takyasqa, punkuman hinaspam kicharirqa.
Gregorio sólo necesitó escuchar el primer saludo del visitante y ya sabía quién era, el apoderado en persona.	 Gregorioqa watukuqpa ñawpaq napaykuyninta uyarinallanmi karqan hinaspan yacharqanña pi kayninta, kikin agente.
¿Por qué había sido condenado Gregorio a prestar sus servicios en una empresa en la que al más mínimo descuido se concebía inmediatamente la mayor sospecha?	 ¿Imaraykun Gregorta huchachasqaku huk empresapi llank’ananpaq, chay empresapi pisillatapas mana cuidakuspan chay ratopachan aswan iskayachirqanku?
¿Es que todos los empleados, sin excepción, eran unos bribones?	 ¿Llapa llank’aqkuna, mana imamanta t’aqakuspa, rascalkuna kasqankuchu?
¿Es que no había entre ellos un hombre leal y adicto a quien, simplemente porque no hubiese aprovechado para el almacén un par de horas de la mañana, se lo comiesen los remordimientos y francamente no estuviese en condiciones de abandonar la cama?	 ¿Manachu paykuna ukhupi karqan huk hunt’aq sonqo, vicioyoq runa, payqa manan aprovecharqanchu huk iskay kinsa hora tutamanta tiendapaq, chaymi mikhusqa karqan pesapakuywan, francamente manataqmi condicionpichu kasharqan puñunanmanta lloqsinanpaq ?
¿Es que no era de verdad suficiente mandar a preguntar a un aprendiz si es que este «pregunteo» era necesario?	" ¿Manachu chiqaptapuni suficiente karqa huk yachapakuqta kachaspa tapunanpaq sichus kay ""tapukuy"" necesario karqa?"
¿Tenía que venir el apoderado en persona y había con ello que mostrar a toda una familia inocente que la investigación de este sospechoso asunto solamente podía ser confiada al juicio del apoderado?	¿Abogadoqa kikinchu hamunan karqan, hinallataqchu karqan llapan mana huchayoq familiaman rikuchiy kay sospechoso asuntomanta investigacionqa abogadoq juiciollanman encargasqa kananpaq?
Y, más como consecuencia de la irritación a la que le condujeron estos pensamientos que como consecuencia de una auténtica decisión, se lanzó de la cama con toda su fuerza.	 Hinaspa, aswanta chay yuyaykuykuna pusasqan phiñakuypa consecuencian hina, manan ima cheqaq decidisqanpa consecuencian hinachu, tukuy kallpanwanmi puñunamanta wikch’ukurqan.
Se produjo un golpe fuerte, pero no fue un auténtico ruido.	 Sinchitan t’oqyamurqan, ichaqa manan cheqaq qapariychu karqan.
La caída fue amortiguada un poco por la alfombra y además la espalda era más elástica de lo que Gregorio había pensado; a ello se debió el sonido sordo y poco aparatoso.	 Chay urmayqa alfombrawan huk chhikanta acolchado karqan hinallataq wasanpas aswan elástico karqan Gregorio yuyaykusqanmantaqa; chaymi karqan chay q’omer mana admirakuypaq t’oqyaypa razonnin.
Solamente no había mantenido la cabeza con el cuidado necesario y se la había golpeado, la giró y la restregó contra la alfombra de rabia y dolor.	 Payqa manan allintachu umantapas hap’iykusqa, hinaspan takaykusqa, muyurichispataq alfombraman p’akisqa phiñakuywan nanaywan ima.
Ahí dentro se ha caído algo —  dijo el apoderado en la habitación contigua de la izquierda.	 Chaypin imapas urmaykusqa - nispas nisqa agenteqa lloq’e lado lado cuartopi.
Gregor intentó imaginarse si quizá alguna vez no podría ocurrirle al apoderado algo parecido a lo que le ocurría hoy a él; había al menos que admitir la posibilidad.	Gregorqa yuyaykuyta munarqan kunan p’unchaypi pasasqanman rikch’akuq imapas manachus chay agentewan mayninpi pasanmanchu icha manachu chayta; chay atiytaqa al menos admitinayki karqan.
Pero, como cruda respuesta a esta pregunta, el apoderado dio ahora un par de pasos firmes en la habitación contigua e hizo crujir sus botas de charol.	 Ichaqa, kay tapukuyman mana q’omer kutichiy hina, kunanqa kamachiqmi iskay kinsa allinta puririrqan qhepa cuartoman, hinaspan patente qaramanta botankunata k’irirqan.
Desde la habitación de la derecha, la hermana, para advertir a Gregorio, susurró:	 Paña lado cuartomanta, hermanaqa, Gregorta advertinanpaq, susurquspa nirqa:
Gregorio, el apoderado está aquí.	 Gregorio, chay agente kaypi kachkan.
«Ya lo sé», se dijo Gregorio para sus adentros, pero no se atrevió a alzar la voz tan alto que la hermana pudiera haberlo oído.	 Chaytaqa yachanin, nispas Gregorqa sonqollanpi nisqa, ichaqa manan atrevikurqanchu kunkanta hoqariyta, chaymi panan uyarinman karqan.
Gregorio  —  dijo entonces el padre desde la habitación de la derecha — , el señor apoderado ha venido y desea saber por qué no has salido de viaje en el primer tren.	 Gregorio —hinaspa nisqa taytaqa paña ladomanta cuartomanta—, encargado runa hamusqa, yachayta munan imarayku mana ñawpaq trenpi ripusqaykita.
No sabemos qué debemos decirle, además desea también hablar personalmente contigo, así es que, por favor, abre la puerta El señor ya tendrá la bondad de perdonar el desorden en la habitación.	 Mana yachanikuchu imata willanaykuta, paypas qanwan kikinmanta rimayta munan, chaymi ama hina kaspa, punkuta kichay, señorqa sumaq sonqowanmi pampachanqa chay cuartopi ch’aqwayta.
Buenos días, señor Samsa  —  interrumpió el apoderado amable mente.	Allin p’unchaw, wiraqocha Samsa’, nispas abogadoqa sumaq sonqowan rimarirqan.
No se encuentra bien —  dijo la madre al apoderado mientras el padre hablaba ante la puerta — , no se encuentra bien, créame usted, señor apoderado.	 Manas allinchu sientekun, nispas mamaqa chay agenteman nisqa taytan punkupi rimashaqtin, manan allinchu sientekun, creeway señor Agente.
¡Cómo si no iba Gregorio a perder un tren!	 ¡Gregorioqa mana trenta faltananpaq hinachu!
El chico no tiene en la cabeza nada más que el negocio.	 Chay waynaqa manan imatapas yuyaykunchu, aswanpas negociomantan.
A mí casi me disgusta que nunca salga por la tarde; ahora ha estado ocho días en la ciudad, pero pasó todas las tardes en casa.	 Yaqa millakuypaqmi mana haykapipas tardeta lluqsisqanqa; kunanqa pusaq p’unchayñan llaqtapi kashan, ichaqa sapa tardetan wasinpi kasharan.
Allí está, sentado con nosotros a la mesa y lee tranquilamente el periódico o estudia horarios de trenes.	 Chaypin kashan, ñoqaykuwan kuska mesapi tiyaspa thaklla periodicota leeshan otaq trenpa horarionta estudiashan.
para él es ya una distracción hacer trabajos de marquetería.	 paypaqqa marquetería llamkay ruwayqa huk distracciónñam.
Por ejemplo, en dos o tres tardes ha tallado un pequeño marco, se asombrará usted de lo bonito que es, está colgado ahí dentro, en la habitación; en cuanto abra Gregorio lo verá usted enseguida.	 Ejemplopaq, iskay kinsa tardepi huk huch’uy marcota tallasqaykipi, admirakunki imayna sumaq kasqanmanta, chaypi warkusqa kashasqanmanta, cuarto ukhupi; Gregorio kicharikuptinñam chaylla qawanki.
Por cierto, que me alegro de que esté usted aquí, señor apoderado, nosotros solos no habríamos conseguido que Gregorio abriese la puerta; es muy testarudo y seguro que no se encuentra bien a pesar de que lo ha negado esta mañana.	Por cierto, kusisqa kani kaypi kasqaykimanta, señor Abogado, sapallaykuqa manan Gregoriota punkuta kichayta atisunmanchu karqan; ancha k’ullun hinaspapas seguron kashani kunan paqarin negaspapas mana allintachu sientekusqanmanta.
Voy enseguida  —  dijo Gregorio, lentamente y con precaución, y no se movió para no perderse una palabra de la conversación.	 Chaypipunim kasaq”, nispas Gregorioqa pisi pisimanta cuidadowan nisqa, manataqmi kuyurirqachu rimanakuymanta huk simillapas faltananpaq.
Vamos, ¿puede pasar el apoderado a tu habitación?	 Haku, ¿atinmanchu proxy cuartoykiman hamunman?
preguntó impaciente el padre.	 nispas taytaqa mana pacienciayuq tapusqa.
No  —  dijo Gregorio.	 Manan, nispas Gregorioqa nisqa.
En la habitación de la izquierda se hizo un penoso silencio, en la habitación de la derecha comenzó a sollozar la hermana.	 Lloq’e lado cuartopin nanaywan ch’inlla kasqa, paña lado cuartopin hermana waqayta qallarisqa.
¿Por qué no se iba la hermana con los otros?	¿Imanasqataq chay hermanaqa mana wakinkunawan rirqachu?
Seguramente acababa de levantarse de la cama y todavía no había empezado a vestirse; y ¿por qué lloraba?	 Yaqapaschá chayraq puñunanmanta hatarispa manaraq p’achakuyta qallarisqachu; hinaspa imanasqataq waqachkasqa?
