español	quechua
Descartes propone un grupo de problemas a la reflexión filosófica, y ésta se emplea en descifrarlos durante más de un siglo; hasta que una nueva transformación del punto de vista trae a los primeros planos de la conciencia nuevos intereses especulativos y prácticos, que inician nuevos métodos y orientaciones del pensamiento.	 Descartesqa huk huñu sasachakuykunata yuyaychakun filosofía yuyaymanaypaq, chaywanmi pachak wata masña chaykunata descifrakun; huk mosoq t’ikray chay punto de vista nisqa, mosoq intereses especulativos, prácticos nisqakunata concienciaq ñawpaqman apamunankama, chaykunan qallarichin mosoq métodokunata, orientacionkunata ima.
Kant es quien, por una parte, remata y cierra el ciclo cartesiano y, por otra, inaugura un nuevo modus philosophandi.	 Kantqa, huk ladumanta, cartesiano ciclota tukuchiq, wisq’aq, huk ladumantataq musuq modus philosophandi nisqata inaguraq.
La historia de la filosofía no es, como muchos creen, una confusa y desconcertante sucesión de doctrinas u opiniones heterogéneas, sino una razonable continuidad de ordenadas superaciones.	Filosofía nisqapa historianqa manam achka runakunapa nisqanman hinachu, huk pantasqa hinaspa mana yuyayniyuq sucesión heterogénea doctrinakuna utaq opinionkuna, aswanqa razonable continuidad ordenpi allinchakuykuna.
El Renacimiento	 Renacimiento nisqa pacha
Sin embargo, la gran dificultad que se presenta al historiador del cartesianismo es la de encontrar el entronque de Descartes con la filosofía precedente.	 Ichaqa, cartesiano nisqamanta willakuqpa hatun sasachakuyninqa, Descartespa ñawpaq filosofía nisqawan tinkuyninta tariymi.
No es bastante, claro está, señalar literales consecuencias entre Descartes y San Anselmo, ni hacer notar minuciosamente que ha habido en el siglo XV y XVI tales o cuales filósofos que han dudado, y hasta elogiado la duda, o que han hecho de la razón natural el criterio de la verdad, o que han escrito sobre el método, o que han encomiado las matemáticas.	 Manan suficientechu, sut’inmi, Descarteswan San Anselmowan literal consecuenciakunata rikuchiyqa, nitaqmi sut’itachu rikuchiypas chunka phisqayoq, chunka soqtayoq siglokunapi kay hina, chay hina filósofokuna iskayrayarqanku, hinallataq iskayrayaymanta alabarqankupas, otaq pikunachus razonta naturalta ruwarqanku criterio de verdad nisqaman, otaq pikunachus chay métodomanta qelqarqanku, otaq matemáticas nisqamanta alabarqanku.
Nada de eso es antecedente histórico profundo, sino a lo sumo coincidencias de poca monta, superficiales, externas, verbales.	 Kaykunamantaqa manan mayqenpas ukhu historiamanta ñawpaq kaqchu, aswanpas aswan askhapiqa huch’uy, hawalla, hawa, rimaylla coincidenciakunan.
En realidad, Descartes, como dice Hamelin, «parece venir inmediatamente después de los antiguos».	" Chiqaptaqa, Descartesqa, Hamelinpa nisqan hina, ""awpa runakunapa qipallanmanmi hamunman hina""."
Pero entre Descartes y la escolástica hay un hecho cultural  - no sólo científico - , de importancia incalculable: el Renacimiento.	Ichaqa Descarteswan escolasticismowan chawpipiqa kanmi huk hecho cultural - manan científico nisqallachu - mana yupay atina importante: Renacimiento.
Ahora bien, el Renacimiento está en todas partes más y mejor representado que en la filosofía.	 Kunanqa, Renacimiento nisqa tukuy hinantinpi aswan allinta rikuchisqa kashan, filosofía nisqamantaqa.
Está eminentemente expreso en los artistas, en los poetas, en los científicos, en los teólogos, en Leonardo de Vinci, en Ronsard, en Galileo, en Lutero, en el espíritu, en suma, que orea con un nuevo y reconfortante aliento las fuerzas todas de la producción humana.	 Eminentemente expresakun artistakunapi, harawiqkunapi, cientificokunapi, teólogokunapi, Leonardo de Vincipi, Ronsardpi, Galileopi, Luteropi, espiritupi, pisi rimayllapi, chaymi saman mosoq hinaspa sonqochakuq samaywan chay runapa tukuy ruruchiynintam kallpanchan.
A este espíritu renacentista hay que referir inmediatamente la filosofía cartesiana.	 Cartesiano filosofía nisqataqa chayllam kay Renacimiento espirituman rimana.
Descartes es el primer filósofo del Renacimiento.	 Descartesqa Renacimiento nisqap ñawpaq yachaysapam.
La Edad Media no ha sido seguramente una época bárbara y oscura.	 Chawpi pachaqa manapunim barbaro, tutayaq pachachu karqa.
Hay, sin duda, en el juicio corriente que hacemos de ese período, un error de perspectiva, o, mejor dicho, un error de visión que proviene de que la vivísima luz del Renacimiento nos ciega y deslumbra, impidiéndonos ver bien lo que queda allende esta aurora.	 Kanmi, mana iskayrayaspa, kunan chay pachamanta ruwasqanchis taripaypi, pantay qhawariypi, otaq aswan allin nisunman, pantay rikuy, chaymi hamun Renacimientoq k’anchariq k’anchaynin ñawsayachiwanchis, deslumbrawanchis, hark’awanchis ñuqaykuman mana sut’ita rikunaykupaq imachus aswan karunpi kaqta.kay achikyay.
Pero es innegable que el pensamiento científico y filosófico necesita, como condición para su desarrollo, un medio apropiado que fomente la libre reflexión individual.	Ichaqa manan negay atina, cientifico, filosofía nisqa yuyayqa necesitanmi, wiñananpaq condición hina, huk medio apropiado nisqa, sapankama libre yuyaymanayta kallpachaq.
Cuando la conciencia del individuo queda reducida a reflejar la conciencia colectiva del grupo social, el pensamiento se hace siervo de los dogmas colectivos; el hombre se recluye en el organismo superior de la nación o clase, y el concepto de lo humano se disuelve y desaparece bajo el montón de reales jerarquías y de objetivas imposiciones sociales.	 Sapa runaq conciencian pisiyachisqa kaqtin, huñusqa huñusqa concienciata rikuchinanpaq, yuyayqa huñusqa dogmakunaq kamachinmanmi tukupun; runaqa nacionpa otaq claseq organismo superiorninmanmi kutirikun, hinaspan imachus runa kasqanmanta hamut’ayqa chullupun, chinkapuntaq cheqaq jerarquías nisqakunaq, imposiciones sociales objetivas nisqakunaq montón nisqapi.
Así, cuando en el siglo XVI el espíritu comienza a desligarse de los estrechos lazos que lo tenían opreso, esta liberación aparece como un descubrimiento del.	 Chay hinaqa, siglo XVI nisqapi espirituqa sarunchasqa allin watanakuykunamanta t’aqakuyta qallariqtinmi, kay kacharichiyqa rikhurimun huk tariy hina.
hombre por el hombre.	 runa runamanta.
Como un soldado que, después del combate, en medio de un montón de cadáveres, vuelve poco a poco a la vida, se palpa, respira, alza la vista, extiende los brazos y parece convencerse al fin de su propia existencia, así también el Renacimiento posee la fragante ingenuidad alegre de quien por primera vez se descubre a sí mismo y exclama: «Yo soy un ser que piensa, siente, quiere, ama y odia; esta naturaleza que me rodea es bella y luminosa, y la vida nos ha sido dada por un Dios justo y benévolo, para vivirla con entereza y plenitud.»	Imaynan huk soldado, maqanakuy qhepaman, huk montón ayakuna chawpipi, pisi pisimanta kawsarimun, pay kikinta llamiykukun, samarin, qhawarikun, makinta haywarin, tukukuypitaq kikinpa kasqanmanta convencisqa hina, chay hinallataqmi Renacimientopas posee de la asnaq kusikuy ingenuidadta pichus primera vez descubrikun hinaspa qaparimun: «Ñoqaqa kani huk ser yuyaq, sienteq, munaq, munakuq, cheqnikuq; Kay muyuriqniypi kaq naturalezaqa sumaqmi, k’anchariqtaqmi, kawsaytapas qowanchis chanin, allin sonqoyoq Diosmi, hunt’asqata hunt’asqata kawsananchispaq».
La conciencia individual es el más grande invento del nuevo modo de pensar.	 Sapakama yuyaymi musuq yuyaypa aswan hatun paqarichisqan.
Y todo en la ciencia, en el arte, en la sensibilidad renacentista se orienta hacia esa exaltación de la subjetividad del hombre.	 Hinaspa tukuy imapas cienciapi, artepi, Renacimientopi sensibilidadpi, runapa subjetividadninpa kay hatunyayninmanmi orientasqa kachkan.
El criterio de autoridad abandona su puesto a la convicción íntima basada en la evidencia.	 Criterio autoritario nisqa saqepunmi maypi kayninta chay condena íntima nisqaman, chay pruebakunaman hina.
Las oscuras entidades metafísicas se deshacen en la clara sucesión de razones matemáticas.	 Tutayaq metafísica entidades nisqakunaqa chullupunku sut’i sucesión de razones matemáticas nisqapi.
La desconfianza, el odio hacia la naturaleza, son sustituidos por una optimista y alegre visión de las infinitas bondades que moran en el impulso espontáneo, en el directo hacer de las cosas.	Pachamamawan mana confianza, cheqnikuypas, allin suyakuyniyoq, kusikuyniyoq qhawariywanmi tikrakun, mana tukukuq allin kaymanta, chaymi tiyan espontáneo impulso nisqapi, imakunatapas directa ruwaypi.
El universo es como un libro en donde está escrita la verdad suprema.	 Tiqsimuyuntinqa huk libro hinan, chaypin aswan hatun cheqaq kaq qelqasqa kashan.
Y para entender la lengua en que está compuesto, no hace falta más que la razón misma del hombre, la matemática aplicada a la experiencia	 Hinaspa ima simipichus ruwasqa kashan chayta entiendenapaqqa, runaq kikin yuyayninmi necesitakun, matemáticas nisqa experienciaman churasqa.
Así, pues, por una parte, la exigencia máxima del espíritu científico es, en el Renacimiento, la claridad evidente de la razón individual; por otra parte, la solidez de la nuova scienza proviene ante todo de su carácter matemático y experimental; en fin, la fuente purísima de todo valor, especulativo y práctico, se encuentra ahora en el sujeto, en la interioridad de la reflexión personal creadora.	 Chay hinaqa, huk ladumanta, espiritu científico nisqapa aswan mañakuyninqa, Renacimiento nisqapiqa, sapakamapa razonninpa sutilla chuya kayninmi; huk ladumantaq, nuova scienza nisqapa solidezninqa llapanmanta aswantaqa hamun matemático nisqamanta, experimental nisqamanta ima; Pisi rimayllapi, tukuy valorpa aswan ch’uya fuenten, especulativo hinallataq práctico, kunanqa tarikun sujetopi, interioridad de reflexión personal creativa nisqapi.
Todos estos nuevos anhelos, esa nueva sensibilidad teórica y moral, imponen nuevos rumbos al pensamiento filosófico; danle por de pronto libertad para manifestarse original y creador; pero también le indican una orientación inédita, y, por decirlo así, un problema virgen: hallar una definición del hombre que baste a explicar la objetividad de su producción científica y artística.	Tukuy kay musuq munaykuna, kay musuq sensibilidad teórica y moral, musuq direccionkunata churan filosófico yuyayman; qonqayllamantan libre kayta qonku, original hinallataq kamaq hina rikuchikunanpaq; ichaqa rikuchinkutaqmi mana hayk’aq rikusqa orientacionta, hinallataq, nisunman, huk doncella sasachakuytapas: runamanta huk definicionta tariy, chaymi suficiente kanman producción científica y artística nisqapa objetividadninta sut’inchanapaq.
Descartes es el primero que sistemáticamente edifica la filosofía de este nuevo mundo mental.	 Descartesmi ñawpaqtaqa kay musuq yuyay pachapa filosofía nisqa sistematicamente hatarichin.
Vida de Descartes	 Descartes Kawsay
Nació Renato Descartes en La Haya, aldea de la Touraine, el 31 de mayo de 1596.	 Renato Descartesqa paqarisqa La Haya llaqtapi, Touraine kitillipi, 31 ñiqin qhulla puquy killapi 1596 watapi.
Era de familia de magistrados, nobleza de toga.	 Payqa magistrado ayllumantan karqan, toga nobleza.
Su padre fue consejero en el Parlamento de Rennes, y el amor a las letras era tradicional en la familia.	 Taytanqa Rennes llaqtapi Rimana Wasipi yuyaychaqmi karqan, cartakuna munakuypas ayllupiqa ñawpaqmantaraqmi karqan.
«Desde niño  - cuenta Descartes en el Discurso del Método -  fui criado en el cultivo de las letras.» Efectivamente, muy niño entró en el colegio de la Flèche, que dirigían los jesuitas.	 «Warma kasqaymantapacha - Descartes willakun Discurso sobre Método nisqapi - letrakuna tarpuypi uywasqa karqani.» Chiqapmi, ancha uchuyllaraq kachkaspanmi Colegio de la Flèche nisqaman yaykururqa, chaytaqa jesuitakunam purichirqaku.
Allí recibió una sólida educación clásica y filosófica, cuyo valor y utilidad ha reconocido Descartes en varias ocasiones.	Chaypin chaskirqan allin takyasqa educación clásica y filosófica nisqa, chaypa valorninta, allin kaynintapas Descartesqa askha kutitan reqsirqan.
Habiéndole preguntado cierto amigo suyo si no sería bueno elegir alguna universidad holandesa para los estudios filosóficos de su hijo, contestóle Descartes: «Aun cuando no es mi opinión que todo lo que en filosofía se enseña sea tan verdadero como el Evangelio, sin embargo, siendo esa ciencia la clave y base de las demás, creo que es muy útil haber estudiado el curso entero de filosofía como lo enseñan los jesuitas, antes de disponerse a levantar el propio ingenio por encima de la pedantería y hacerse sabio de la buena especie.	 Huknin amigunpa tapusqanraykum, mana allinchu kanman churinpa filosofía nisqamanta yachananpaq wakin holandés universidadta akllayqa, Descartesqa kutichirqa: “Manaña ñuqapa yuyayniychu chaypas, filosofía nisqapi tukuy yachachisqanchikqa Evangelio hina chiqap kasqanmanta”, nispa , chaywanpas, kay ciencia hukkunaq llaven hinallataq basen kasqanrayku, yuyaykuni ancha allin kasqanmanta estudiay llapan curso de filosofía nisqa jesuitakunaq yachachisqanman hina, manaraq puririshaspa hukpa ingeniokunata pedantrymanta aswan hatunta hatarichinanpaq hinaspa yachaysapaman tukupunanpaq. allin sumaq sunquyuq.
Debo confesar, en honor de mis maestros, que no hay lugar en el mundo en donde se enseñe mejor que en la Flèche.»	" Confesanaymi, yachachiqniykunata yupaychaspa, kay pachapiqa manan kanchu maypipas La Flèchemanta aswan allinta yachachisqa kasqanmanta""."
El curso de filosofía duraba tres años.	 Filosofía nisqa cursoqa kinsa watapaqmi karqan.
El primero se dedicaba al estudio de la lógica de Aristóteles.	 Ñawpaq kaqmi karqan Aristótelespa lógica nisqamanta estudianapaq.
Leíanse y comentábanse la Introducción de Porfirio, las Categorías, el Tratado de la interpretación, los cinco primeros capítulos de los Primeros analíticos, los ocho libros de los Tópicos, los Últimos analíticos, que servían de base a un largo desarrollo de la teoría de la demostración, y, por último, los diez libros de la Moral.	Paykunaqa Porfiriopa Riqsichiynin, Categorías, Tratado de Interpretación, Ñawpaq kaq Analítica nisqa ñawpaq pichqa capitulonkunata, Temakuna, Qhipa Analítica nisqa pusaq liwrunkunata ñawinchaspa rimarirqaku, chaykunam karqa qawachinapaq teoría nisqa unayta wiñananpaq , hinaspa, tukupaypiqa, chunka librokuna Moralidad nisqamanta.
En el segundo año estudiábanse la Física y las Matemáticas; en el tercer año se daba la Metafísica de Aristóteles.	 Iskay kaq watapitaq Física, Matemáticas nisqa yachaykunata yachaqarqanku; kimsa kaq watapi Aristótelespa Metafísica nisqa qillqasqan qusqa karqan.
Las lecciones se dividían en dos partes: primero el maestro dictaba y explicaba Aristóteles o Santo Tomás; luego el maestro proponía ciertas quæstiones sacadas del autor y susceptibles de diferentes interpretaciones.	 Yachachiykunaqa iskayman t’aqasqa karqan: ñawpaqtaqa yachachiqmi Aristóteles otaq San Tomás nisqa dictarqan, sut’incharqan ima; chaymantataq yachachiqqa wakin tapuykunata qillqaqmanta hurqusqa, hukniray t’ikrayman suceptible nisqakunata yuyaycharqa.
Aislaba la quæstio y la definía claramente, la dividía en partes, y la desenvolvía en un magno silogismo, cuya mayor y menor iba probando sucesivamente.	 Payqa quæstio nisqatan sapancharqan, sut’itataqmi sut’incharqan, t’aqakunapitaq t’aqarqan, hinaspan hatun silogismo nisqaman wiñachirqan, chay silogismo nisqa hatun kaqtapas huch’uy kaqtapas qatiqninpi pruebarqan.
Los ejercicios que hacían los alumnos consistían en argumentaciones o disputas.	 Estudiantekunaq ruwasqanku ejerciciokunaqa discutiy otaq ch’aqwaymi karqan.
Al final del año algunos de estos certámenes eran públicos.	 Wata tukukuypiqa wakin kay atipanakuykunaqa llapa runakunapaqmi karqan.
Sabemos el nombre del profesor de filosofía que tuvo Descartes en la Flèche.	Descartespa La Flèche nisqapi filosofía yachachiqpa sutinta yachanchik.
Fue el padre Francisco Véron.	 Chayqa karqan tayta Francisco Véron.
Pero en realidad la enseñanza era totalmente objetiva e impersonal.	 Ichaqa cheqaqta rimaspaqa chay yachachikuyqa totalmente objetivon karqan, manataqmi runaman hinachu karqan.
Las normas de estos estudios estaban minuciosamente establecidas en órdenes y estatutos de la Compañía.  «Cuiden muy bien los maestros de no apartarse de Aristóteles, a no ser en lo que haya de contrario a la fe o a las doctrinas universalmente recibidas.	 Kay estudiokunaq normakunan meticulosamente churasqa karqan Empresaq ordenninkunapi, estatutonkunapipas. «Yachachiqkunaqa anchatan cuidakunanku Aristótelesmanta mana karunchakunankupaq, ichaqa iñiypa contranpi otaq llapa runaq chaskisqan yachachikuykunapichu.
Nada se defienda ni se enseñe que sea contrario, distinto o poco favorable a la fe, tanto en filosofía como en teología.	 Manan imapas defiendesqachu nitaq yachachisqachu iñiypa contranpi, hukniray otaq mana allin kaq, filosofía nisqapipas teología nisqapipas.
Nada se defienda que vaya contra los axiomas recibidos por los filósofos, como son que sólo hay cuatro géneros de causas, que sólo hay cuatro elementos, etc. . etcétera. .	 Manan imapas defiendesqachu kanchu filósofokunaq chaskisqanku axiomakunaq contranpi, tawa clase causakunalla kasqanmanta, tawa elementokunalla kasqanmanta, hukkunapas. . hukkuna. .
Semejante enseñanza filosófica no podía por menos de despertar el anhelo de la libertad en un espíritu de suyo deseoso de regirse por propias convicciones.	 Chhayna filosofía yachachikuyqa manan mana hark’ayta atirqanchu libre kay munakuyta, kikinpa espiritunpi, kikinpa convenciencianwan kamachisqa kayta munaspa.
Descartes, en el Discurso del Método, nos da claramente la sensación de que ya en el colegio sus trabajos filosóficos no iban sin ciertas íntimas reservas mentales.	Descartes, Discurso sobre Método nisqapi, sut’ita quwanchik kay yuyayta, yachaywasipipas, filosofía llamk’ayninqa mana mana wakin íntima reservas mentales nisqawanchu rirqa.
Su juicio sobre la filosofía escolástica, que aprendió, como se ha visto, en toda su pureza y rigidez, es por una parte benévolo y por otra radicalmente condenatorio.	 Filosofía escolar nisqamanta juicionqa, chaytan yacharqan, rikusqanchis hina, tukuy ch’uya kayninpi, sinchi kayninpipas, huk ladomanta allin sonqoyoqmi, huk ladomantataq radicalmente condenador.
Concede a esta educación filosófica el mérito de aguzar el ingenio y proporcionar agilidad al intelecto; pero le niega, en cambio, toda eficacia científica: no nos enseña a descubrir la verdad, sino sólo a defender verosímilmente todas las proposiciones.	 Payqa kay educación filosófica nisqatam qun, ingeniota afilananpaq, yuyayman agilidadta qunanpaq; ichaqa negakunmi, huk ladomanta, llapan eficacia científica nisqatapas: manan yachachiwanchischu cheqaq kaqta tarinanchispaq, aswanpas llapa proposicionkunata creenapaq hina defiendenanchispaqmi.
Salió Descartes de la Flèche, terminados sus estudios, en 1612, con un vago, pero firme, propósito de buscar en sí mismo lo que en el estudio no había podido encontrar.	 Descartes de la Flècheqa ripurqanmi, estudiayninta tukuruspa, 1612 watapi, mana sut’i kaq ichaqa allin takyasqa yuyaywan, pay kikinpi maskhananpaq, estudiasqanpi mana tarisqankunata.
Este es el rasgo renacentista que, desde el primer momento, mantiene y sustenta toda la peculiaridad de su pensar.	 Kaymi Renacimiento nisqapa ruwaynin, chaymi, punta kaq ratomantapacha, yuyayninpa tukuy peculiaridadninta waqaychan, takyachin ima.
Hallar en el propio entendimiento, en el yo, las razones últimas y únicas de sus principios, tal es lo que Descartes se propone.	Kikin hamut’ayninpi, kikinpi, kamachikuyninkunaq qhepa kaq, sapan razonninkunata tariy, chay hinatan Descartespa yuyaychakun.
Toda su psicología de investigador está encerrada en estas frases del Discurso del Método: «Y no me precio tampoco de ser el primer inventor de mis opiniones, sino solamente de no haberlas admitido ni porque las dijeran otros ni porque no las dijeran, sino sólo porque la razón me convenció de su verdad.»	 Tukuy psicologían investigador hinaqa kay rimaykunapin wisq’asqa kashan Discurso sobre Método nisqamanta: «Hinaspapas manan orgullosochu kani yuyaykusqayta ñawpaq inventor kasqaymanta, aswanpas mana chaskisqaymantalla nitaq hukkuna nisqankurayku otaq nisqankuraykulla mana chaykunata niychu, aswanpas razon cheqaq kasqanmanta convencechiwasqanraykullan”, nispa.
Después de pasar ocioso unos años en París, deseó recorrer el mundo y ver de cerca las comedias que en él se representan; pero «más como espectador que como actor».	" París llaqtapi iskay kinsa watakuna mana imatapas ruwaspa kashaspa, pachantinpi puriyta munarqan, chaypi rikuchisqa comediakunata allinta qhawayta munarqan; ichaqa ""aswanta qhawaq hina, actor hinamantaqa""."
Entró al servicio del príncipe Guillermo de Nassau y comenzaron los que pudiéramos llamar sus años de peregrinación.	 Payqa Nassau llaqtamanta príncipe Guillermoq servicionmanmi haykurqan, hinaspan qallarirqan, chaytan sutichasunman watakuna peregrinacionninta.
Guerreó en Alemania y Holanda; sirvió bajo el duque de Baviera; recorrió los Países Bajos, Suecia, Dinamarca.	 Alimanyapi, Holandapipas maqanakurqan; Duque de Baviera nisqap kamachisqan llamk'arqan; Holanda, Suecia, Dinamarca suyukunata purirqan.
Refiérenos en el Discurso del Método cómo en uno de sus viajes comenzó a comprender los fundamentos del nuevo modo de filosofar.	 Paymi willawanchis Discurso sobre Método nisqapi imaynatas huknin viajenpi entiendeyta qallarirqan mosoq imayna filosofía nisqa teqsinkunata.
Su naturaleza, poco propicia a la exaltación y al exceso sentimental, debió, sin embargo, sufrir en estos meses un ataque agudo de entusiasmo; tuvo visiones y oyó una voz celeste que le encomendaba la reforma de la filosofía; hizo el voto, que cumplió más tarde, de ir en romería a Nuestra Señora de Loreto.	Paypa naturalezanqa, mana ancha allinchu hatunchaypaq, sentimental excesopaqpas, ichaqa, kay killakunapim sinchi ataque de entusiasmo nisqawan ñakarirqa; payqa rikuykunatan chaskirqan, hanaq pacha kunkatataq uyarirqan, chaymi payman encargarqan filosofía nisqa mosoqyachinanpaq; Huk promesa ruwarqan, chaytan qhepaman hunt’arqan, Nuestra Señora de Loreto nisqaman peregrinacionman rinanpaq.
Permaneció en París dos años; asistió, como voluntario del ejército real, al sitio de la Rochela y, en 1629, dio fin a este segundo período de su vida de soldado dilettante, viajero y observador.	 Iskay wata París llaqtapi qhipakurqa; Payqa yanaparqanmi, voluntario hina reypa ejercitonpi, La Rochela llaqta muyuriqpi, 1629 watapi, tukurqan kay iskay kaq pacha kawsayninpi diletante soldado, puriq hinallataq qhawaq hina.
Decidió consagrarse definitivamente a la meditación y al estudio.	 Payqa tantearurqam definitivamente dedicakunanpaq yuyaymanananpaq hinaspa estudiananpaq.
París no podía convenirle; demasiados intereses, amigos, conversaciones, visitas, perturbaban su soledad y su retiro.	 Parisqa manan payman tupayta atirqanchu; llumpay achka interesninkuna, amistadninkuna, rimanakuyninkuna, watukuyninkuna, sapallan kayninta hinaspa jubilakuynintapas sasacharqa.
Sentía, además, con aguda penetración, que no era Francia el más cómodo y libre lugar para especulaciones filosóficas, y, con certero instinto, se recluyó en Holanda.	 Astawanpis, sinchi yuyaywan, Francia mana aswan sumaq, mana qullqiyuqchu kasqanmanta, filosofía nisqamanta especulacionpaq, chanta, chiqan instintowan, Holandaman kutirirqa.
Vivió veinte años en este país, variando su residencia a menudo, oculto, incógnito, eludiendo la ociosa curiosidad de amigos oficiosos e importunos.	Iskay chunka watatam kay suyupi kawsarqa, sapa kutim tiyayninta tikrarqa, pakasqa, mana riqsisqa, oficial hinaspa importunado amistadkunapa mana imapaq valeq curiosidadninmanta ayqikuspa.
Durante estos veinte años escribió y publicó sus principales obras: El Discurso del Método, con la Dióptrica, los Meteoros y la Geometría, en 1637; las Meditaciones metafísicas, en 1641 (en 1647 se publicó la traducción francesa del duque de Luynes, revisada por Descartes); los Principios de la filosofía, en 1644 (en latín primero, y luego, en 1647, en francés); el Tratado de las pasiones humanas, en 1650.	 Kay iskay chunka watakunapim hatun llamkayninkunata qillqarqa, lluqsichirqa: Métodomanta rimay, Dióptrico, Meteores y Geometría nisqawan, 1637 watapi; chay Meditaciones Metafísicas nisqa, 1641 watapi (1647 watapi Duc de Luynespa francés simipi t’ikrasqan lloqsimurqan, Descartespa mosoqmanta qhawarisqan); Principios de Filosofía nisqa, 1644 watapi (ñawpaqtaqa latin simipi, chaymantataq, 1647 watapi, francés simipi); Tratado sobre Pasiones Humanas, 1650 watapi.
Su nombre fue pronto celebérrimo y su persona y su doctrina pronto fueron combatidas.	 Pisi tiempollamantan sutinqa ancha reqsisqa karqan, pisi tiempollamantataqmi runanpas yachachikuyninpas atacasqa karqan.
Uno de los adeptos del cartesianismo, Leroy, empezó a exponer en la Universidad de Utrecht los principios de la filosofía nueva.	 Cartesiano nisqap huknin qatiqnin Leroy sutiyuq runam Utrecht Hatun Yachay Sunturpi musuq yachaypa kamachiyninkunata sut'inchayta qallarirqan.
Protestaron violentos los peripatéticos, y emprendieron una cruzada contra Descartes.	 Peripatéticos nisqakunaqa sinchitan protestarqanku, hinaspan Descartespa contranpi cruzada nisqa maqanakuyta ruwarqanku.
El rector Voetius acusó a Descartes de ateísmo y de calumnia.	 Voecio rectormi Descartesta tumparqan Diospi mana iñisqanmanta, k’amisqanmantawan.
Los magistrados intervinieron, mandando quemar por el verdugo los libros que contenían la nefanda doctrina.	Magistradokunan chayman haykuspa kamachirqanku chay millay yachachikuyniyoq librokunata verdugo ruphachinanpaq.
La intervención del embajador de Francia logró detener el proceso.	 Franciamanta embajadorpa intervencionninmi chay ruwayta sayachiyta atirqa.
Pero Descartes hubo de escribir y solicitar en defensa de sus opiniones, y aunque al fin y al cabo obtuvo reparación y justicia, esta lucha cruel, tan contraria a su modo de ser pacífico y tranquilo, acabó por hastiarle y disponerle a aceptar los ofrecimientos de la reina Cristina de Suecia.	 Ichaqa Descartesqa qelqananmi karqan, mañakunan karqan yuyaykusqankunata defiendenanpaq, qhepamanña reparacionta justiciatapas chaskirqanña chaypas, kay millay maqanakuyqa, thak, thak kayninpa contranpi, tukurqan sayk’uchispa, chay ofrecimientokunata chaskinanpaq preparaspa Suecia nacionmanta Christina reinamanta.
Llegó a Estocolmo en 1649.	 1649 watapi Estocolmo llaqtaman chayarqan.
Fue recibido con los mayores honores.	 Paytaqa aswan hatun honorkunawanmi chaskirqanku.
La corte toda se reunía en la biblioteca para oírle disertar sobre temas filosóficos, de física o de matemáticas.	 Lliw tribunalmi bibliotecaman huñunakuqku filosofía, física otaq matemáticas nisqamanta rimaqta uyarinankupaq.
Poco tiempo gozó Descartes de esta brillante y tranquila situación.	 Pisi tiempollapaqmi Descartesqa kay sumaqllaña hinaspa hawkalla kawsakurqa.
