español	quechua
Otro solaz, que bajo ciertas circunstancias me es aún más grato, consiste en tantear ídolos.	 Huk sonqochaypas, wakinpiqa aswan kusikunapaqmi ñoqapaq, chaymi idolokunata llamiy.
Existen en el mundo más ídolos que realidades; tal es mi “mal de ojo” respecto a este mundo, como también mi “mal de oído”.	" Kay pachapiqa aswan askha idolokunan kan cheqaq kaqkunamantaqa; chaynam kay pachamanta ""mana allin ñawiy"", chaynallataq ""mana allin rinriy""pas."
Interrogar con el martillo y oír acaso coma respuesta ese famoso sanida hueco que dice de intestinos aquejados de flatosidad, ¡qué deleite supone para uno que tiene oídos aún detrás de los oídos!	 Martillowan tapukuy hinaspa ichapas kutichiy hina uyariy chay riqsisqa ch’usaq hampiyta, chaymi nin wiksakuna llañuyasqawan ñakariqmanta, ¡may kusikuymi rinrinpa qipanpiraq rinriyuq runapaqqa!
; para mí, avezado sicólogo y seductor ante el que precisamente lo que quisiera permanecer calladito tiene que hacerse oír.	 ; ñuqapaqqa, huk sazonado psicólogo hinaspa seductor, paypa ñawpaqenpi precisamente imachus upalla kayta munanman chayta uyarikunan.
También este escrito - como lo revela el título - es ante todo solaz, rincón soleado, escapada a la sociedad, de un sicólogo.	 Hinallataq kay qillqasqa - titulu rikuchisqanman hina - llapanmanta aswan hatun sunquchay, inti k’uchu, llaqtaman ayqikuy, huk psicólogomanta.
¿Acaso también una nueva guerra?	 Ichapas huk musuq guerrapas?
¿Se tantean nuevos ídolos?.	 ¿Mosoq idolokunatachu pruebashanku?
Este pequeño escrito es una gran declaración de guerra; y en cuanto al tanteo de ídolos, esta vez no son ídolos de la época, sino ídolos eternos los que aquí se tocan con el martillo como con el diapasón; no existen ídolos más antiguos, más convencidos, más inflados.  ni más huecos.  Lo cual no impide que sean los más creídos.	Kay uchuy qillqasqaqa hatun awqanakuy willakuymi; idolokunata llamiykuspataq, kay kutipiqa manan chay tiempopi idolokunachu, aswanpas wiñaypaq idolokunan kaypi martillowan tocakun, afinadorawan hina; manan kanchu aswan kuraq, aswan convencisqa, aswan inflado idolokuna. manaña uchkukunañachu. Chaytaq mana hark’anchu aswan iñisqa kanankupaq.
Por otra parte, sobre lodo en el caso más distinguido, no se los designa en absoluto con el nombre de ídolo.	 Huk ladumantaq, astawanqa aswan riqsisqa casopiqa, manapuni idolo sutiwanchu sutichasqa kanku.
Turín, 30 de septiembre de 1888,	 Turin, 30 ñiqin tarpuy killapi 1888 watapi.
día en que quedó concluido el libro	 libro tukusqa p’unchay
primero de la Transmutación de todos los valores.	 ñawpaqtaqa tukuy chaninchasqakunap Transmutación nisqamanta.
FRIEDRICH NIETZSCHE	 FRIEDRICH NIETZSCHE sutiyuq runa
SENTENCIAS	 RIMAYKUNA
La ociosidad es la madre de toda sicología.	 Mana ima ruway atiyqa tukuy psicología nisqap mamanmi.
¿Cómo?	 Hina?
; ¿será la sicología un vicio?	 ; ¿Psicología nisqaqa huk viciochu?
Ni el más valiente de nosotros tiene rara vez la valentía de admitir lo que en definitiva sabe.	 Aswan valorniyoq runakunapas pisillapin valorniyoq kanku cheqaqtapuni yachasqanmanta reqsikunankupaq.
Dice Aristóteles que para vivir en soledad hay que ser animal o dios.	 Aristóteles nin sapallanpi kawsanapaqqa animal otaq dios kanayki kasqanmanta.
Falta aclarar que hay que ser lo uno y lo otro: filósofo.	 Sut’inchanapaqmi qhepan, hukninmi huknin kanan, huknintaq: filósofo.
“Toda verdad es siemple :” ¿No será esto una doble mentira?	“Tukuy cheqaq kaqmi facil :” ¿Manachu kayqa iskay llullakuy?
Son muchas las cosas que no quiero saber.	 Askha imaymanakunan mana yachayta munanichu.
La sabiduría fija límites también al conocimiento.	 Yachayqa yachaypaqpas limitekunatan churan.
En su naturaleza salvaje es donde uno se repone más eficazmente de su antinaturalidad, su espiritualidad.	 Sallqa kayninpin aswan allinta kutirikun mana natural kayninmanta, espiritualidadninmanta.
¿Es posible que el hombre sea tan sólo un yerro de Dios?	 ¿Atikunmanchu runaqa Diospa pantasqanlla kasqanta?
¿O Dios tan sólo un yerro del hombre?	 Icha, ¿Diosqa runaq pantasqanllachu?
De la escuela de guerra de la vida.	 Awqanakuy yachay wasimanta.
Lo que no me aniquila me vuelve más fuerte.	 Mana chinkachiwaqniyqa aswan kallpayuqmi kani.
Ayúdate a ti mismo, y te ayudará todo el mundo.	 Kikiyki yanapakuy, llapa runam yanapasunki.
Principio del amor al prójimo.	 Runamasinchikta kuyanapaq kamachikuy.
¡No se debe ser cobarde ante los propios actos!	 ¡Manan manchalichu kanayki kikiykiq ruwasqaykimanta ñawpaqtaqa!
; ¡no se los debe desestimar a posteriori!	 ; ¡manataqmi qarqonachu chay hecho qhepaman!
El remordimiento es indecente.	 Pesapakuyqa mana allinpaqmi.
¿Puede darse un burro trágico?	 ¿Atikunmanchu llakikuypaq asno?
¿Puede admitirse el caso de alguien que sucumbe bajo una carga que no puede llevar ni arrojar?.	 ¿Atikunmanchu pipas mana apayta nitaq wikch’uy atisqan cargawan wañupuqtin?
He aquí el caso del filósofo.	 Kaypin kashan filósofo runaq ruwasqan.
Quien tiene su ¿por qué?	 ¿Pitaq paykunapa imarayku?
de la vida se las arregla poco más o menos con cualquier ¿cómo?	 de vida payqa aswan pisita ima imaynawanpas kamachin?
El hombre no aspira a la felicidad; a no ser los ingleses.	Runaqa manan kusikuytachu munan; inglés simimanta aswanqa.
El hombre ha creado a la mujer.	 Runaqa warmitam unancharun.
¿Con qué?	 ¿Imawantaq?
¡Con una costilla de su Dios; de su “ideal”!	 Diosninpa costillanwan; ¡“ideal” nisqamanta!
¿Qué estás buscando?	 ¿Imatataq maskachkanki?
¿Quisieras decuplicarte, centuplicarte?	 ¿Munawaqchu chunka kuti, pachak kutita?
¿Andas buscando adeptos?	 ¿Qatiqkunatachu maskachkanki?
¡Pues busca ceros!	 Bueno, ¡cerokunata maskhay!
Los hombres póstumos - como yo - , son entendidos peor que los actuales, pero atendidos mejor.	 Wañusqa qhipa qharikuna - ñuqa hina - aswan mana allinta entiendekunku kunan kaqkunamantaqa, ichaqa aswan allinta qhawasqa kanku.
Más estrictamente: no se nos entiende jamás; de ahí nuestra autoridad.	 Aswan sinchita rimaspaqa: manan hayk’aqpas entiendewanchischu; chayraykun kamachikuyninchis.
Entre mujeres. -  “¿La verdad?	" Warmikuna chawpipi. - ""¿Chiqapchu?"
¡Oh, usted no la conoce!	 ¡Ay, manan paytaqa reqsinkichu!
¿No es un atentado contra todos nuestros pudores?”	 ¿Manachu llapa humilde kayninchis contra ataca?
He aquí un artista como me gustan los artistas, de necesidades modestas; en el fondo, sólo quiere dos cosas: su sustento y su arte, panem et circenses.	 Kaypiqa artista kachkan imaynam ñuqaman gustan artistakuna, modesta necesidadniyuq; Ukhunpiqa iskayllatan munan: kawsayninta hinallataq artenta, panem et circenses nisqatapas.
Quien no sabe introducir su voluntad en las cosas introduce en ellas, al menos, un sentido: creyendo que hay en ellas una voluntad (principio de la “fe”).	" Pikunachus mana yachankuchu munayninkuta imakunaman churayta, chaykunamanmi yaykuchinku, aswanpas, huk niyta: chaykunapi munay kasqanpi iñispa (principio de ""iñiy"")."
¿Cómo es posible que habiendo optado por la virtud y el sentimiento sublime envidiéis las ventajas de los inescrupulosos?	¿Imaynataq kanman allin kawsayta, hatun sunquyuq kayta akllakuspayki, mana escrupuloyuq runakunapa allinninkunata envidiakunaykipaq?
Quien opta por la virtud renuncia a las “ventajas”.  (en buena nota de ello los antisemitas.)	 Pipas allin kayta akllaqqa “ventajas” nisqakunatan saqepun. (Allinta reparaspa kaymanta antisemitakuna).
La mujer cabal hace literatura como quien comete un desliz: a título de ensayo, de paso, mirando en torno por si la ve alguien y para que alguien la vea.	 Honesta warmiqa literaturata qillqan pipas llimpikuq hina: ensayo hina, pasaspa, muyuriqninta qawarispa pipas qawaptin hinaspa pipas qawananpaq.
Hay que ir a la busca de situaciones donde no sea permitido tener virtudes ficticias, en las que uno, como el bailarín en la cuerda, se precipite o se sostenga; o se salve.	 Rinayki tiyan maskhaq situacionkunata maypichus mana permitisqachu kanman virtudes ficticias nisqayuq kayta, maypichus juk, waskhapi tusuqjina, phawaylla purin utaq hap’in; otaq qespichisqa kay
“Los hombres malos no tienen canciones”. - ¿Cómo es que los rusos tienen canciones?	 —Mana allin qharikunaqa manan takiyoqchu kanku. - ¿Imaynataq rus runakunaqa takiyuq kanku?
“Espíritu alemán”: desde hace dieciocho años una contradictio in adjecto.	" ""Espiritu alemán"": chunka pusaqniyuq wataña huk contradictio in adjecto."
Buscando los principios, uno se convierte en un cangrejo.	 Principiokunata maskaspaqa, hukqa cangrejomanmi tukupun.
El historiador, de tanto mirar hacia atrás, termina por creer también hacia atrás.	 Historiadorqa, anchata qhipaman qhawarisqanmanta, qhipaman iñispapas tukun.
El contento protege hasta contra el catarro.	 Kusikuyqa chirimantapas hark’anmi.
¿Se ha acatarrado jamás mujer que se considerase bien vestida?	¿Hayk’aqllapas chiriwan hap’ichikurqanchu allin p’achasqa qhawarikuq warmi?
Ni aun suponiendo que fuera precariamente vestida.	 Manataqmi precariamente p’achasqa kashasqanpipas yuyaykuspapas.
Desconfío de todos los sistemáticos, e incluso los evito.	 Llapan sistematicakunapiqa manan confianichu, chaymantapas karunchakuniraqmi.
La voluntad de sistema es una falta de probidad.	 Sistema nisqapa munayninqa mana chiqap kayninmi.
¿Por qué pasa la mujer por profunda?	 ¿Imanasqataq warmiqa ukhunta pasakun?
Porque en ella nunca se llega a tocar fondo.	 Imaraykuchus chaypiqa mana jayk’aq qaqa ukhuman tupayta atinkichu.
La mujer no es ni siquiera de poco fondo.	 Warmiqa manam mana ancha pampayuqpaschu.
La mujer que posee virtudes viriles es para escaparse; la que no las posee, se escapa ella misma.	 Qhari allin kayninkunayoq warmiqa ayqekunanmi; mana chaykunata dueñochaqqa, pay kikinmi ayqekun.
“¡Hay que ver las cosas que antes tenía que morder la conciencia!	 “¡Qhawanaykin ñawpaqpi concienciata kaniq kaqkunata!
¡ Qué buena dentadura tenía!	 ¡Mayna allin kirukunayoqmi kasqa!
¿Y hoy día?	 Hinaspa kunan punchaw?
; ¿qué es lo que falta ahora?” (Pregunta de un dentista.)	 ; ¿imataq kunan faltan? (Kiru hampiqpa tapukuynin).
Rara vez se incurre en una sola precipitación.	 Pisillapim huklla paraqa rikurin.
Quien se precipita siempre se precipita demasiado.	 Pichus apuraylla purin chayqa, llumpay apurayllapuni.
De ahí que en general se incurra en una segunda; y entonces, se precipita demasiado poco.	 Chayraykun, en general, iskay kaq incurrir; chaymantataq, ancha pisillata usqhaylla phawan.
El gusano pisado se retuerce y dobla.	 Sarusqa kuruqa q’iwikun, k’umuykukun ima.
Cosa que le conviene, pues reduce la probabilidad de ser pisado otra vez.	Imataq qampaq allin, imaraykuchus pisiyachin probabilidadta wakmanta sarusqa kayta.
Dicho en el lenguaje de la moral: humildad.	 Moralidad nisqa simipi nisqa: humildad.
Hay un odio a la mentira y a la hipocresía por puntillosidad; hay idéntico odio por cobardía, en tanto que la mentira está prohibida por precepto divino.	 Puntolla kasqankuraykum llullakuyta, iskay uya kaytapas chiqnikuy kan; kantaqmi manchakuytapas cheqnikuypas, llullakuytaqmi ichaqa Diospa kamachikuyninwan hark’asqa.
Demasiado cobarde como para mentir.	 Nishu manchali llullakuypaq.
¡Cuán poco se requiere para ser feliz!	 ¡Mayna pisillatam necesitakun kusisqa kawsanapaqqa!
El sonido de una gaita.	 Gaita nisqapa qapariynin.
Sin música, la vida sería un error.	 Mana takikuna kaptinqa, kawsayqa pantaymi kanman.
El alemán se imagina incluso a Dios cantando canciones.	 Alemán runaqa yuyaykullantaqmi Dios takikunata takishaqta.
On ne peut penser et écrire qu'assis (Flaubert).	 On ne peut penser et écrire qu'assis (Flaubert) nisqamanta.
¡Ah, nihilista!	 ¡O nihilista!
El trasero es precisamente el pecado contra el espíritu santo.	 Chay culoqa precisamente santo espirituq contranpi hucha ruwaymi.
Sólo tienen valor los pensamientos pensados en camino.	 Ñanpi yuyaykusqa yuyaykunallan valorniyoq.
Hay momentos en que los sicólogos parecemos caballos espantados: cuando vemos fluctuar ante nosotros nuestra propia sombra.	 Kanmi momentokuna psicólogos mancharisqa caballokunaman rikchakuqtinchik: ñawpaqninchikpi kikin llantuyninchikta kuyurichkaqta qawaptinchik.
El sicólogo, para ver, debe apartar la vista de sí mismo.	 Psicólogo, rikunanpaqqa, pay kikinmanta karunchakunan tiyan.
Los inmoralistas, ¿hacemos algún daño a la virtud?	 Qhelli huchapi puriqkuna, ¿ima mana allintapas ruwanchischu allin kawsayta?
Creo que no, del mismo modo que los anarquistas no hacen daño a los príncipes.	Manam piensanichu, imaynam anarqukunapas mana kamachikuqkunata dañankuchu.
Solamente desde que se dispara contra ellos, se sienten más firmemente instalados en sus tronos.	 Baleasqankumantapachan aswan allinta trononkupi tiyaykusqa sientekunku.
Moraleja: hay que disparar contra la moral.	 Moral: moralidadpa contranpim disparanayki.
¿Corres delante?	 ¿Ñawpaqmanchu phawanki?
¿Lo haces como guía, como excepción?	 ¿Guía hinachu ruwanki, excepción hina?
También podría tratarse de un escapado.  Primera cuestión de conciencia.	 Ayqekuq runapas kanmanmi. Concienciamanta ñawpaq tapukuy.
¿Eres auténtico, o tan sólo un comediante?	 ¿Auténticochu kanki, icha asichikuqllachu?
¿Eres un representante, o algo representado?	 ¿Representantechu kanki, icha imapas representasqachu kanki?
Acaso no eres, en definitiva, más que un comediante imitado.  Segunda cuestión de conciencia.	 Ichapas mana, tukuy imamantaqa, huk qatipasqa asichikuqllachu kanki. Iskay kaq tapukuy concienciamanta.
Habla el desengañado. - Busqué grandes hombres, pero siempre encontré, únicamente, lacayos de su ideal.	 Hukmanyasqa runam riman. - Hatun runakunatam maskarqani, ichaqa sapa kutim tarirqani idealninkumanta lacayokunallata.
¿Perteneces a los que miran hacer a los otros?	 ¿Hukkunapa ruwasqankuta qawaq runakunapachu kanki?
¿Eres uno que coopera?	 ¿Qanchu huk yanapakuq kanki?
¿O eres uno que aparta la mirada, apartándose?.	 Icha, ¿huk laduta qhawaq, kutirikuqchu kanki?
Tercera cuestión de conciencia.	 Kimsa kaq tapukuy concienciamanta.
¿Quieres acompañar?	 ¿Qanpas compañayta munankichu?
¿Marchar adelante?	 ¿Ñawpaqman marzotachu?
¿O apartarte?.	 Icha, ¿karumanchu astakuy?
Hay que saber lo que se quiere y qué se quiere.	 Yachanayki tiyan ima munasqaykita, ima munasqaykitapas.
Cuarta cuestión de conciencia.	Tawa kaq tapukuy concienciamanta.
Esos escalones eran para mí; los he subido.	 Chay saruykunam ñuqapaq karqa; Chaykunataqa cargarqanim.
Para hacerlo tuve que pasar por ellos.	 Chayta ruwanaypaqqa chaykunatan pasanay karqan.
Pero muchos creyeron que yo iba a sentarme en los mismos a descansar.	 Ichaqa askhan creerqanku chaykunapi tiyaykunaypaq samarinaypaq.
¡ Qué importa que yo tenga razón 1 Tengo sobrada razón.	 ¿Imapaqtaq valenman allin kasqayqa, aswan allintam rimani.
Y quien ríe más, es el que ríe el último.	 Hinaspa aswan asikuqqa qhipa asikuqmi.
La fórmula de mi felicidad: un sí, un no, una recta, una meta.	 Kusikuyniypa fórmula: huk arí, huk mana, huk chiru, huk meta.
EL PROBLEMA DE SÓCRATES	 SÓCRATESPA SASANCHAYNIN
En todos los tiempos, los más sabios han coincidido en este juicio acerca de la vida: no vale nada.	 Tukuy pachakunapim, aswan yachaysapa runakunaqa kay kawsaymanta taripaypi rimanakurqaku: manam imapaqpas valenchu.
Una y otra vez se les ha oído el mismo acento: un acento de duda, de melancolía, de cansancio de la vida, de resistencia a ella.	 Chay kikin acentollatan sapa kutilla uyarikurqan: iskayrayaypa, llakikuypa, kawsaywan sayk’uypa, chayman hark’akuypa acenton.
Hasta Sócrates dijo al morir: “La vida es una larga enfermedad; debo un gallo al salvador Asclepio”.	 Sócratespas wañupuspan nirqan: “Kawsayqa unay onqoymi; Qespichiq Asclepiomanmi huk gallota manukuni”.
Hasta Sócrates estaba harto de vivir.	 Sócratespas kawsaymanta sayk’usqañan kasharqan.
¿Qué prueba esto?	 ¿Imatan chayta rikuchin?
¿Qué sugiere esto?	 ¿Imatan kay niwanchis?
En tiempos pasados se hubiera dicho (¡y se lo ha dicho, y en voz muy alta, entre nuestros pesimistas señaladamente!)	 Ñawpaq pachakunapiqa nisqa kanman karqan (hinallataqmi nisqa, hinallataq ancha kallpawan, pesimistanchiskuna ukhupi reparaypaq!) .
“¡debe haber en esto alguna verdad!	“¡Kaypiqa kanmanchá ima cheqaqpas!
El consensus sapientium prueba la verdad”.	 Consenso sapientium nisqa chiqap kaqta qawachin.
¿Hablamos hoy todavía así?	 ¿Kunankamapas chhaynatachu rimanchis?
¿Nos es permitido hablar todavía así?	 ¿Permitiwanchisraqchu kay hinata rimananchispaq?
Nosotros respondemos: “debe haber en esto alguna enfermedad”; ¡a esos sabios de todos los tiempos se los debiera ante todo mirar de cerca!	" Kutichinchik: ""Kaypiqa ima unquypas kanmanmi""; ¡Kay tukuy pacha yachaysapakunataqa ñawpaqtaqa allinta qhawana!"
¿Serían todos ellos un tanto maduritos?, ¿tardíos?, ¿ajados?, ¿décadents?	 ¿Llapallankuchu huk chikan wiñasqa karqanku?, tarde?, ch’akisqa?, decadentes?
¿Presentaríase la sabiduría sobre la tierra bajo forma de cuervo entusiasmado con un tufillo de carroña?.	 ¿Kay pachapichu yachayqa rikurimunman huk cuervo hina kusisqa aychapa llantuyninwan?
Esta noción irreverente de que los grandes sabios son tipos de la decadencia, se me ocurrió precisamente en el caso en que más violentamente choca con el prejuicio erudito y profano: Sócrates y Platón se me revelaron como síntomas de decadencia, como instrumentos de la desintegración griega, como pseudogriegos, antigriegos (El origen de la tragedia, 1872).	 Kay mana respetoyoq yuyay, hatun yachaysapakuna decadencia nisqa clase kasqankumanta, ñoqaman hamurqan precisamente chay casopi, chaypin aswan kallpawan tuparqan yachaysapakunaq, profano prejuiciowan: Sócrateswan Platónwanmi rikuchiwarqanku decadenciaq sintomakuna hina, griegokunaq ch’usaqyachisqan instrumentokuna hina. , pseudo hina -Griegokuna, anti-griegokuna (Llakikuypa paqarimuynin, 1872).
Comprendí cada vez más claramente que ese consensus sapientium lo que menos prueba es que estaban en lo cierto con aquello en que coincidían; que prueba, eso sí, que tales sabios debían coincidir en algo fisiológicamente, para adoptar así, por fuerza, una idéntica actitud negativa ante la vida.	Aswan sut’ita entienderqani kay consenso sapientium nisqa aswan pisi pruebasqanqa, imamantachus rimanakusqankuwan allinta rimasqanku; chaymi prueba, arí, chayna yachaysapa runakunaqa fisiológicamente imapas tupananku kasqanmanta, chaynapi, kallpawan, kawsaymanta kaqlla mana allin yuyayta hapinankupaq.
En último análisis, los juicios, de valor sobre la vida, en pro o en contra, jamás pudieron ser ciertos; sólo tienen valor como síntomas, sólo entran en consideración como síntomas.	 Qhepa t’aqwiypi, kawsaymanta chaninchay taripaykuna, allinpaq utaq mana allinpaqpas, manan hayk’aqpas cheqaqchu kanman; paykunaqa sintomakuna hina valorniyuqlla kanku, sintomakuna hinalla qhawariyman yaykunku.
Tales juicios son en sí estúpidos.	 Chayna taripayqa kikinpiqa sonsollañam.
Es absolutamente preciso hacer una tentativa de aprehender esta asombrosa finesse de que el valor de la vida no puede ser apreciado.	 Anchatan necesario kay admirakuypaq finura hap’inapaq kallpachakuy, kawsaypa chanin mana chaninchanapaq.
Ni por los vivos, toda vez que son parte, y aun objeto de litigio, y no jueces; ni por los muertos, por una razón diferente.	 Nitaqmi kawsaqkunapaqpas, paykunaqa huk parte kasqankurayku, hinallataq objeto de litigio kasqankurayku, manataqmi juezkunachu; nitaq wañusqakunapaqpas, huk razonraykupas.
El que un filósofo vea el valor de la vida como problema, se convierte en una objección contra él, en un interrogante a su sabiduría, en una falta de sabiduría.	 Huk yachaysapa runa kawsaypa chanin kayninta sasachakuy hina qhawarisqanqa pay contra hark’akuymanmi tukupun, yachayninmanta tapukuyman, mana yachayniyoq kayninman.
¿Cómo?	 Hina?
Todos esos grandes sabios ¿no solamente han sido décadents, sino que ni siquiera han sido sabios?	Tukuy kay hatun yachaysapakuna, ¿manachu decadentekunalla karqanku, aswanpas manachu yachaysapakunapas karqanku?
Mas vuelvo al problema de Sócrates.	 Ichaqa kutini Sócratespa sasachakuyninman.
Sócrates, por su origen, pertenece al más bajo pueblo: Sócrates fue un plebeyo.	 Sócrates, paqarimusqanman hina, aswan pisi runakunaman pertenecen: Sócrates comun runa karqan.
Se sabe, puede observarse, cuán feo fue.	 Yachakunmi, qhawarikunmanmi, imayna millay kasqanmanta.
Mas la fealdad, de suyo una objeción, entre los griegos es poco menos que una refutación.	 Ichaqa millay kayqa, kikinmi huk hark’akuy, griegokuna ukhupiqa pisillan mana allin rimaymantaqa.
¿Fue Sócrates de veras un griego?	 ¿Cheqaqtachu Sócrates griego runa karqan?
La fealdad es con harta frecuencia la expresión de una evolución trabada, inhibida por cruce de razas.	 Millay kayqa ancha sapa kuti hark'asqa evolución nisqap rikuchiyninmi, cruzada nisqawan hark'asqa.
O si no, aparece como evolución descendente.	 Utaq mana kaptinqa urayman evolucion hinam rikurin.
Los criminalistas antropólogos nos dicen que el delincuente típico es feo monstrum in fronte, monstrum in animo.	 Antropológico criminalistakunan willawanchis, típico delincuenteqa feo monstrum in fronte, monstrum in animo.
Mas el delincuente es un décadent.	 Ichaqa delincuenteqa décadente nisqa.
¿Sería Sócrates un delincuente típico?	 ¿Sócratesqa típico huchasapachu kanman?
Ciertamente no desmentiría esta hipótesis ese famoso dictamen de un fisónomo que tanto escandalizó a los amigos de Sócrates.	 Chiqamanta kay hipótesis nisqataqa mana chay riqsisqa yuyaywanqa, juk fisiognomista runap, Sócratespa amigonkunata sinchita escandalizaq yuyaywanqa, qhisachakunmanchu.
Un forastero entendido en fisonomías, de paso en Atenas, le dijo en la cara a Sócrates que era un monstrum, que llevaba en sí todos los malos vicios y apetitos.	Huk hawa llaqtayoq runa, fisiognomía nisqakunata entiendeq, Atenas llaqtanta pasaspa, Sócratesman uyanta willarqan monstruo kasqanmanta, pay kikinpi llapa mana allin viciokunata, apetitokunatapas apasqanmanta.
Y Sócrates se limitó a contestar: “¡Usted me conoce, señor!”	 Hinaspa Sócratesqa kutichinanpaqlla limitasqa: “¡Reqsiwanmi, wiraqocha!”, nispa.
Que Sócrates fue un décadent lo sugiere no sólo el admitido desenfreno y anarquía de sus instintos, sino también la superfetación de lo lógico y esa malicia de raquítico que lo caracteriza.	 Sócratesqa décadente kasqanmantaqa manan instintonkunaq admitisqa sallqa kayninwan, anarquía nisqawanllachu yuyaychakun, aswanpas lógica nisqapa superfetación nisqawan, chay raquítico maldad nisqawan ima, chaymi payta riqsichin.
No pasemos por alto tampoco esas alucinaciones auditivas que como “demonios de Sócrates” han sido interpretadas en un sentido religioso.	" Amapas chay uyarinapaq alucinacionkunatapas qhawarisunchu, chaykunatan ""Sócratespa supayninkuna"" hina religioso nisqapi t'ikrarqanku."
Todo en él es exageración, buffo, caricatura; todo en él es al mismo tiempo oculto, solapado, furtivo.	 Paymanta tukuy imapas exageración, buffo, caricatura; tukuy imapas paypi kaqmi kaq pachallapi pakasqa, pakasqa, pakasqa.
Trato de comprender la idiosincrasia de la que deriva esa ecuación socrática: razón igual a virtud igual a felicidad; es la ecuación más bizarra que pueda darse y que en particular está reñida con todos los instintos de los primitivos helenos.	 Chay ecuación socrática nisqa hamun idiosincrasia nisqamanta entiendenaypaqmi kallpachakuni: razonqa virtudwanmi kusikuywan tupan; Chayqa aswan bizarro ecuación nisqa qoy atikuqmi, chaymi en particular mana tupanchu llapa instintos primitivos helenes nisqakunawan.
Con Sócrates, el gusto griego experimenta un vuelco en favor de la dialéctica; ¿qué significa esto, en definitiva?	Sócrateswanqa griego gustoqa dialéctica nisqamanmi tikrakun; ima ninantaq kayqa, qhipaman?
Significa, sobre todo, la derrota de un gusto aristocrático; con la dialéctica triunfa la plebe.	 Tukuy imamanta aswantaqa, huk aristocrático gusto atipaymi niyta munan; dialéctica nisqawanmi multitud nisqa triunfo.
Antes de Sócrates, la buena sociedad repudiaba las maneras dialécticas; éstas eran tenidas por malos modales y comprometían.	 Sócratespa ñawpaqninpiqa, allin sunquyuq runakunaqa dialéctico nisqa ruwaykunatam qipancharqaku; chaykunataqa mana allin costumbrekunatan qhawariqku, comprometisqataqmi karqankupas.
Se prevenía contra ellas a la juventud.	 Chay wayna-sipaskunatan advertisqa karqanku paykunamanta.
También se desconfiaba respecto a la forma de argumentar.	 Chaymantapas mana confianakuymi karqan imayna discutisqankumantapas.
Las cosas decentes, como las personas decentes, no llevan sus razones de esta manera en la mano.	 Decente kaqkunaqa, decente runakuna hina, manan kay hinata razonninkuta makinkupi apankuchu.
No es decoroso mostrar los cinco dedos.	 Pichqantin dedokunata qawachiyqa manam allinchu.
Lo que necesita ser probado, poco vale.	 Pruebanapaq kaqkunaqa pisillatam valenman.
Donde la autoridad forma todavía parte de las buenas costumbres y no se argumenta, sino se ordena, el dialéctico es una especie de payaso; la gente se ríe de él, no lo toma en serio.	 Maypichus kamachiyqa allin costumbrekunaq partenraq kashan, manataqmi discutisqachu, aswanpas ordenasqa, chaypin dialécticoqa huk clase payaso; runakunaqa asikunku, manan allinpaqchu qhawarinku.
Sócrates fue el payaso que se hizo tomar en serio.	 Sócrates payaso karqan, pay kikinta allinpaq qhawarisqa kananpaq ruwarqan.
¿Qué significa esto, en definitiva?	 ¿Ima ninantaq kayqa, qhipaman?
Sólo opta por la dialéctica quien no dispone de otro recurso.	Payqa mana huk recursoyuq dialéctica nisqallatam akllan.
Sábese que ella despierta suspicacia; que tiene escaso poder de convicción.	 Yachakunmi payqa iskayrayayta hatarichin; Payqa pisi atiyniyoqmi convencenanpaq.
