español	quechua
Cuando estuvo a un tiro de flecha de nuestro barco, nos hicieron indicaciones de que enviáramos a algunos de los nuestros a su encuentro en el agua, cosa que hicimos mandando al segundo de abordo y acoinpañándolo cuatro de nosotros.	 Barcoykumanta flecha hina kashaqtinmi kamachiwarqanku wakinniykuta unupi tupanaykupaq kachanaykupaq, chaytan ruwarqayku iskay kaq compañerota kachaspa tawaykuwan kuska rispayku.
Cuando estuvimos a seis yardas de su bote, nos ordenaron detenernos, y así lo hicimos.	 Botenkumanta soqta metrollapi kashaqtiykun kamachiwarqanku sayanaykupaq, chaytan ruwarqayku.
"Y entonces el hombre a quien he descrito antes se levantó y en alta voz preguntó en español: ""¿Son ustedes cristianos?""."	 Hinaspa chaymanta ñawpaq willasqay runaqa sayarispa kastilla simipi kallpawan tapusqa: “¿Cristianochu kankichis?”, nispa.
Respondimos afirmativamente, sin miedo a que pudiera sernos perjudicial, a causa de la cruz que habíamos visto en el manuscrito.	Allinmi kutichirqayku, mana manchakuspayku mana allinniyku kanman nispa, qillqasqapi rikusqayku cruzrayku.
Contestamos que estábamos dispuestos a prestar juramento.	 Kutichirqaykutaqmi juramentota ruwanaykupaq listoña kasqaykumanta.
Entonces uno de sus acompañantes que, según parecía, era notario legalizó el hecho mediante acta.	 Hinaptinmi huknin compañeron, payqa notario hina karqa, huk documentowan chayta legalizarqa.
Le hicimos una reverencia, respondiendo que nos consideráramos sus humildes servidores, y que estimáramos como un gran honor y una singular muestra de humanitarismo lo que ya había hecho por nosotros; no obstante, esperábamos que no fuera infecciosa la enfermedad que padecían nuestros hombres.	 Paymanmi k’umuykurqayku, kutichispayku, huch’uyyaykukuq kamachinkuna hina qhawarikusqaykumanta, hinallataq hatun honor hina, sapan rikuchiy hina runa yanapay hina qhawarisqaykumanta, ñoqaykupaq ruwasqanchista; ichaqa suyarqayku qharinchiskunaq ñak’arisqan onqoy mana contagioso kananpaq.
Se volvió él y poco después subió a bordo de nuestro barco el notario, llevando en la mano un fruto del país, parecido a una naranja, pero de un color entre morado y escarlata, y que desprendía un perfume excelente.	 Muyurispanmi notarioqa boteykuman seqarurqa, makinpi hapichkasqa chay llaqtamanta ruruta, naranjaman rikchakuq, ichaqa maypipas moradowan escarlatawan chawpinpi, hinaspam sumaq perfumeta lluqsichirqa.
Lo empleaba, según parecía, para preservarse de una posible infección.	Chaywanqa, yaqapaschá, mana infección kananpaq cuidakunanpaq.
"Nos tomó juramento ""en nombre y por los méritos de Jesús"", diciéndonos a continuación que hacia las seis de la mañana del día siguiente se nos llevaría a la Casa de los Extranjeros (así la llamó él) , donde se nos acomodaría a todos, a los sanos y a los enfermos."	" Payqa juramentota ruwawarqanku ""Jesuspa sutinpi hinallataq méritosninwan"", chaymanta willawarqanku paqarin p'unchay soqta pacha tutamanta hina hawa llaqtayoq runakunaq Wasinman pusawananchista (chaytan suticharqan), chaypin pusawasunman llapanku acomodasqa kachunku, qhalikunaman, unquqkunamanpas."
"Pues  - añadió -  si siguen mi consejo, deben venir primero sólo unos cuantos de ustedes, examinar el lugar y ver qué es lo que les conviene; y después pueden enviar por sus enfermos y los hombres restantes para que desembarquen."""	 Allinmi - yapaykurqa - yuyaychasqayta qatipankichik chayqa, pisillañam puntata hamunaykichik, chay sitiota qawanaykichik hinaspa qawanaykichik imakunam tupasunchik; chaymantataq onqosqakunata, puchuq runakunatapas barcomanta uraykamunankupaq kachankuman”, nispa.
Se lo agradecimos diciéndole que Dios le premiaría la molestia que se tomaba con los desolados extrangeros que éramos nosotros.	 Agradecekurqaykutaqmi, Diosqa premiananta, ch’usaq wak llaqtayoq runakunawan sasachakuypi tarikusqanmanta.
Así, pues, desembarcamos con él seis de nosotros; cuando estuvimos en tierra, él, que marchaba delante, se volvió y nos dijo que no era sino nuestro servidor y guía.	 Chaymi soqtayku paywan kuska allpaman chayarqayku; pampapi kachkaptiykutaq, ñawpaqpi puriq, kutirispa, sirwiqllayku, pusaqniykulla kasqanmanta willawarqanku.
La Casa de los Extranjeros es un edificio bello y espacioso, construido de ladrillo, de un color algo más azul que el nuestro; tiene elegantes ventanales, unos de cristal y otros de una especie de batista impermeabilizada.	 Hawa llaqtayuqkunapa Wasinqa sumaq, hatun wasim, ladrillomanta ruwasqa, ñuqanchikmanta aswan azul colorniyuq; Sumaq ventanasniyuqmi, wakinqa vidriomantam, wakinñataqmi huk rikchaq batiste impermeable nisqamanta.
Nos llevó primero a un saloncito del primer piso y nos preguntó entonces cuántos éramos y cuántos enfermos había.	 Ñawpaqtaqa punta kaq pisopi kaq cuartochamanmi pusawarqaku, chaymantañataqmi tapuwarqaku hayka kasqaykuta hinaspa hayka unquq kasqaykutapas.
Le respondimos que en total unas cincuenta personas, de las cuales diecisiete estaban enfermas.	 Kutichirqayku llapanpiqa yaqa pichqa chunka runakuna, chaymanta chunka qanchisniyuq unqusqa kasqankuta.
Nos recomendó que tuviéramos un poco de paciencia y que esperáramos hasta que volviera, lo que, en efecto, hizo una hora más tarde; nos condujo entonces a ver las habitaciones que habían preparado, y que eran diecinueve en total.	Paymi yuyaychawarqanku huk chhikanta pacienciakuspa kutimunankama suyanaykupaq, yaqapaschá huk hora qhepaman chayta ruwarqan; Chaymantam pusawarqaku allichasqa cuartokunata qawanaykupaq, llapanpiqa chunka isqunniyuqmi karqa.
Al parecer habían sido dispuestas para que cuatro de ellas que eran mejores que las restantes, albergaran a los cuatro hombres principales de entre nosotros, individualmente; las otras quince para los demás, dos por cada habitación.	 Yaqachus hina churasqa karqanku tawa wakinkunamanta aswan allin kaq, tawa hatun qharikunata ñoqayku ukhupi tiyachinankupaq, sapankanku; wakin chunka pichqayuqtaq wakinkunapaq, iskay sapa cuartopaq.
Eran los cuartos elegantes, alegres y muy bien amueblados.	 Chay cuartokunaqa elegante, kusisqa hinaspa ancha allin allichasqam karqa.
Como en total había cuarenta celdas (muchas más de las que necesitábamos) se destinaron a enfermería para las personas enfermas.	 Llapanpiqa tawa chunka celulakuna kasqanraykum (necesitasqaykumanta aswan achka) chaykunataqa onqosqa runakunapaq enfermería hina servichikurqaku.
Nos dijo, además, que cuando alguno de nuestros enfermos se sintiera bien se le trasladaría de su celda a una habitación; con este objeto habían preparado diez habitaciones disponibles, además del número de que hablamos antes.	Willawarqakutaqmi huknin unquqniyku allin tarikuptinqa celdamanta huk cuartoman apasqa kananmanta; chaypaqmi chunka cuartokunata preparasqaku, ñawpaqta rimasqaykumantapas.
Pero no se molesten ni crean que se trata de una restricción de su libertad, sino para que se acomoden y descansen.	 Ichaqa ama phiñakuychu nitaq piensaychu libre kayniykita hark’akusqanpi, aswanpas allinta kawsanaykipaq, samarinaykipaqpas.
"No carecerán de nada, y hay seis personas que tienen la misión de atenderlos respecto a cualquier asunto que necesiten resolver en la calle."""	" Manan imapaqpas pisinqachu, soqta runakunan kanku, paykunan kanku misionninku yanapanankupaq ima asuntotapas callepi allichanankumanta""."
"Le dimos las gracias con el mayor afecto y respeto, y dijimos: ""Dios, con seguridad, está presente en esta tierra."""	Paymanmi agradecekurqayku aswan munakuywan respetowan, hinaspa nirqayku: “Diosqa, cheqaqtapunin kay pachapi kashan”, nispa.
Le ofrecimos también, veinte doblones, pero sonrió y dijo únicamente:	 Paymanpas iskay chunka doubloonkunatan haywarirqayku, ichaqa asirikuspan nillarqan:
"¿Cómo?_x000D_
¡Pagado dos veces!."	 ¿Imaynatataq?_x000D_ Iskay kutita pagasqa!.
Y se marchó.	 Hinaspa ripurqan.
Poco después nos sirvieron la comida, que fué muy buena, tanto el pan como la carne; mejor que en cualquier colegio universitario que yo haya conocido en Europa.	 Chay qhepallamanmi mikhunaykuta haywarirqanku, chayqa ancha allinmi karqan, t’antapas aychapas; Europapi riqsisqay colegiokunamantapas aswan allinmi.
Nos dieron también tres clases de bebidas, todas ellas sanas y buenas; vino, una bebida hecha de grano, como nuestra cerveza, pero más clara, y una especie de sidra elaborada con frutas del país; bebida ésta maravillosamente agradable y refrescante.	 Hinaspapas kimsa rikchaq upyanakunatam quwarqaku, llapankum allin hinaspa allin; vino, granumanta ruwasqa upyana, cervezanchis hina, ichaqa aswan llamp’u, hinallataq huk clase sidra llaqta rurukunamanta ruwasqa; Kay upyanaqa admirakuypaq sumaqmi hinaspapas samaykachikuqmi.
Nos trajeron, además, gran cantidad de las naranjas escarlata, a las que ya me he referido, para nuestros enfermos; nos dijeron que constituían un eficaz remedio para las enfermedades adquiridas en el mar.	 Hinaspapas, askha puka naranjakunatan apamuwarqanku, chaymantan rimarqaniña, onqosqanchiskunapaq; niwarqankun lamar-qochapi hap’isqa onqoykunapaq allin hampi kasqankuta.
Nos dieron también una caja de pequeñas pildoras grises o blanquecinas, pues querían que nuestros enfermos tomaran una cada noche antes de dormirse; aseguraron que les ayudaría a curarse rápidamente.	Hinallataqmi huk cajachata quwarqaku gris utaq yuraq uchuy pastillakunata, unquqniyku sapa tuta manaraq puñuchkaspa hukninta tomanankuta munasqankurayku; Paykunaqa segurarqankun usqhaylla qhaliyanankupaq yanapananta.
Una especie de milagro nos ha traído aquí, y algo así tendría que suceder para sacarnos.	Ima milagropas kaymanmi apamuwarqanchik, chaymi kayna imapas pasanan karqa lluqsichiwananchikpaq.
Por lo tanto, en agradecimiento por nuestra pasada liberación y por nuestro peligro presente y los futuros, veneremos a Dios, y que cada uno de nosotros haga un acto de contrición.	 Chayraykun agradecekuspa ñawpaqpi kacharichisqa kasqanchismanta, kunanpas hamuq tiempopi ima peligropi tarikusqanchismantawan, Diosta yupaychasun, sapankanchistaq pesapakusun.
Además, nos encontramos entre un pueblo cristiano, piadoso y humano: presentémonos ante ellos con la mayor dignidad posible.	 Chaymantapas, tarikunchis cristiano, Dios sonqo, runa sonqo llaqta ukhupi: paykunaq ñawpaqenpi aswan hatun dignidadwan presentakusun.
Pero aún hay más; puesto que nos han encerrado entre estas paredes (aunque muy cortésmente) durante tres días, ¿no es acaso con objeto de observar nuestra educación y comportamiento?	 Ichaqa aswanraqmi kachkan; kimsa punchawña kay pirqakuna ukupi wichqasqa kasqanchikrayku (ancha sumaq sunquyuq kaspapas), ¿manachu costumbrenchikta, comportamientonchikta qawananchikpaq?
Y si lo encuentran malo, alejarnos; si bueno, concedernos más tiempo.	 Hinaspa mana allinta tarispankuqa karuman astakuychik; allin kaqtinqa aswan tiempota qowayku.
Estos hombres que nos atienden tal vez nos vigilan.	 Yaqapaschá kay serviwaqninchis runakuna qhawawashawashanchis.
¡Por amor de Dios, puesto que amamos el bienestar de nuestras almas y cuerpos comportémonos como Dios manda y hallaremos gracia ante los ojos de este pueblos!.	 ¡Diospa munakuyninrayku, almanchispa, cuerponchispa allin kayninta munasqanchisrayku, Diospa kamachisqanman hina comportakusun, chaymi kay llaqtakunaq ñawinpi graciata tarisun!
Todos, unánimemente, me agradecieron la advertencia, prometiendo vivir sobria y pacíficamente, sin dar la menor ocasión de ofensa.	Llapallankum huk simillamanta agradecekuwarqaku chay advertenciamanta, prometewarqakum allin yuyaywan hawkalla kawsakunaypaq, manataqmi ni imatapas piñachiwarqakuchu.
Así pues, pasamos nuestros tres días alegremente, despreocupados, esperando saber qué harían con nosotros cuando expiraran.	 Chaymi kinsa p’unchayniyku kusisqa, mana llakisqa, suyaspayku imatachus ruwawarqanku chayta yachanaykupaq, chaykunan tukukuqtin.
Durante aquel tiempo tuvimos la satisfacción constante de ver mejorar a nuestros enfermos, quienes se creían sumergidos  - en alguna fuente milagrosa, ya que mejoraban con tanta naturalidad y rapidez.	 Chay pachakunapiqa sapa kuti satisfacciónniyuq karqayku unqusqayku allinchakusqankuta rikuspa, pikunachus creerqanku unuman chinkaykusqankuta - ima milagroso fuentepi, imaraykuchus allinchakurqanku ancha naturalmente chaymanta usqhaylla.
Cuando hubieron transcurrido los tres días, a la mañana siguiente, se presentó un hombre, al que no habíamos visto antes, vestido de azul como el primero, excepto su turbante que era blanco con una pequeña cruz roja en lo alto.	 Kimsa punchaw pasaruptinsi, paqarin punchaw, huk runa rikurimurqa, manaraq rikusqayku, ñawpaq kaq hina azul pachayuq, turbantellanmanta aswanqa, yuraqllaña, hawanpi uchuy puka cruzniyuq.
Llevaba también una esclavina de lino fino.	 Hinaspapas sumaq linomanta p'achayuqmi kasqa.
A su llegada se inclinó ligeramente ante nosotros y extendió sus brazos.	 Chayamuspanmi ñawpaqniykupi pisillata k’umuykukuspa makinta haywarirqan.
Por nuestra parte lo saludamos humilde y sumisamente, pareciendo que recibiríamos de él una sentencia de vida o muerte.	 Ñoqaykumantaqa huch’uyyaykukuspa kasukuspa napaykuyku, wiñaypaq otaq wañuypaq sentenciasqa kasunman hina.
Deseaba hablar con algunos de nosotros.	 Payqa wakinniykuwanmi rimayta munarqa.
Sólo permanecimos seis y el resto abandonó el aposento.	Soqtallayku qhepakurqayku, wakintaq chay cuartomanta lloqsipurqanku.
"Dijo: ""Por mi profesión soy Gobernador de esta Casa de los Extranjeros, y por vocación sacerdote cristiano; y por esto, dada vuestra condición de extranjeros, y principalmente de cristianos, es por lo que vengo a ofrecerles mis servicios."	" Paymi nirqan: ""Profesionniywanmi kay hawa llaqtayoq runakunaq Wasinpi Gobernador kani, vocacionniywanpas cristiano sacerdote kani; chaypaqmi, hawa llaqtayoq hina kasqaykichista qhawarispa, aswantaqa cristiano hina, chaymi hamuni servicioykunata ofrecenaypaq""."
Puedo decirles algunas cosas, que creo escucharán de buena gana.	 Iskay kinsa imaymanakunatan willaykiman, chaykunatan uyariyta munaspa yuyaykuni.
Sabrán ustedes que la Casa de los Extranjeros es rica ahora, ya que conserva ahorradas las rentas de estos últimos treinta y siete años, y en este tiempo no ha llegado aquí ningún extranjero; no se preoctipen, el Estado costeará todo durante su estancia entre nosotros.	 Yachankichismi hawa llaqtayoq Wasiqa kunan qhapaq kashasqanmanta, kay kinsa chunka qanchisniyoq watakunapi qolqe chaskisqanta waqaychasqanrayku, kay tiempopiqa manan hawa llaqtayoq runapas kayman chayamunchu; Ama llakikuychu, Estadoqa tukuy imata paganqa ñuqaykuwan kasqaykipi.
Por esto, no tengan prisa.	 Chayrayku ama apuraychu.
Respecto a las mercancías que han traído se emplearán, y cuando regresen tendrán.el equivalente en mercancías, o en oro y plata; pues para nosotros es lo mismo.	Chay apamusqanku qhatukunamantaqa, chaykunatan utilizanqaku, kutimuqtinkutaqmi chayman rikch’akuq qhatuypi, otaq qori qolqepi ima kanqa; Bueno, ñuqaykupaqpas kaqllam.
Si tienen que hacer alguna petición, no la oculten, pues observarán que, sea cualquiera la respuesta que reciban, no dejarán de hallarse protegidos.	 Sichus huk mañakuyta ruwanayki kanqa chayqa, ama pakaychu, imaraykuchus qhawarinki, ima kutichiytapas chaskinki chayqa, manan saqenkichu amachasqa kayta.
"Sólo debo advertirles que no deben retirarse más de un karan (milla y media entre ellos) de las murallas de la ciudad sin un permiso especial."""	" Llaqta perqakunamantaqa ama huk karanmanta aswanta (milla kuskan) llaqta perqakunamanta horqonaykichispaqmi, mana permiso especialniyoq kaspaqa, advertinaykichismi""."
Nos parecía que teníamos ante nosotros un cuadro celestial de nuestra salvación; habiéndonos hallado muy poco tiempo antes en las fauces de la muerte, nos veíamos ahora en un lugar dond.e sólo encontrábamos consuelos.	Qespikuyniykumanta hanaq pacha siq’i ñawpaqniykupi kasqanman hinan rikch’akurqan; pisi tiempo ñawpaqta wañuypa chukchanpi tarikuspayku, kunanqa consuelollata tarisqayku cheqaspi tarikurqayku.
Respecto a la orden que se nos había dado no dejaríamos de obedecerla, aunque era imposible, a menos de que nuestros corazones se inflamaran, que intentáramos ir más allá del límite en esta tierra sagrada y feliz.	 Orden qowasqanchismanta rimaspaqa manan mana kasusunmanchu, manaña atisunmanchu chaypas, manachus sonqonchis ninawan hap’ichikunman karqan chayqa, kay ch’uya kusisqa hallp’api mana atisqanchismanta aswan karuman riyta munasunman.
Agregamos que primero nos quedaríamos mudos que olvidar en nuestras plegarias su reverenda persona o a todo su pueblo.	 Yapaykutaqmi ñawpaqtaqa upallalla kasunman mañakuyninchispi qonqananchismantaqa yupaychasqa runanta otaq llapa llaqtanta.
Le rogamos también humildemente que nos considerara sus verdaderos servidores, con el mismo derecho con que estuviera obligado cualquier hombre sobre la tierra; y que poníamos a sus pies, tanto nuestras personas como cuanto poseíamos.	 Hinallataqmi huch’uyyaykukuspa valekuykichis cheqaq kamachiykichis hina qhawariwanaykichispaq, kay pachapi mayqen runapas obligasqa derechoyoq hina; Paypa chakiman churanaykutapas, runamasiykutapas, tukuy ima kapuqniykutapas.
Contestó que él era un sacerdote y que sóla buscaba la recompensa propia de un sacerdote: nuestro fraternal cariño y el bien de nuestras almas y cuerpos.	 Paytaq kutichirqan sacerdote kasqanmanta, huk sacerdotepaq hina premiollata maskhasqanmanta: wawqe-panantin munakuyninchista, almanchispas cuerponchispa allin kaynintapas.
"Por esto, como lo corriente es que interrogue el que sabe menos, me parece más razonable que, para distraernos, que ustedes me pregunten en lugar de preguntarles yo a ustedes."""	Kayraykun, pisi yachaq tapuyqa costumbre kasqanrayku, aswan razonableman rikch’awan, distraewanaykupaqqa, tapuwanaykimantaqa tapuwanki”, nispa.
Respondimos que le agradecíamos humildemente que nos diera permiso para hacerlo así, y que pensábamos, a juzgar por lo que ya sabíamos, que en todo el universo no había cosa más merecedora de conocerse que el estado de esta tierra feliz.	 Kutichirqaykutaqmi, huch’uyyaykukuspa agradecekusqaykumanta, chayta ruwanaykupaq permisota qowasqaykumanta, yuyaykusqaykutapas, yachasqaykumanta qhawarispa, llapa teqsimuyuntinpi manan imapas aswan allin yachayniyoq kasqanmanta, kay kusisqa kay pachaq imayna kasqanmantaqa.
Nuestra pregunta hizo brillar la satisfacción en su rostro.	 Tapukusqaykuqa uyanmanmi kusikuyta apamurqan.
"Respondió: ""Al hacerme esta pregunta en primer lugar, mi corazón se siente más ligado al vuestro, ya que muestra que buscáis ante todo el reino de los cielos; con gusto, y brevemente, contestaré a vuestra demanda."	Paytaq kutichirqan: “Ñawpaqmanta kay tapuwaspaqa, sonqoy qanpa sonqoykiman astawan k’askakun, chaymi rikuchin hanaq pacha qhapaq suyuta maskhasqaykita;
Ante tan extraño espectáculo las gentes de la ciudad se concentraron rápidamente en la playa para admirarlo; luego se embarcaron en cierto número de pequeños botes con objeto de aproximarse más a aquella maravillosa vista.	 Chayna mana riqsisqa qawanawan tupaspankum llaqtapa runakunaqa chaylla lamar quchapa patanpi huñunakurqaku chayta qawanankupaq; chaymantataq chay sumaq rikuyman asuykunankupaq askha huch’uy botekunaman seqarqanku.
Pero cuando estaban a unas sesenta yardas del pilar se encontraron con que no podían avanzar, aunque podían moverse en otras direcciones; las personas permanecieron en los botes en una actitud contemplativa, corno en un teatro, mirando aquella luz, que era como un signo celestial.	Ichaqa pilarmanta yaqa soqta chunka yarda kashaqtinkun tarirqanku mana aswan karuta riyta atisqankuta, huk ladomanña puriyta atirqanku chaypas; Runakunaqa botekunapin qhepakurqanku yuyaymanaspa, teatropi hina, chay k’anchayta qhawaspa, hanaq pacha señal hina.
Doy fe ante este pueblo que en lo que estamos contemplando en estos momentos se halla tu dedo, y es un verdadero milagro.	Kay llaqtamanmi testifikani kay ratopi yuyaymanasqanchikqa dedoyki kasqanmanta, hinaspapas chiqap milagro kasqanmanta.
Cuando acabó su oración notó que el bote podía moverse sin impedimento, mientras que los demás permanecían quietos; y considerando que ello significaba permiso para aproximarse, hizo que, remando silenciosamente, el bote se acercara al pilar.	 Fraseninta tukuruspanmi musyarurqa boteqa mana harkakuspalla kuyuyta atisqanmanta, wakinñataqmi mana kuyurispalla qiparqaku; kaytataq asuykunanpaq permisota hina hap’ispa, ch’inlla boteta remarqan pilarkama.
En su parte anterior, la que estaba más cerca de él, crecía una pequeña rama verde de palma; cuando el sabio tomó el cofre en sus manos, con toda reverencia lo abrió y se encontraron dentro un libro y una carta, escritos ambos en fino pergamino y enrollados en trozos de tela.	 Ñawpaqninpi, aswan qaylla kaqninpi, wiñasqa huk huch’uy q’umir palmera k’allma; chay yachaysapa runaqa chay cajata makinpi hap’ispa, tukuy respetowan kicharispa huk librota huk cartatawan ukhupi tarirqan, iskayninku sumaq pergaminopi qelqasqa, tela t’aqakunapitaq rollochasqa.
