español	quechua
Justó muy ruinmente el señor don  Fulano, y dio el sayete de armas al truhán, porque le loaba de  haber llevado muy buenas lanzas.	Señor Don So-and-so ancha millay pukllarqan, hinaspan cuchilloman escudota qorqan, ancha allin lanzakunata apamusqanmanta alabasqanrayku.
¿Que hiciera si fuera verdad?	¿Imatan ruwawaq cheqaq kaqtin?
Y todo va desta manera: que confesando yo no ser más santo que mis  vecinos, desta nonada, que en este grosero estilo escribo, no me  pesará que hayan parte y se huelguen con ello todos los que en  ella algún gusto hallaren, y vean que vive un hombre con tantas  fortunas, peligros y adversidades.	Hinaspa tukuy imapas kaynatam rin: confesakuspay mana aswan chuya kasqayta vecinokunamanta, mana imamanta, kay grosero estilo qillqasqaypi, manam llakisaqchu llapallan chaypi ima gustotapas tariqkuna ripusqankumanta hinaspa kusikusqankumanta, hinaspa qhaway askha suerteyoq, peligroyoq, sasachakuyniyoq runa kawsasqanmanta.
Suplico a vuestra merced reciba el pobre servicio de mano de quien lo  hiciera más rico si su poder y deseo se conformaran.	Graciaykita mañakuyki, mana allin serviciota chaskinaykipaq, pichus aswan qhapaqyachinman, atiyniykipas, munayniykipas hunt’akunman chayqa.
Y pues vuestra merced  escribe se le escriba y relate el caso por muy extenso, parecióme  no tomarle por el medio, sino del principio, porque se tenga  entera noticia de mi persona.	Hinaspa graciayki ancha unay tiempo qelqasunaykipaq qelqamusqanrayku, chay casota willanaypaqpas, manan chawpipaqchu hap’irqani, aswanpas qallariymantapachan, chhaynapi runaymanta hunt’asqa noticiakuna chaskisqa kananpaq.
Y también porque consideren los que  heredaron nobles estados cuán poco se les debe, pues Fortuna fue  con ellos parcial, y cuánto más hicieron los que, siéndoles  contraria, con fuerza y maña remando, salieron a buen puerto.	Hinallataqmi, noble haciendakunata herenciata chaskiqkuna qhawarisqankurayku, paykunaman pisilla debekusqanmanta, Fortuna paykunaman huk chikan kasqanrayku, aswan askharaqtaq paykunaq contranpi kaspanku, kallpawan, yachaywan remaqkuna, allin puertoman lloqsimurqanku.
Tratado Primero	Tratado Ñawpaqta
Cuenta Lázaro su vida y cúyo hijo fue.	Lázaro willakun kawsayninmanta, piq churin kasqanmantapas.
Pues sepa vuestra merced ante todas cosas que a mí llaman Lázaro de Tormes,  hijo de Tomé González y de Antona Pérez, naturales de Tejares,  aldea de Salamanca.	Bueno, Graciaykita manaraq tukuy imamanta yachachun, Lázaro de Tormes nispa sutichawasqankuta, Tomé Gonzálezpa, Antona Pérezpa churin, Tejares llaqtamanta, Salamanca llaqtachamanta.
Mi nacimiento fue dentro del río Tormes, por  la cual causa tomé el sobrenombre, y fue desta manera.	Tormes mayupim nacerqani, chayraykum chay sutita hapirqani, chaynam karqa.
Mi padre,  que Dios perdone, tenia cargo de proveer una molienda de una  aceña, que está ribera de aquel río, en la cual fue molinero más  de quince años; y estando mi madre una noche en la aceña, preñada  de mí, tomóle el parto y parióme allí: de manera que con verdad  puedo decir nacido en el río.	Taytay, Dios pampachaykuchun, huk aceñapaq molinota quyta encargakuq, chay mayu patapi, chaypiqa chunka pichqayuq wata masnin molino ruwaq karqa; Hinaspa mamay huk tuta aceñapi wiksayuq kachkaptin, wachawaspa chaypi wachawarqa: mayupi nacesqayta chiqaptapuni ninaypaq.
Pues siendo yo niño de ocho años,  achacaron a mi padre ciertas sangrías mal hechas en los costales  de los que allí a moler venían, por lo que fue preso, y confesó y  no negó y padeció persecución de justicia.	Bueno, pusaq watayoq wayna kashaqtiymi taytayta huchacharqanku wakin mana allin yawar lloqsisqanmanta, chayman hamuq moliendaq saconkunapi, chaymantan hap’isqa karqan, hinaspan payqa confesakuspa mana negarqanchu hinaspan ñak’arirqan justicia qatiykachasqa .
Espero en Dios que  está en la Gloria, pues el Evangelio los llama bienaventurados.	Gloriapi kaq Diostan suyakushani, Evangelioqa saminchasqan nispa sutichasqanrayku.
En  este tiempo se hizo cierta armada contra moros, entre los cuales  fue mi padre, que a la sazón estaba desterrado por el desastre ya  dicho, con cargo de acemilero de un caballero que allá fue, y con  su señor, como leal criado, feneció su vida.	Kay pachakunapin huk ejercito ruwasqa karqan moro runakunaq contranpi, paykuna ukhupin karqan taytay, payqa chay tiempopiqa qarqosqa karqan chay desgraciamanta rimasqanchisrayku, chayman riq wiraqochapa mula manejaq posiciónninwan, hinallataq señorninwan, hina hunt’aq kamachi, kawsayninpi wañupurqan.
Mi viuda madre, como sin marido y sin abrigo se viese, determinó  arrimarse a los buenos por ser uno dellos, y vínose a vivir a la  ciudad, y alquiló una casilla, y metióse a guisar de comer a  ciertos estudiantes, y lavaba la ropa a ciertos mozos de caballos  del Comendador de la Magdalena, de manera que fue frecuentando las  caballerizas.	Viuda mamay, mana qusayuq, mana punchuyuq rikukusqanmanjina, allin kaqkunaman asuykunanpaq yuyaykusqa, paykunamanta huknin kasqanrayku, chay llaqtapi tiyaq hamuspa, huk cabañata alquilaspa, mikhunata wayk’uq rirqa wakin yachakuqkunapaq, hinaspa Comendador de la Magdalenaq caballonpa wakin novionkunaman p’achata t’aqsaq, chaymi sapa kutilla establokunaman riq.
Ella y un hombre moreno de aquellos que las bestias  curaban, vinieron en conocimiento.	Paywan huk yana chukchayuq runawan chay animalkunapa hampisqankunamanta yacharqaku.
Éste algunas veces se venía a  nuestra casa, y se iba a la mañana.	Payqa wakin kuti wasiykuman hamuq, hinaspa tutamanta ripuq.
Otras veces de día llegaba a  la puerta, en achaque de comprar huevos, y entrábase en casa.	Huk kutikunapitaq p’unchawpi punkuman hamuspa, uhuta rantiq hina, wasiman haykuq.
Yo  al principio de su entrada, pesábame con él y habíale miedo,  viendo el color y mal gesto que tenía; mas de que vi que con su  venida mejoraba el comer, fuile queriendo bien, porque siempre  traía pan, pedazos de carne, y en el invierno leños, a que nos calentábamos.	Yaykuynin qallariypiqa, payta llasaykurqani, manchakurqanitaqmi, llimp’inta, mana allin uyanta rikuspa; Ichaqa hamusqanwan mikhuy allinchakusqanmanta rikuspaymi allinta gustayta qallaykurqani, sapa kutim t’antata, aycha kuchukunata, chiri timpupi troncokunatapas apamuq q’uñikunaykupaq.
De manera que, continuando con la posada y  conversación, mi madre vino a darme un negrito muy bonito, el cual  yo brincaba y ayudaba a calentar.	Chaymi, posadawan rimanakuywan hinalla, mamayqa hamurqa ancha sumaq yana warmachata quwananpaq, chaymanmi saltarqani hinaspam yanaparqani q’uñikunaypaq.
"Y acuérdome que, estando el  negro de mi padre trebejando con el mozuelo, como el niño via a mi  madre y a mí blancos, y a el no, huía de él con miedo para mi madre,  y señalando con el dedo decía: ""!Madre, coco!""."	"Hinaspa yuyarini chayta, yana taytay waynawan llamkachkaptin, chay warmacha mamaytawan ñuqata yuraqta rikuspa, manaña kachkaptin, mamayta manchakuspa paymanta ayqikurqa, dedonwan señalaspataq nirqa: ""Mamay, coco!""."
"Respondio él riendo: ""!Hideputa!"""	Payqa asikuspa kutichisqa: -¡Pakasqa!
"Yo, aunque bien muchacho, noté aquella palabra de mi hermanico, y  dije entre mí: ""!Cuantos debe de haber en el mundo que huyen de otros porque no  se ven a sí mismos!"""	Qhari wawaña kashaspaypas, huch’uy wawqeypa chay siminta repararqani, hinaspan sonqoypi nirqani: “¡Haykachá kay pachapi kanman hukkunamanta ayqekuqkuna mana rikuyta atisqankurayku!”, nispa.
Quiso nuestra fortuna que la conversación del Zaide, que así se  llamaba, llego a oídos del mayordomo, y hecha pesquisa, hallóse  que la mitad por medio de la cebada, que para las bestias le  daban, hurtaba, y salvados, leña, almohazas, mandiles, y las  mantas y sábanas de los caballos hacía perdidas, y cuando otra cosa no tenía, las bestias desherraba, y con todo esto acudía a mi  madre para criar a mi hermanico.	Fortunayku munasqanman hinan chay hinata sutichasqa Zaideq rimayninqa mayordomoq ninrinman chayarqan, investigaspataq tarirqanku kuskan cebadata, uywakunarayku qosqanku, suwakuspa, qespichisqanmanta .
No nos maravillemos de un clérigo  ni fraile, porque el uno hurta de los pobres y el otro de casa  para sus devotas y para ayuda de otro tanto, cuando a un pobre  esclavo el amor le animaba a esto.	Ama admirakusunchu huk clérigomanta nitaq frailemanta, imaraykuchus hukninmi wakchakunamanta suwakun huknintaq wasinmanta devotonkunapaq hinallataq hukkunata yanapananpaq, maypachachus munakuy kayta kallpacharqan wakcha kamachiman.
Y probósele cuanto digo y aún más.	Hinaspa pruebasqa karqan imachus nisqallaypas, astawanraq.
Porque a mí con amenazas me preguntaban, y como niño  respondía, y descubría cuanto sabía con miedo, hasta ciertas  herraduras que pormandado de mi madre a un herrero vendí.	Imaraykuchus tapuwarqanku amenazaswan, wawa kaspataq kutichirqani, manchaywantaq tukuy yachasqayta tarirqani, wakin herraduras nisqakunatapas, chaykunatan mamaypa kamachisqanman hina herreroman venderqani.
Al  triste de mi padrastro azotaron y pringaron, y a mi madre pusieron  pena por justicia, sobre el acostumbrado centenario, que en casa  del sobredicho comendador ni entrase, ni al lastimado Zaide en la  suya acogiese.	Llakisqa padrastroyta laq’arqanku, llusirqanku ima, mamaytataq justiciamanta muchuchirqanku, costumbre pachak wata hunt’aymanta, mana ñawpaq rimasqa kamachiqpa wasinman haykusqanmanta, nitaq k’irisqa Zaidetapas wasinman chaskisqanmanta.
Por no echar la soga tras el caldero, la triste se esforzó y  cumplió la sentencia; y por evitar peligro y quitarse de malas  lenguas, se fue a servir a los que al presente vivían en el mesón de la Solana.	Chay waskata mana caldera qhepata wikch’usqanmanta, llakisqa warmiqa kallpachakurqan, hinaspan sentenciata hunt’arqan; hinaspa mana peligropi kananpaq, millay simikunata chinkachinanpaq, kunan posada de la Solana nisqapi tiyaqkunata serviq rirqan.
Y allí, padeciendo mil importunidades, se acabó de  criar mi hermanico hasta que supo andar, y a mí hasta ser buen  mozuelo, que iba a los huéspedes por vino y candelas y por lo  demás que me mandaban.	Hinaspa chaypi, waranqa impunidadkunata ñak’arispa, huch’uy wawqey wiñayta tukurqan puriyta yachanankama, ñoqataq allin wayna kanaypaq, invitadokunaman riq kani vinota, velakunata maskhaq, hinallataq kachamuwasqanku puchuqkunatapas.
En este tiempo vino a posar al mesón un ciego, el cual,  pareciéndole que yo sería para adestrarle, me pidió a mi madre, y  ella me encomendó a él, diciéndole como era hijo de un buen  hombre, el cual por ensalzar la fe había muerto en la de los  Gelves, y que ella confiaba en Dios no saldría peor hombre que mi  padre, y que le rogaba me tratase bien y mirase por mí, pues era  huérfano.	Kay ratopin huk ñawsa runa hamurqan posadaman alojakuq, paymi, payta yachachinaypaq yuyaykuspa, mamayta tapuwarqan, paytaq payman encargawarqan, allin runaq churin kasqayta willaspa, pichus alabasqanmanta iñiyqa wañusqañan Gelves nisqakunaq iñiyninpi, hinallataq Diospi confiasqanmanta, taytaymanta aswan millay runa mana lloqsinanta, hinaspan valekurqan allinta tratawananpaq, cuidawananpaqpas, mana tayta-mamayoq kasqaymantapacha.
Él le respondió que así lo haría, y que me recibía no  por mozo sino por hijo.	Chayta ruwasaq nispa kutichiwarqa, manataq sirvienteta hinachu chaskiwarqa, aswanqa churi hinam.
Y así le comencé a servir y adestrar a mi nuevo y viejo amo.	Hinaptinmi musuq hinaspa mawka patronniyta serviyta hinaspa yachachiyta qallaykurqani.
Como estuvimos en Salamanca algunos días, pareciéndole a mi amo  que no era la ganancia a su contento, determino irse de allí, y  cuando nos hubimos de partir, yo fui a ver a mi madre, y ambos  llorando, me dio su bendicion y dijo:	Pisi p’unchawkuna Salamanca llaqtapi kasqaykurayku, patronniyman rikch’akurqa gananciaqa mana paypa satisfacciónninmanchu, payqa chaymanta ripunanpaq yuyaykusqa, ripunayku kaqtintaq mamayta qhawaq rirqani, iskayninkutaq waqarqayku, pay saminchayninta qowaspan niwarqan :
"Hijo, ya se que no te veré más._x000D_
Procura ser bueno, y Dios te  guié._x000D_
Criado te he y con buen amo te he puesto: Valete por tí."	Churi, yachanin manaña rikunaykita._x000D_ Kallpanchakuy allin kanaykipaq, Diosmi pusasunki._x000D_ Uywarqayki hinaspa allin patronman churayki: Kikiykipaq valekuy.
Y así me fui para mi amo, que esperándome estaba.	Hinaptinmi patronniyman rirqani, paymi suyawachkarqa.
Salimos de  Salamanca, y llegando a la puente, está a la entrada de ella un  animal de piedra, que casi tiene forma de toro, y el ciego mandóme  que llegase cerca del animal, y allí puesto, me dijo:	Salamancamanta lluqsirqayku, puenteman chayaspataq, chayman yaykunanpi kan huk rumimanta uywa, yaqa toroman rikch’akuq, chay ñawsa runataq kamachiwarqa uywaman asuykunaypaq, chaypi tiyaspataq, niwarqa : 1 .
Lázaro, llega el oído a este toro, y oirás gran ruido dentro  dél.	Lazaro, kay torota uyariy, ukunpiqa sinchi qapariytan uyarinki.
Yo simplemente llegué, creyendo ser así; y como sintió que tenía  la cabeza par de la piedra, afirmó recio la mano y diome una gran  calabazada en el diablo del toro, que más de tres dias me duro el  dolor de la cornada, y dijome:	Chayraqmi hamurqani, chayna kasqanpi iñispay; Hinataq umay rumiman hinaraq kashaqta sientespan makinmanta allinta hap’ispa toroq supayninta sinchita maqawarqan, chaymi kinsa p’unchay masraq goringpa nanaynin karqan, hinaspan niwarqan:
Necio, aprende que el mozo del ciego un punto ha de saber más que  el diablo.	Mana yuyayniyoq, yachay, ñawsa runaq mikhuqninqa supaymantaqa aswan askhatan yachanan.
Y rió mucho la burla.	Hinaspa anchata asikusqa.
Parecióme que en aquel instante desperté de la simpleza en que  como niño dormido estaba.	Chay ratopin rikch’arirqani puñuq wawa hina mana sasachakuspalla kasqaymanta.
Dije entre mí:	Ñoqaqa sonqoypin nirqani:
Verdad dice éste, que me cumple avivar el ojo y avisar, pues solo  soy, y pensar como me sepa valer.	Cheqaqmi nin kay, chaymi hunt’awan ñawita filoykuspa advertinaypaq, imaraykuchus ñoqalla kani, hinallataq yuyaymananaypaq imaynachus valeyta yachasqayman hina.
Comenzamos nuestro camino, y en muy pocos días me mostró jerigonza, y como me viese de buen ingenio, holgábase mucho, y decía:	Viajeykuta qallarirqayku, pisi p’unchaykunallapitaqmi mana rimaq simikunata rikuchiwarqan, allin yuyayniyoq kasqayta rikuwasqanman hinataqmi ancha kusisqa kasharqan, hinaspan niwarqan:
Yo oro ni plata no te lo puedo dar, mas avisos para vivir muchos  te mostraré.	Manam quritapas qullqitapas quykimanchu, aswan achka advertenciakunatam qawachisqayki kawsanaykipaq.
Y fue así, que después de Dios, éste me dio la vida, y siendo  ciego me alumbró y adestró en la carrera de vivir.	Hinaspa chay hina karqan, Diospa qhepanta, paymi kawsayta qowarqan, ñawsa kaspataq k’ancharichiwarqan, yachachiwarqantaq kawsay carrerapi.
Huelgo de contar a vuestra merced estas niñerías para mostrar cuánta virtud sea saber  los hombres subir siendo bajos, y dejarse bajar siendo altos  cuánto vicio.	Manañan necesitanchu graciaykiman kay mana imapaq valeq kaqkunata willanaykipaq, chhaynapi rikuchinaykipaq may chhika virtud kasqanmanta yachay imaynatas qharikuna pisi kaspanku hatarinku, hinaspataq uraykamunku hatun kaspanku hayk’a viciota.
Pues, tornando al bueno de mi ciego y contando sus cosas, vuestra merced sepa  que desde que Dios crió el mundo, ninguno formó más astuto ni  sagaz.	Bueno, allin ñawsayman kutirispa imakunatapas willaspa, Graciaykiqa yachanmi Dios kay pachata kamasqanmantapacha, manan pipas aswan q’otukuqchu nitaq yuyaysapachu karqan.
En su oficio era un águila.	Negocionpiqa atoqmi karqan.
Ciento y tantas oraciones sabía de coro.	Payqa yacharqanmi pachak hina askha mañakuykunata coromanta.
Un tono bajo, reposado y muy sonable que hacía resonar la  iglesia donde rezaba, un rostro humilde y devoto que con muy buen  continente ponía cuando rezaba, sin hacer gestos ni visajes con  boca ni ojos, como otros suelen hacer.	Huk pisi, thak hinaspa ancha sonable tono, chaymi mañakusqan iglesiata uyarichirqa, huk humilde hinaspa devoto uya, chaytam churakurqa ancha allin uyawan mañakuptin, mana gestokunata ruwaspa nitaq expresionkunata siminwan nitaq ñawinwan ruwaspa, hukkuna hina ruway.
Allende desto, tenía otras  mil formas y maneras para sacar el dinero.	Kaymanta aswan karumanqa waranqa huk ñankunayuqmi karqan, qullqita tarinanpaqpas.
Decía saber oraciones  para muchos y diversos efectos: para mujeres que no parían, para  las que estaban de parto, para las que eran malcasadas, que sus  maridos las quisiesen bien.	Payqa niranmi mañakuykunata yachasqayta askha imaymanapaq: mana wachakuq warmikunapaq, wachakuqkunapaq, mana allin casarasqakunapaq, qosanku allinta munakunankupaq.
Echaba pronósticos a las preñadas; si  traía hijo o hija.	Paymi wiksayuq warmikunaman willakuykunata quykurqa; qhari wawata, warmi wawata apamuqtinqa.
Pues en caso de medicina, decía que Galeno no  supo la mitad que él para muela, desmayos, males de madre.	Bueno, hampimanta rimaspaqa, nirqam Galenqa mana yachasqanmanta chay kuskanninta kirukunapaq, desmayananpaq, mamapa unquyninpaq kasqanmanta.
Finalmente, nadie le decía padecer alguna pasión, que luego no le  decía:	Tukuchanapaqtaq, mana pipas willarqanchu ima pasión nisqawanpas ñak’arisqanmanta, chaytataq qhipaman mana willarqanchu:
Haced esto, haréis estotro, cosed tal yerba, tomad tal  raiz.	Kayta ruray, kayta ruranki, chayna qurata siray, chayna saphita hapiy.
Con esto andábase todo el mundo tras él, especialmente mujeres, que cuanto les decían creían.	Kaywantaq tukuy runa qhipanta rirqanku, astawanqa warmikuna, tukuy willasqankumanjina iñiq.
Déstas sacaba él grandes  provechos con las artes que digo, y ganaba más en un mes que cien  ciegos en un año.	Déstasqa hatun gananciakunatan ruwarqan artekunawan rimasqaywan, huk killapin aswan askhata ganarqan, huk watapi pachak ñawsakunamantaqa.
Mas también quiero que sepa vuestra merced que, con todo lo que  adquiría y tenía, jamás tan avariento ni mezquino hombre no vi, tanto que  me mataba a mí de hambre, y a sí no me demediaba de lo necesario.	Ichaqa munanitaqmi graciayki yachananta, tukuy ima ganasqaywan, kapuqniywan, manan hayk’aqpas rikurqanichu chhayna munapayayniyoq otaq q’otukuq runata, chaymi yarqaymanta wañurachiwarqan, manataq khuyapayawarqanchu imachus necesario kaqta chayqa.
Digo verdad; si con mi sotileza y buenas mañas no me supiera  remediar, muchas veces me finara de hambre; mas con todo su saber  y aviso le contraminaba de tal suerte que siempre, o las más veces,  me cabía lo más y mejor.	Cheqaqtan rimani; Sichus sutilidadniywan, allin toqllaywan mana yachaymanchu imayna allichayta chayqa, askha kutitan yarqaymanta wañuyman karqan; ichaqa tukuy yachayninwan, advertencianwan ima, contradicirqan, chaymi sapa kuti, otaq aswan askha kutipi, aswan allinta, aswan allinta ima chaskirqani.
Para esto le hacía burlas endiabladas, de  las cuales contaré algunas, aunque no todas a mi salvo.	Chaypaqmi supay asichikuykunata ruwarqa, wakinta willasaq, manaña llapantachu ñuqallamanta chaypas.
Él traía el pan y todas las otras cosas en un fardel de lienzo que  por la boca se cerraba con una argolla de hierro y su candado y su  llave, y al meter de todas las cosas y sacarlas, era con tan gran  vigilancia y tanto por contadero, que no bastaba hombre en todo el  mundo hacerle menos una migaja; mas yo tomaba aquella laceria que  el me daba, la cual en menos de dos bocados era despachada.	T’antata, tukuy imakunatapas huk linomanta ruwasqa p’uyñupi apamusqa, chay p’uyñuqa siminpi wisq’asqa kasqa, fierromanta anillowan, candadowan, llavenwan ima, tukuy imata churaspa, horqospataq, ancha makilla qhawarispa, anchata contadorpaq ima, enteron pachapi mana suficiente runa kasqanmanta, huk miskimanta pisita ruwananpaq; ichaqa chay qowasqan laceriatan hap’irqani, chaymi mana iskay simillapichu kachasqa karqan.
Después que cerraba el candado y se descuidaba pensando que yo  estaba entendiendo en otras cosas, por un poco de costura, que  muchas veces del un lado del fardel descosía y tornaba a coser, sangraba el avariento fardel, sacando no por tasa pan, mas buenos  pedazos, torreznos y longaniza; y así buscaba conveniente tiempo  para rehacer, no la chaza, sino la endiablada falta que el mal  ciego me faltaba.	Candadota wisq’aspa mana cuidakuspa, huk imakunawanpas atipanakusqayta yuyaykuspa, huk chikan siranapaq, chaytan askha kutita huk ladonpi chay paqueteta kicharirqan, hukmantataq sirarqan, chay munapayay paqueteta yawarcharqan, t’antata mana precioman hinachu horqospa , ichaqa allin pedazokuna, torreznos y salchicha; Hinaspa chaymi maskharqani allin tiempota wakmanta ruwanaypaq, manan chazatachu, aswanpas supay faltayta, chaytan millay ñawsa mana tarirqanchu.
Todo lo que podía sisar y hurtar, traía en  medias blancas; y cuando le mandaban rezar y le daban blancas,  como él carecía de vista, no había el que se la daba amagado con  ella, cuando yo la tenía lanzada en la boca y la media aparejada, que por presto que él echaba la mano, ya iba de mi cambio  aniquilada en la mitad del justo precio.	Tukuy ima suwakuyta, suwakuyta atisqanta, yuraq mediasta apamuq; hinaspataq mañakunanpaq kamachiptinku hinaspa blancas quptinku, mana rikuq kasqanrayku, manam pipas karqachu chaywan fintasqa quq, simiyman wischuykuptiy hinaspa mediata listo kachkaptiy, chayllapaq makinta wikch’uykusqa, ñam cambiasqayta kuskan allin preciopi pichachkarqani.
Quejábaseme el mal ciego, porque al tiento luego conocía y sentia que no era blanca entera, y decía:	Chay millay ñawsa runaqa quejakuwarqa, llamiykusqanwanmi qipaman yacharurqa hinaspa sienterqa mana llapanpichu yuraq kasqanmanta, hinaspam niwarqa:
En ti debe estar esta desdicha.	Qampiqa kay desgraciachá kanman.
Tambien él abreviaba el rezar y la mitad de la oración no acababa,  porque me tenía mandado que en yéndose el que la mandaba rezar, le  tirase por el cabo del capuz.	Hinallataqmi mañakuyninkunata pisiyachirqan, manataqmi kuskannintachu mañakuyta tukurqan, mañakunanpaq kamachikuq ripushaspa capucha tukukuykama aysananpaq kamachiwasqanrayku.
Yo así lo hacia.	Chaytan ruwarqani.
Luego él tornaba a  dar voces, diciendo:	Chaymantataq yapamanta qaparirqan:
"¿Mandan rezar tal y tal oración?_x000D_
, como  suelen decir."	¿Kayhina mañakuytachu apachinku?_x000D_ , nisqankuman hina.
Usaba poner cabe sí un jarrillo de vino cuando comíamos, y yo muy  de presto le asía y daba un par de besos callados y tornábale a su  lugar.	Mikhuqtiykuqa ladonmanmi huk jarra vinota churaq, ñoqataq ancha usqhaylla hap’ispa iskay kinsa ch’inlla much’aykuspa kasqanman kutichiq kani.
Mas duróme poco, que en los tragos conocía la falta, y por  reservar su vino a salvo nunca después desamparaba el jarro, antes  lo tenía por el asa asido.	Ichaqa manan unaychu durarqan, imaraykuchus ukyaqtiymi yacharqani imachus mana allin kasqanmanta, vinoy allin kananpaq, manan hayk’aqpas chay jarrataqa saqerqanichu chay qhepaman, manaraq hap’ishaspa.
Mas no había piedra imán que así  trajese a sí como yo con una paja larga de centeno, que para aquel  menester tenía hecha, la cual metiéndola en la boca del jarro,  chupando el vino lo dejaba a buenas noches.	Ichaqa manan karqanchu lodestone kikinman apamuq, imaynan huk suni centeno pajawan ruwarqani hinata, chay necesidadpaq ruwasqay, chaymi, jarraq siminman churaspa, vinota chupaspa, allin tutaman saqerqan.
Mas como fuese el  traidor tan astuto, pienso que me sintió, y dende en adelante mudó  propósito, y asentaba su jarro entre las piernas, y atapábale con  la mano, y así bebía seguro.	Ichaqa traidor ancha q’otukuq kasqanraykun yuyaykuni sientewasqanmanta, chaymantapachan imapaqchus yuyaykuyninta cambiarqan, hinaspan jarranta chaki chawpipi tiyachiq, hinaspa makinwan tapakuq, chhaynapin mana imamanta manchakuspa ukyaq.
Yo, como estaba hecho al vino, moría  por él, y viendo que aquel remedio de la paja no me aprovechaba ni  valía, acordé en el suelo del jarro hacerle una fuentecilla y  agujero sotil, y delicadamente con una muy delgada tortilla de  cera taparlo, y al tiempo de comer, fingiendo haber frío,  entrabame entre las piernas del triste ciego a calentarme en la  pobrecilla lumbre que teníamos, y al calor della luego derretida  la cera, por ser muy poca, comenzaba la fuentecilla a destillarme  en la boca, la cual yo de tal manera ponía que maldita la gota se perdía.	Ñuqa, vinoman ruwasqa kasqayrayku, chayrayku wañurqani, chay paja hampi mana imapaqpas valeq kasqanmanta nitaq valeq kasqanmanta rikuspaymi, rimanakurqani chay jarrapa uranpi huk uchuy pukyuta hinaspa sutil uchkuta ruwanaypaq, hinaspa sumaqllata tapanaypaq ancha llañu cera panquequewan.Hinaspa mikhuy pacha chayamuqtin, chiriman tukuspa, llakisqa ñawsa runaq chaki chawpinman haykuq kani, wakcha ninachapi q’oñikunaypaq, chay nina rawraypitaq cera pisi tiempollamantan chulluq, ancha pisilla kasqanrayku, chay pukyuchaqa simiypi llimp’iyta qallariq, chaytan churarqani chay hinata, chaymi maldito gota chinkapurqan.
