español	quechua
Ella planea jugar al tenis mañana por la tarde.	 Payqa paqarin tarde tenis pukllayta yuyaykushan.
Me presentó a sus amigos en la fiesta.	 Paymi chay fiestapi amigonkunawan reqsichiwarqan.
Ella siempre está pensando en planes lucrativos.	 Payqa sapa kutillanmi yuyaykushan qolqe gananapaq plankunapi.
Ella guarda sus ahorros en el banco por seguridad.	 Payqa qolqe waqaychasqantan bancopi waqaychan mana imamanta manchakuspa.
Ella me besó en la mejilla y dijo buenas noches.	 Payqa uyaypi much’aykuspanmi allin tuta niwarqa.
Ella sabe que no tiene otra opción.	 Payqa yachanmi mana huk ruway atisqanmanta.
Ella me amaba de la misma forma que yo la amaba.	 Payqa imaynan ñoqapas munakurqani hinatan munakuwarqan.
Ella repetía lo que había oído a su madre.	 Mamanmanta uyarisqanta yapamanta rimachkasqa.
Ella le regañó por haber dejado la puerta abierta.	 Punkuta kichasqata saqisqanmantam qaqcharqa.
Ella retó al niño por llegar tan tarde a la casa.	 Chaysi chay warmataqa qaqcharqa chayna tardeta wasinman kutimusqanmanta.
A ella parece gustarle hablar de sí misma.	 Payqa gustanmanpaschá pay kikinmanta rimay.
Ella pasa mucho tiempo practicando con el piano.	 Payqa achka tiempotam piano tocananpaq ensayan.
Ella sugirió que yo fuera al negocio con él.	Paymi yuyaychawarqan paywan kuska negocioman rinaypaq.
Ella sugirió que yo fuera a la tienda con él.	 Paymi yuyaychawarqan paywan kuska tiendaman rinaypaq.
Ella trató de prevenir que se difundiera el rumor.	 Payqa kallpachakurqanmi chay rimay mana mast’arikunanpaq.
Ella se ofreció para ir a la reunión con él.	 Paywan kuska huñunakuyman rinanpaqmi nirqa.
Ella esperó y esperó, pero él nunca regresó.	 Payqa suyaspa suyarqan, ichaqa manan hayk’aqpas kutimurqanchu.
Ella pasó por el lado suyo sin notarlo.	 Mana musyakuspallam paypa waqtanta pasarqa.
Ella quería mi permiso para usar el teléfono.	 Payqa munarqanmi permisoyta telefonota utilizananpaq.
Él le aconsejó sobre cómo mantenerse sana.	 Paymi yuyaycharqa imayna qhali kananpaq.
Ella era más hermosa que todas las demás.	 Payqa llapa wakinkunamantapas aswan sumaqmi karqa.
Ella era más linda que todas las demás.	 Payqa llapa wakinkunamantapas aswan sumaqmi karqa.
Se suponía que ella asistiera a la fiesta con él.	 Payqa paywan kuskan chay fiestaman rinan karqan.
Ella fue la primera en prestarle atención.	 Paymi ñawpaqtaqa payta uyarirqan.
Ella salió a respirar aire puro.	Payqa lluqsirqa sumaq wayrata samananpaq.
Ella iba todos los días a verlo al hospital.	 Sapa punchawmi hospitalman qawaq riq.
Ella fue a verle al hospital todos los días.	 Sapa punchawmi hospitalman qawaq riq.
Ella se alegrará de saber que quieres verla.	 Payqa kusikunqan payta rikuyta munasqaykita yachaspa.
Ella regresará del colegio a las seis en punto.	 Payqa soqta horasta escuelamanta kutimunqa.
Escribirá otro libro uno de estos días.	 Huk p’unchaymi huk librota qelqanqa.
Deseó que su madre no estuviera enfadada con ella.	 Payqa munarqanmi maman mana paywan phiñakunanta.
Ella está sentada en la cocina tomando té.	 Payqa cocinapi tiyashanmi chayta tomaspa.
Como mi madre estaba enferma, no pude ir.	 Mamay unqusqanrayku mana riyta atirqanichu.
Como mi madre estaba enferma, no pude ir allí.	 Mamay unqusqanraykum mana chaymanqa riyta atirqanichu.
Siéntate en el sofá y ponte cómodo.	 Sofápi tiyaykuspa allinta kawsakuy.
Por la ventana se veía salir el humo.	 Ventanamanta q’osñi lloqsimushaqta rikukurqan.
Así que Tom y tú sois amigos muy próximos, ¿eh?	 Chaymi Tomwanqa ancha allin amistad kankichik, ¿aw?
Algunos son caros, y otros son muy baratos.	 Wakinqa ancha chaninniyuqmi, wakintaq ancha barato.
Algunos profesores no entienden este problema.	 Wakin yachachiqkunam kay sasachakuytaqa mana entiendenkuchu.
A veces es genial para pasar un tiempo a solas.	 Wakin kutiqa ancha allinmi sapallayki huk tiempota pasayqa.
Tarde o temprano tendré que dejar de hacerlo.	 Pisi tiempomantapas manañan chayta ruwanaychu kanqa.
Toma el libro que dejaron en la mesa.	 Mesapi puchuq librota apakuy.
Dile que estoy arreglando el frigorífico.	 Payman niy refrigeradorta allichasqayta.
Dime lo que estás buscando y te ayudaré.	 Willaway ima maskasqaykita, ñuqa yanapasqayki.
Dime por qué no fuiste ayer al colegio.	Willaway imarayku qayna punchaw mana escuelaman rirqankichu.
Ese país es casi dos veces más grande que Japón.	 Chay nacionqa yaqa iskay kuti masraqmi Japón nacionmanta.
Por eso estuve ausente de la escuela ayer.	 Chayraykum qayna punchaw mana escuelapichu karqani.
El muro de Berlín dividía Berlín en dos partes.	 Berlín pirqaqa Berlin llaqtatam iskayman rakirqan.
El comandante británico fue forzado a rendirse.	 Inglaterra nacionmanta comandanteqa entregakunanpaqmi obligasqa karqan.
El Medio Oriente es la cuna de la civilización.	 Oriente Medio nisqa llaqtaqa civilización nisqapa cunanmi.
El Sahara es el mayor desierto del mundo.	 Sahara nisqaqa Tiksimuyuntinpi aswan hatun ch'in pampam.
El sol de la tarde llega directamente a mi pieza.	 Tarde intiqa cuartoyman chiqanmanta tupan.
El avión iba a llevarlos a Bauru.	Chay avionqa Bauru llaqtamanmi pusanan karqan.
El autor de este artículo es un crítico famoso.	 Kay qillqasqata qillqaqqa ancha riqsisqa k'amiqmi.
La mala cosecha causó escasez masiva de alimentos.	 Mana allin cosechasqankuraykum achka mikuy pisiyarurqa.
La batalla fue feroz e increíblemente sangrienta.	 Chay maqanakuyqa sinchi sinchi, mana iñiy atina yawarllaña karqan.
El chico agarró la escalera y comenzó a subir.	 Chaysi waynaqa escaleramanta hap’ispa wichayta qallarisqa.
El niño le tiró un avión de papel al profesor.	 Chay waynaqa huk papel avionta yachachiqman wikch’uykusqa.
El niño que está nadando es mi hermano menor.	 Nadaq warmachaqa uchuy wawqiymi.
El ladrón encerró a la pareja en el sótano.	 Chay suwaqa chay casarasqakunatan sotano nisqapi wisq’aykusqa.
A esos niños los abandonaron a su suerte.	 Chay wawakunaqa destinonkumanmi saqesqa karqanku.
La iglesia está del otro lado de la calle.	 Chay iglesiaqa calle chimpapin kashan.
El clima aquí es más suave que el de Tokio.	 Kaypiqa Tokio llaqtamanta aswan llamp'u pacham.
El país va en la dirección correcta.	 Suyuqa allin ñanmanmi rishan.
La decisión del tribunal podría anunciarse hoy.	 Chay tribunalpa tanteasqanmantaqa kunan punchawmi willakunman.
El criminal fue arrestado y puesto en prisión.	 Chay huchasapa runata hap’ispa carcelman churarqanku.
Las diferencias eran menores, así que las ignoré.	 Chay mana kaqlla kasqankuqa pisillan karqan, chaymi mana uyarirqanichu.
La región abunda en recursos naturales.	 Chay suyupiqa achka recursos naturales nisqakunam kachkan.
El doctor dijo que será necesario operar.	 Doctorqa operanapuni kananta nirqa.
El perro siguió a su amo, moviendo la cola.	 Allquqa patronninta qatirqa, chupanta kuyuchispa.
El narcotraficante fue arrestado en el aeropuerto.	 Kay narcotráfico runataka hapishkami kay aeropuerto llankay wasipi.
La economía de esa isla depende de la pesca.	 Chay islapi economía nisqa challwakuymantan kanqa.
Los empleados votaron sobre la propuesta del jefe.	 Chay llamkaqkunam jefepa nisqanman hina votarqaku.
La exposición estará todavía abierta por un mes.	 Chay rikuchiyqa huk killaraqmi kichasqa kanqa.
La explicación de cada hecho tomó harto tiempo.	 Sapanka cheqaq kaqta sut’inchanapaqqa unay tiempon pasarqan.
Ha aumentado mucho el capital de esa familia.	 Chay ayllupa capitalninqa anchatam yapakurun.
La primera edición se publicó hace diez años.	 Ñawpaq kaq edicionqa chunka wata ñawpaqtaraqmi lluqsirqa.
Lo primero que hicimos fue mirar a los pandas.	 Ñawpaqtaqa pandakunata qhawaymi karqan.
Lo primero que tienes que hacer es darte un baño.	Ñawpaqtaqa bañakuymi.
La primera vez, ella no se puso muy firme con él.	 Ñawpaq kutipiqa manan anchatachu paywan takyasqa.
La chica que toca el piano es mi hermana.	 Piano tocaq sipasqa ñañaymi.
La buena noticia es que usted no va a morir.	 Allin willakuyqa manam wañunaykichu.
La buena noticia es que no te vas a morir.	 Allin willakuyqa manam wañunaykichu.
Se quemaron las casas de cientos de familias.	 Pachaknintin ayllukunapa wasinkunam ruparurqa.
Lo importante es tener su propia afición.	 Importanteqa qan kikiykiq kusirikuyniyoq kaymi.
Lo importante es tener tu propio pasatiempo.	 Importanteqa qan kikiykiq kusirikuyniyoq kaymi.
La situación internacional se está poniendo grave.	 Situación internacional nisqa sinchi sasachakuymanmi tukupushan.
El juez lo sentenció a un año de prisión.	 Juezmi sentenciarqa huk wata carcelpi kananpaq.
La dama vestida de blanco es una famosa actriz.	 Yuraq pachayuq señoraqa ancha riqsisqa actrizmi.
El abogado creía en la inocencia de su cliente.	 Chay abogadoqa iñirqanmi clienten mana huchayoq kasqanpi.
Hay muy poco alumbrado en esta parte de la ciudad.	 Kay llaqtapa rakinpiqa ancha pisillam kanchayqa kan.
El león es usado a menudo como símbolo de coraje.	Sapa kutim leontaqa mana manchakuq kanankupaq servichikunku.
El chavalin bajó la cabeza sin decir nada.	 Wawaqa mana imatapas rimaspa umantapas uraykachirqan.
Los muebles del salón eran de estilo moderno.	 Salónpi mueblekunaqa moderno estilopin karqan.
En la puerta de al lado vive un médico.	 Wasi ladonpin huk doctor tiyashan.
El señor que vive al lado de mi puerta es médico.	 Punkuypa waqtanpi tiyaq runaqa doctormi.
El monarca debe asistir al funeral.	 Reyqa p’ampasqankumanmi rinan.
Cuanto más la escucho, menos me gusta.	 Astawan uyarisqayman hinam manaña gustawanchu.
Cuanto más lo pienso, menos me gusta.	 Astawan yuyaymanaspayqa manañam gustawanchu.
La nación declaró recientemente su independencia.	 Chayllaraqmi chay nacionqa independencianta willakurqa.
El anciano era acompañado por su nieto.	 Chay machuchaqa willkanwan kuska kasqa.
A lo único que hay que temer es al miedo mismo.	 Manchakuyqa kikin manchakuymi.
El parque se encuentra en el centro de la ciudad.	 Chay parkiqa llaqtapa chawpinpim kachkan.
