español	quechua
RESUMEN	 PISIYACHISQA
Díjole él a su esposa:	 Warmintataq nirqa:
Y él respondió:	 Hinan kutichirqan:
Entonces el Canciller replicó:	 Hinaptinmi Cancillerqa kutichisqa:
EPILOGO	 EPILOGO nisqa
diaspar	 diaspar nisqa
SONETOS DE AMOR	MUNAKUY SONETOS
De los hermosos el retoño ansiamos	 Sumaqmanta chay brote munasqanchismanta
y hambre produces en donde hay hartura,	 yarqaytataq askha kasqanpi ruruchinki,
demasiado cruel y hostil contigo.	 ancha millay hinaspa chiqnikuq qanwan.
pregón de la radiante primavera,	 k’anchariq pukyumanta willakuy, .
sepultas tu poder en el capullo,	 atiyniykita p'ampanki chay cocopi, .
será un andrajo que no mira nadie.	 Mana pipas qawasqan trapo kanqa.
Y si por tu belleza preguntaran,	 Sumaq kayniykimanta tapuptinkutaq,
tesoro de tu tiempo apasionado,	 tesoro de tu tiempo pasionado, .
decir que yace en tus sumidos ojos	 chinkasqa ñawiykipi kasqanmanta niy
¡Cuánto más te alabaran en su empleo	 Maynaraqmi llamkaynikipi alabasunkiku
ver cálida tu sangre que se enfría.	 qhaway q’uñichiy yawarniyki q’oñikuq.
¿Quién es la bella del intacto seno	 Pitaq mana imayuq sinqapa sumaq kaynin
la gracia de su abril, su primavera;	 abril killanpa, primaveranpa gracian;
Derrochador de encanto, ¿por qué gastas	 Gasto de encanto, imaraykutaq gastanki
en ti mismo tu herencia de hermosura?	 qan kikiykipi sumaq kay herenciayki?
y, generosa, presta al generoso.	 hinaspa, qoykukuq, qoykukuqman prestan.
Al comerciar así sólo contigo,	 Qankunawanlla kay hinata qhatuspa,
defraudas de ti mismo a lo más dulce.	 aswan misk’imanmi engañakunki.
podrás dejar que sea tolerable?	 ¿atiwaqchu saqiyta tolerable kananpaq?
sus tiranos serán cuando destruyan	 tiranonkuqa kanqa chinkachiptinku
una belleza de suprema gracia:	 hatun graciaq sumaq kay:
muda al verano que en su seno arruina;	 sinqanpi thuñiq chiri pachaman tikray;
y a la hermosura agosta entre la nieve.	 ña agosto sumaq kay rit’i chawpipi.
en muros de cristal cautivo líquido,	 hap'isqa cristal líquido pirqakunapi, .
la belleza y su fruto morirían	 sumaq kaypas, rurunkunapas wañupunmanmi
que la mano invernal tu estío borre:	 Inti raymi maki chiriykita pichachun:
No ha de ser una usura prohibida	 Manan hark’asqa usurachu kanan
y tú debes dar vida a otro tú mismo,	 qan kikiykitaq hukman kawsayta qonayki,
¿qué podría la muerte, si al partir	 imataq wañuy atinman, sichus ripuspa
en tu posteridad siguieras vivo?	 miraynikikunapiqa kawsachkankiraqchu?
para darla a la muerte y los gusanos.	 wañuyman, kurukunamanpas qunapaq.
su cabeza flamígera levanta,	 nina rawraq umanmi hoqarin, .
los ojos de los hombres, sus vasallos,	 runakunaq ñawinkuna, kamachisqankuna, .
con miradas le rinden homenaje.	 qhawariykunawanmi payta yupaychanku.
como un joven robusto en su edad media,	 chawpi edadninpi kallpasapa wayna hina,
que su dorada procesión escoltan.	 chay quri procesionninku escolta.
Pero cuando en su carro fatigado	 Ichaqa sayk’usqa carretanpi kashaspa
deja la cumbre y abandona al día,	urqumanta lluqsispa p'unchawta saqiy, .
si no tienes un hijo, morirás.	 mana wawayuq kaspaqa wañunki.
Cuando pienso que todo lo que crece	 Chayta yuyaykuspay tukuy ima wiñaq
que las funciones de este gran proscenio	 chay hatun prosceniumpa ruwayninkuna
y que el hombre florece como planta	 chay runataq yura hina t’ikarin
la idea de una estada tan fugaz	 chayna pisi tiempollapaq qhepakuy yuyay
mientras que Tiempo y Decadencia traman	 mientras Tiempo y Decay trama
contra el Tirano tiempo sanguinario;	 Tirano yawar pachapa contranpi;
y contra el decaer no te aseguras	 ismunanpaqtaqmi mana segurochu kanki
En el cenit estás de horas risueñas.	Cénith nisqapiqa asirikuchkanki horas.
Los incultos jardines virginales	 Mana tarpusqa doncella huertakuna
darían para ti vivientes flores,	 kawsaq t'ikakunata qusunkiman,
ante los ojos de los hombres vivan.	 runakunaq qhawariyninpin kawsarqanku.
por tu dulce destreza retratado.	 misk’i yachayniyki siq’isqaykimanta.
si los colman tus méritos altísimos?	 sichus hatun méritoykikuna hunt’achin?
Si pudiera exaltar tus bellos ojos	 Sumaq ñawiykikunata hoqariyman chayqa
Desdeñarían mis papeles mustios,	 Ch’akisqa papelniykunatan pisichawaqku,
como ancianos locuaces, embusteros;	 rimaq machu runakuna hina, llullakuna;
Mas si entonces viviera un hijo tuyo,	 Ichaqa wawayki kawsanman chayqa,
mi rima y él dos vidas te darían.	Rimaywan pay iskay kawsayta qusunkiman.
Tiembla el brote de mayo bajo el viento	 Mayo killapi t’ikaqa wayrapi khatatatan
A veces demasiado brilla el ojo	 Wakin kutiqa ancha k’anchariq ñawi
ajada por la suerte o por el tiempo.	 Suertewan otaq tiempowan churasqa.
Pero eterno será el verano tuyo.	 Ichaqa wiñaypaqmi veranoyki kanqa.
y esto pueda vivir y te dé vida.	 kaytaq kawsaspa kawsayta qosunkiman.
Tiembla el brote de mayo bajo el viento	 Mayo killapi t’ikaqa wayrapi khatatatan
A veces demasiado brilla el ojo	 Wakin kutiqa ancha k’anchariq ñawi
ajada por la suerte o por el tiempo.	 Suertewan otaq tiempowan churasqa.
Pero eterno será el verano tuyo.	 Ichaqa wiñaypaqmi veranoyki kanqa.
y esto pueda vivir y te dé vida.	 kaytaq kawsaspa kawsayta qosunkiman.
deja a la tierra devorar sus brotes,	 kay pachaqa t'ikachankunata mikhuchun,
arranca al tigre su colmillo agudo,	 pumapa filoyuq chukchanta pallakun, .
quema al añoso fénix en su sangre.	 yawarninpi machu fenixta ruphachiy.
Pero un crimen odioso te prohíbo:	 Ichaqa millay huchatan hark'aykichis:
no cinceles la frente de mi amor,	ama munakuyniypa mat'inta cintuychu,
ideal sempiterno de hermosura.	 wiñaypaq ideal de belleza.
O afréntalo si quieres, Tiempo viejo:	 Utaq munaspaqa uyapuray, Ñawpa pacha:
Pintado por Natura el rostro tienes	 Naturalezawan pintasqa uyayki
y de mujer el corazón sensible	 warmiqtaq sensitivo sonqon
mas no mudable como el femenino;	 ichaqa manan warmi hinachu cambiaq;
Primero te creó mujer Natura	 Ñawpaqtaqa naturaleza kamasunki warmi
de ti me separó, decepcionándome,	 qanmanta t'aqawarqan, hukmanyachiwaspa,
al agregarte lo que no me sirve.	 mana serviwaqniykunata yapaspa.
como cualquier hijo de madre, y brilla	 mayqen mamaq churin hina, k'ancharin
menos que las candelas celestiales.	 hanaq pacha velakunamanta aswan pisi.
Dejad que digan más los habladores;	 Rimaqkuna astawan rimachunku;
sólo cuando los surcos te señalen	 surcokuna señalasunki chaylla
Si toda la hermosura que te cubre	 Sichus tukuy sumaq kay tapasunki chayqa
es el ropaje de mi corazón,	 sonqoypa p'achanmi,
¿cómo puedo ser yo mayor que tú?	 ¿Imaynataq qammanta kuraq kayman?
Por eso, amor, contigo sé prudente,	 Chayrayku, munakuy, yuyaysapa kay,
tu corazón tendré con el cuidado	 Sonqoykita cuidasaq
de la nodriza que al pequeño ampara.	 huch’uy wawata amachaq enfermeramanta.
o como el poseído por la ira	 otaq phiñakuywan hap’ichikuq hina
que desfallece por su propio exceso,	 kikinpa llumpay kayninmanta desmayaq, .
así yo, desconfiando de mí mismo,	 chaymi ñoqa kikiypi mana confiaspa, .
callo en la ceremonia enamorada,	 Munakuywanmi ceremoniapi upallaykuni,
cuando lo agobia la amorosa fuerza.	 munakuy kallpan payta atipaqtin.
Deja que la elocuencia de mis libros,	 Libroykunapa elocuencian kachun,
que pide amor y busca recompensa,	 Munakuyta mañakuq, premiota maskhaq,
que oír con ojos es amante astucia.	 ñawiwan uyariyqa q’otukuq munakuqmi.
Pintores son mis ojos: te fijaron	 Pintorkunam ñawiy: allichasurqanki
sobre la tabla de mi corazón,	 sonqoypa mesa patapi,
y mi cuerpo es el marco que sostiene	 cuerpoyqa hap’iq marcon
la perspectiva de la obra insigne.	 riqsisqa llamkaypa qawariynin.
A través del pintor hay que mirar	 Pintornintakamam qawanayki
para encontrar tu imagen verdadera,	 cheqaq rikch'ayniykita tarinaykipaq,
colgada en el taller que hay en mi pecho	 sinqaypi kaq tallerpi warkusqa
Y observa de los ojos el servicio:	 Hinallataq ñawimanta qhaway serviciota:
los míos diseñaron tu figura,	ñuqapa diseñarqani figuraykita, .
los tuyos son ventanas de mi pecho	 qanpataq sinqaypa ventanankuna
Mas algo falta al arte de los ojos:	 Ichaqa imapas faltanmi ñawi artepi:
Que los favorecidos por los astros	 Chay quyllurkunapa favorecesqankunata
Los favoritos de los grandes príncipes	 Hatun kamachikuqkunapa munasqankuna
El célebre guerrero laborioso,	 Chay riqsisqa llamk'aq maqanakuq, .
es del libro de honores suprimido	 chayqa suprimisqa honores libromantan
Feliz de mí, que amando soy amado,	 Kusisqa munakuywan munasqa kasqaymanta,
Señor del amor mío, cuyo mérito	 Munakuyniypa Señornin, piqpa mériton
obliga mi homenaje de vasallo,	 obligay mi vasallo homenaje, .
Grande es mi devoción: mi pobre espíritu	 Hatunmi devocionniy: wakcha espirituy
la muestra sin ropaje de vocablos	chay muestra mana p’achayuq simikuna
le dé tu comprensión sucil albergue;	 hamut’ayniykita sucil pakakuyta qoy;
hasta que el astro que mi andanza guía	 purisqayta pusaq quyllurkama
me señale con brillo favorable,	 allin llimp’iwan señalaway, .
haga que yo merezca que me mires.	 qhawariwanaykipaq mereceway.
Extenuado, hacia el lecho me apresuro	 Sayk’usqa, camaman phawaylla phaway
a calmar mis fatigas de viajero,	 puriq hina sayk’usqayta thasnunaypaq,
pero empieza en mi ánimo otro viaje,	 ichaqa huk puriymi yuyayniypi qallarin,
cuando acaban del cuerpo las faenas.	 cuerpoq ruwayninkuna tukusqaña kaqtin.
de mis párpados abren el agobio	 ñawiypa llimp’inkuna q’ipita kicharin
a la tiniebla que los ciegos miran.	 ñawsakunapa rikusqan tutayaqman.
Sólo que mi visión imaginaria	 Imaginasqa rikuylla
trae tu sombra hasta mis ojos ciegos,	 ñawsa ñawiyman llantuyniykita apamuy,
como un joyel que cuelga de la noche	 tutapi warkusqa alhaja hina
y el rostro oscuro le rejuvenece.	 hinaspa yana uyaqa mosoqyachin.
de día el cuerpo y a la noche el alma.	 p’unchawpiqa cuerpo, tutataq alma.
lloro en la soledad de mi destierro,	Sapaqchasqa kaspaymi waqani,
y maldigo al mirar mi desventura,	 hinaspa desgraciayta qhawarispa ñakani,
bello como éste, como aquél rodeado,	 sumaq kay hina, chay muyurisqa hina, .
insatisfecho con lo que me queda;	 puchuqniywan mana kusisqa;
a pesar de que casi me desprecio,	 yaqa pisichakuspaypas,
como al amanecer la alondra, se alza	 illarimuypi lark hina, hatarin
Cuando en sesiones dulces y calladas	 Misk’i, ch’in sesiones nisqapi kashaspa
hago comparecer a los recuerdos,	 Yuyariykunata rikurichini, .
suspiro por lo mucho que he deseado	 Mayna munasqaymantam suspirani
por los que envuelve la infinita noche	 chaypaqmi mana tukukuq tuta muyurin
puedo de mis dolores ya sufridos	 I can of my nanaykuna ña ñak’arisqaña
y volver a pagar lo ya pagado.	hinaspa pagasqaña kaqta kutichipuy.
¡ Cuánta lágrima pía de mis ojos	 Mayna piadoso waqaymi ñawiypi
y cuando esté en el polvo de la Muerte	 Hinaspa Wañuypa ñut'unpi kachkaptiy
superadas por hombres más felices.	aswan kusisqa qharikuna atipasqa.
Que tu amor reflexione: «Si su Musa	 Munakuyniyki rikuchichun: «Si su Muse
besar con su oro las praderas verdes	 qurinkuwan verde praderakunata much’ay
y luego permitir el paso oscuro	 chaymantataq tutayaq pasajeta saqiy
de fieros nubarrones por su rostro,	 uyanta sinchi phuyukunamanta, .
y ocultarlo a la tierra abandonada	 hinaspa saqisqa allpaman pakay
sobre mi frente, con triunfal belleza;	 mat’iypi, atipaq sumaq kaywan;
y que la lluvia enjugues en mi rostro,	 parapas uyayta pichachun,
que cicatriza pero no remedia.	 hampiq ichaqa mana hampiq.
ni tu remordimiento a lo perdido:	 nitaq chinkasqamanta pesapakuychischu.
a quien la cruz soporta del agravio.	 pikunamanmi cruzqa quejata apamun.
Pero tus lágrimas de amor son perlas	 Ichaqa munakuy waqasqaykiqa perla hinan
a la luna y al sol vela el eclipse;	 killaman, intimanpas eclipse velokuna;
vive el gusano en el capullo suave.	 chay kuruqa llamp’u q’aytupi kawsan.
Todos cometen faltas, yo también	 Lliwmi pantan, ñuqapas
de opositor me vuelvo tu abogado	 oposiciónmanta abogadoykiman tukuni
del ladrón tierno que cruel me roba.	 millay millay suwawaqniymanta.
Déjame confesar que somos dos	 Iskay kasqaykumanta willasaq
así las manchas que conmigo quedan	 chaymi ñoqawan qhepaq qhellikunapas
he de llevar yo solo sin tu ayuda.	 Mana yanapaynikiwanmi apakunay.
que si el objeto del amor no altera,	 munakuypa imapas mana tikrakuptinqa, .
sin despojar la honra de tu nombre.	 sutiykipa honorninta mana qechuspa.
Como un padre decrépito disfruta	 Imaynan huk decrepit tayta kusikun
al ver de su hijo las empresas jóvenes,	 churinpa wayna empresankunata rikuspa,
así yo, mutilado por la suene,	 chaymi ñoqa, t’oqyaywan mutilado, .
el poder o el ingenio, uno o todos,	 atiy utaq ingenio, huk utaq llapan, .
para colmarme a mí con su opulencia,	 qhapaq kayninwan hunt'achiwananpaq,
y de una parte de tu gloria vivo.	 gloriaykipa huk partenmantam kawsani.
seré feliz diez veces, si lo hallas.	 Chunka kuti kusikusaq, tariptiykiqa.
tu dulce inspiración, harto preciosa	 misk’i inspiracionniyki, ancha chaniyoq
Agradécete a ti, si algo de mi obra	 Gracias, sichus imapas llamkayniymanta
que sobrevivan a lejanos siglos.	 Karu pachak watakuna kawsachunku.
¿Cómo puedo elogiarte con modestia	 Imaynatataq llampu sunquwan alabaykiman
¿Qué me puede otorgar mi propio elogio	¿Imatan qowanman kikiypa alabasqay
Vivamos separados, y que pierda	 Sapaqchasqa kawsasun, chinkapuchun
su nombre de indiviso nuestro amor,	 mana rakisqa sutin munakuyninchis, .
para que pueda darte, al separarnos,	 chaynapi qunaypaq, rakinakuptinchik,
lo que mereces tú, tú solamente.	 imatachus merecesqaykita, qanlla.
engaño dulce del pensar y el tiempo,	 yuyaywan pachawan misk'i q'otuy, .
¿qué más posees de lo que tenías?	 ¿imatawantaq dueñoyki kanki?
no seas mi enemiga, aunque me mates.	 Ama awqay kaychu, wañuchiwaspaykipas.
si de tu corazón estoy ausente,	 sonqoykimanta mana kashaqtiyqa,
cuadran a tu hermosura y a tus años	 sumaq kayniykiman, wataykiman ima tupan
deberías respetar mi sitio	 sitioyta respetanayki tiyan
la tuya, infiel a mí con su belleza.	 qanpa, sumaq kayninwan mana hunt'aq.
aunque en verdad la quise con ternura,	 Chiqamanta munakuq kani chaypas,
más hondo es mi dolor porque eres suyo	 aswan ukhu nanaymi paypa kasqaykirayku
y ella me engaña por amor de mí,	Paytaq q'otuwan munakuwan.
dejando que mi amigo la haga suya.	 amigoyta paypaq kananpaq saqespa.
¡oh lisonja!	 ¡ay alabanza!
yo soy quien ella quiere.	 Paypa munasqanmi kani.
y brillantes se guían en lo oscuro.	 k’anchariqtaqmi tutayaqpi pusanku.
¡Ay, qué felicidad para mis ojos	 Ay, ima kusikuytaq ñawiypaq
si te miraran en el día vivo,	 kawsaq p'unchawpi qhawasuqtiykikuqa,
Su propia sombra tiene cada uno	 Sapakamam llantuynin kan
pero tú puedes producirlas todas.	 ichaqa llapantan ruruchiyta atinki.
con traje griego si a la bella Helena	 griego pachawan arí sumaq Helenaman
embellecen con máximo artificio.	 máxima artificiowan sumaqchay.
primavera es la sombra de tu gracia	 primaveraqa graciaykiq llanthunmi
en todo lo feliz te descubrimos.	 tukuy imapi kusisqa tariykiku.
Contribuyes a toda la hermosura,	 Tukuy sumaq kaymanmi yanapakunki,
Ni el mármol, ni los áureos monumentos,	 Ni mármol nitaq qori monumentokunapas,
durarán con la fuerza de esta rima,	 Kay rimaypa kallpanwanmi takyanqaku,
Cuando tumbe la guerra las estatuas	 Guerra estatuakunata urmachiptin
de un niño ya nacido lleva el peso!	 naceq wawapa llasayninta apan!
pudiera presentarme la memoria	 chay yuyariyta qawachiwayta atiwaqchu
tu imagen en un libro muy remoto,	 ancha karu libropi rikchasqayki, .
Seguro estoy que los pasados genios	 Seguro kani chay ñawpaq geniokuna
Como en la playa al pedregal las olas,	 Rumi quchapa patanpi olakuna hina,
nuestros minutos a su fin se apuran,	 Minutosniykuqa tukukunanpaqñam kachkan,
cada uno desplaza al que ha pasado	 sapankanmi pasaqta huk ladoman astachin
va hacia la madurez y su corona;	 puquymanmi rin, coronanmanpas;
surca de paralelas la hermosura,	 sumaq kay surcokuna paralelos, .
se nutre de supremas maravillas	 hatun admirakuypaq kaqkunamantam mikun
A pesar de su mano cruel, mi verso	 Millay makinwanña chaypas, versiculoy
mientras las sombras que se te parecen	 qanman rikch’akuq llanthunkunañataq
es el mío el que me abre los dos ojos,	 ñoqaqmi iskaynin ñawiyta kichariq,
y en centinela para ti se cambia:	 centinelapitaq qankunapaq t'ikrakun:
El pecado de amarme se apodera	 Munakuwaspa huchaqa hap’ikapunmi
pues en mi corazón echó raíces.	 sonqoypi saphichakusqanrayku.
Pienso que es el más bello mi semblante,	 Uyayqa aswan sumaqmi, .
mi forma, entre las puras, la ideal;	 formay, ch’uyakuna ukhupi, ideal;
y mi valor tan alto conceptúo	 valorniypas ancha hatunmi wiksallikuni
Pero cuando el espejo me presenta,	 Ichaqa espejo presentawaqtinmi,
en sentido contrario mi amor leo	 contra direccionpi munakuyniy leesqay
Es a ti, otro yo mismo, a quien elogio,	 Qam, ñuqa kikiypas, qamtam yupaychani.
Si la muerte domina al poderío	 Sichus wañuy atiyta kamachin chayqa
Con su hálito de miel, ¿podrá el verano	 Miel samayninwan, verano kanman
cuando peñascos y aceradas puertas	 qaqakuna, acero punkukuna ima kaptin
no son invulnerables para el Tiempo?	 manachu Tiempowan mana k’irisqa kanku?
¡Atroz meditación!	 ¡Manchay yuyaymanay!
¿Dónde ocultarte,	 maypi pakakuna
joyel que para su arca el Tiempo quiere?	 Joyel chay Tiempo munan arcanpaq?
el brillo de mi amor en negra tinta.	 yana tintawan kuyakuyniypa llimpiynin.
Cuando haya muerto, llórame tan sólo	 Wañusqaña kaspayqa waqaylla
mientras escuches la campana triste,	 llaki campanata uyarisqaykikama,
anunciadora al mundo de mi fuga	 ayqikusqay pachaman willakuq
la mano que la escribe, pues te quiero	 chayta qillqaq maki, allinmi kuyayki
Pero si acaso miras estos versos	 Ichaqa kay versiculokunata qhawarispaqa
cuando del barro nada me separe,	 mana imapas t'urumanta t'aqawaqtin,
ni siquiera mi pobre nombre digas	 ama wakcha sutiytapas niychu
Unos se vanaglorian de la estirpe,	 Wakinqa mirayninmantam alabakunku,
otros, de la elegancia extravagante,	 wakintaq, extravagante eleganciayuq, .
cada carácter un placer comporta	 sapa runam kusikuyta apamun
cuya alegría a las demás excede;	 hukkunaman kusikuyninqa aswan hatunmi;
Mi única miseria es que pudieras	 Llakikuyniyqa atisqaykillam
Lo mismo que a la joya más humilde	 Aswan huch’uyyaykukuq alhajawan kaqlla
valor se da en los dedos de una reina,	 valorqa reinaq dedonkunapin qokun, .
y a la Belleza embellecer la rima	 hinaspa Sumaq kay rimayta sumaqchanku
trataba de expresar la pluma arcaica	 ñawpaq plumata rimayta munarqa
una belleza como la que tienes.	 kapuqniyki hina sumaq kay.
Así, sus alabanzas son presagios	 Chhaynapin alabasqankuqa señalkuna
En cuanto a aquellos que te contemplamos	 Qankunapi yuyaymanaqkunamanta rimaspaqa
con absorta mirada, estamos mudos.	 absorbido qhawariywan, upa kanchis.
sino aspectos de formas anteriores.	 ichaqa ñawpaq formakunaq aspectonkuna.
no me asombran pasado ni presente,	 ñawpaqpas kunanpas ama admirachiwaychu,
al transformarse mientras te apresuras.	 kallpachkaspa tikrakuspa.
Pobre alma, centro de culpable limo	 Wakcha alma, huchayuq limo centro
a la que burla, indócil, quien la ciñe,	 burlakuq, mana kamachikuq, chumpikuq, .
ornando tu morada pasajera?	 temporal tiyasqaykita sumaqchaspa?
Vive, alma, a expensas de tu servidor;	 Kawsay, alma, kamachiykiq qolqenwan;
pues si ella muere, no podrás morir.	 Bueno, wañuptinqa manam wañuwaqchu.
