español	quechua
Tom vio a Mary y a John peleando en la playa.	 Tomqa rikurqanmi Marywan Johnwan lamar-qocha patapi maqanakushaqta.
Tom vio a alguien parado al otro lado de su ventana.	 Tomqa rikurqanmi ventananta huk ladonpi pitapas sayashaqta.
Tom dice que no puede imaginarse la vida sin Mary.	 Tommi nin mana Mariawanqa mana piensayta atisqanmanta.
Tom dice que quiere casarse cuanto antes.	 Tommi nin chaylla casarakuyta munasqanmanta.
Tom garabateó algo en un trozo de papel.	 Tomqa huk raphipin imatapas qelqarqan.
Tom debía haber invitado a Mary, pero no lo hizo.	 Tomqa Mariatan invitanan karqan, ichaqa manan invitarqanchu.
Tom debería haber invitado a Mary, pero no lo hizo.	Tomqa Mariatan invitanan karqan, ichaqa manan invitarqanchu.
Tom debería haberme dejado hacer lo que yo quería.	 Tomqa saqenanmi karqan munasqayta ruwanaypaq.
Tom pasa todo su tiempo pensando en Mary.	 Tomqa tukuy tiempontan Mariapi yuyaykushan.
Tom pasó la noche en una vieja chabola de caza.	 Tomqa huk mawk’a caza wasipin tuta qhepakurqan.
Tom empezó a estudiar francés hace tres años.	 Tomqa kinsa wata ñawpaqtaraqmi francés simita estudiayta qallarirqan.
Tom se detuvo para echarle una mirada de cerca al auto.	 Tomqa carrota allinta qhawananpaqmi sayaykurqan.
Tom metió un tenedor en el enchufe.	 Tomqa huk tenedorta tomapi k’askaykurqan.
Tom sugirió otro plan al comité.	 Tomqa huk plantawanmi chay comité nisqaman yuyaycharqan.
Tom se baña todas las noches después de la cena.	 Tomqa sapa tutan cenasqan qhepaman bañakun.
Tom me convenció de ir a la iglesia con él.	 Tommi convencechiwarqa paywan iglesiaman rinaypaq.
Tom habló demasiado y dejó escapar el secreto.	 Tomqa llumpaytam rimarqa hinaspam pakasqa kaqta lluqsichirqa.
Tom piensa que María es una mala influencia para John.	 Tomqa piensanmi Mariaqa Johnta mana allinta ruwananpaq.
Tom piensa que quizá María tenga un desorden alimenticio.	 Tomqa piensanmi ichapas Mariaqa mikhuymanta sasachakuyniyoq kasqanmanta.
Tom piensa que irá a comprar esta tarde.	 Tomqa kunan tarde rantikuq rinanpaqmi yuyan.
Tom piensa que Mary bebe demasiado café.	 Tomqa piensanmi Maryqa nishuta café ukyananta.
Tom pensaba que tenía una oportunidad de ganar la carrera.	 Tomqa piensaranmi chay carrerapi ganananpaq oportunidad kasqanmanta.
Tom creyó haber oído un ratón en la cocina.	 Tomqa piensarqam cocinapi huk siwita uyarisqanmanta.
Tom pensó que iba a disfrutar de la fiesta.	 Tomqa piensaranmi chay fiestapi kusisqa kananta.
Tom pensó que la reunión fue una pérdida de tiempo.	Tomqa piensaranmi chay huñunakuy tiempo usuchiy kananpaq.
Tom tiró un guijarro a la ventana del dormitorio de Mary.	 Tomqa huk rumichatam Marypa puñunanpa ventananta wischuykurqa.
Tom le dijo a Mary que John la andaba buscando.	 Tomqa Marymanmi willarqan John maskhashasqanmanta.
Tom le dijo a Mary que estaba malgastando su tiempo.	 Tomqa Marymanmi willasqa tiemponta usuchisqanmanta.
Tom le dijo a Mary lo que realmente pensaba de ella.	 Tomqa Mariamanmi willarqan imachus cheqaqtapuni paymanta yuyaykusqanmanta.
Tom le dijo a sus amigos que él nunca ha comido carne.	 Tomqa amigonkunamanmi willarqan mana hayk’aqpas aychata mikhusqanmanta.
Tom me dijo que te gusta la comida picante.	 Tommi niwarqa picante mikuy gustasqaykimanta.
Tom le dijo al taxista que guardara el cambio.	 Tomqa taxi manejaqmanmi nirqa chay cambiota waqaychananpaq.
Tom nos contó otro de sus estúpidos chistes.	 Tomqa huk sonso asichikusqanmantan willawarqanku.
Tom sacó un puñado de palomitas de maíz del pote.	 Tomqa huk makilla palomitas nisqatam chay jarramanta hurqurqa.
Tom bebió otro sorbo de su vaso de cerveza.	 Tomqa huk kutitawanmi cerveza vasonmanta tomarqan.
Tom ocupó su lugar en la cabecera de la mesa.	 Tomqa mesaq umanpin tiyananta hap’irqan.
Tom sacó la manteca de la heladera.	 Tomqa refrigeradormanta mantequillata hurqurqa.
Tom trató de recoger sus llaves con los dedos del pie.	 Tomqa chaki dedonkunawanmi llavenkunata hoqariyta munarqan.
Tom trató de detener a Mary de que hablara con John.	 Tomqa Marytan hark’ayta munarqan Johnwan rimananpaq.
Tom trató de advertirle a Mary, pero ella lo ignoró.	 Tomqa Mariatan advertiy munarqan, ichaqa manan uyarirqanchu.
Tom suele darse una ducha antes de desayunar.	 Tomqa yaqa llapanpim manaraq desayunachkaspan duchakun.
Tom esperó lo que le parecía una eternidad.	 Tomqa wiñaypaq hina kaqtan suyarqan.
Tom despierta al alba cada día.	Tomqa sapa p’unchaymi achikyamuqta rikch’arimun.
Tom caminó hacia la ventana y miró hacia afuera.	 Tomqa ventanaman rispan hawata qhawarirqan.
Tom quería que Mary lo llevara al aeropuerto.	 Tomqa munarqanmi Mary carropi aeropuertoman rinanpaq.
Tom quería que Mary se quedara un poco más.	 Tomqa munarqanmi Mary aswan unayta qhepakunanta.
Tom quería saber con quién había estado saliendo Mary.	 Tomqa yachayta munarqa piwanchus Mary riqsinakusqanmanta.
Tom quería decirle a Mary algo importante.	 Tomqa Mariamanmi ima importante kaqtapas willayta munarqan.
Tom quiere que ayude a Mary con sus deberes.	 Tomqa munanmi Maryta tareanpi yanapanayta.
Tom quiere entender el significado de la vida.	 Tomqa entiendeytan munan imapaqchus kawsayqa.
Tom le advirtió a María que se alejara de su casa.	 Tomqa Mariatan anyarqan wasinmanta karunchakunanpaq.
Tom fue gravemente herido en un accidente de tráfico.	 Tomqa carropi accidentepin sinchita k’irisqa karqan.
Aquella vez, Tom estaba almorzando con Mary.	 Chay kutipim Tomqa Marywan almuerzota mikuchkasqa.
Tom esperaba que María le sonriera.	 Tomqa suyasqa Maria asirikunanta.
Tom estaba sentado bajo un árbol, bebiendo vino.	 Tomqa sachapa sikinpim vinota tomachkasqa.
Tom estaba tan cansado que ni siquiera quería comer.	 Tomqa sayk’usqañan kasharqan, chaymi manaña mikhuytapas munarqanchu.
Tom fue el último en llegar esta mañana.	 Tommi kunan paqarin qhepa kaq chayamurqan.
Tom fue quien me enseñó como funcionaba.	 Tommi yachachiwarqa imayna llamkasqanmanta.
Tom fue quien te lavó el coche.	 Tommi carroykita mayllaq.
Su doctor le dijo a Tom que se quedara en cama.	 Doctorninmi Tomta nirqa camapi qipananpaq.
Tom se molestó cuando vio a Mary besar a John.	 Tomqa phiñasqa kasharqan Mary Johnta much’aykushaqta rikuspa.
Tom llevaba una camisa azul y jeans azules.	Tomqa azul camisayuq, azul vaquerosniyuq ima kasqa.
Tom no estaba sonriendo cuando entró al cuarto.	 Tomqa manan asirisqachu chay cuartoman haykuspa.
Tom no fue el que se ocupó de ese problema.	 Tomqa manan chay sasachakuytaqa allicharqanchu.
Tom salió a pescar, pero no pescó nada.	 Tomqa challwaqmi rirqan, ichaqa manan imatapas hap’irqanchu.
Tom fue a Corea como misionero cristiano.	 Tomqa Corea nacionmanmi cristiano misionero hina rirqan.
Tom estará dormido para cuando lleguemos allí.	 Chayman chayanaykupaqqa Tomqa puñusqañam kanqa.
Probablemente a Tom lo despedirán por lo que hizo.	 Tomqa yaqapaschá chay ruwasqanmanta qarqosqa kanqa.
Tom no va a admitirlo, pero él está en grandes problemas.	 Tomqa manan chayta reqsikunqachu, ichaqa hatun sasachakuypin kashan.
Tom no va a poder entender nada de esto.	 Tomqa manan kaykunamanta mayqentapas entiendeyta atinqachu.
Tom no podrá entender nada de esto.	 Tomqa manan kaykunamanta mayqentapas entiendeyta atinqachu.
Tom se preguntaba que le había pasado a su viejo camión.	 Tomqa tapukurqanmi ñawpaq camionninwan imachus pasasqanmanta.
Tom trabajó como salvavidas durante el verano.	 Tomqa verano killapin salvavidas hina llank’arqan.
Tom lo habría hecho ya, si supiera cómo.	 Tomqa ruwanmanmi karqan, imayna ruwayta yachaspaqa.
Tom escurrió el agua de su traje de baño húmedo.	 Tomqa chhullunkayuq bañadorninmanta unuta siq’irqa.
El cumpleaños de Tom fue anteayer.	 Tompa cumpleañonqa qayna punchaw ñawpaq punchawmi karqa.
La novela de Tom se ha traducido al francés.	 Tompa novelanqa francés simimanmi tikrasqaña.
Tom, hay algo que olvidé decirte.	 Tom, kanmi imapas willayta qunqarusqay.
Mañana iré a estudiar a la biblioteca.	 Paqarinmi bibliotecaman estudiaq risaq.
Mañana estudiaré en la biblioteca.	 Paqarinmi bibliotecapi estudiasaq.
Los semáforos se usan para regular el tráfico.	 Semáforos nisqawanmi puririykunata kamachikun.
Calcula cuánto gastas en libros.	 Librokunapi hayka gastasqaykita yupay.
La cúrcuma da un color amarillo intenso a los alimentos.	 Kurkuqa mikhuymanmi ukhu q’illu llimp’ita qun.
Visita mi página web y averigua más acerca de mí.	 Web kitiyman yaykuy hinaspa ñuqamanta astawan yachay.
Espera un momento, quiero decirte una cosa.	 Suyaykuy, imatapas willayta munani.
Despertar es el opuesto a ir a dormir.	 Rikch’ariyqa puñuq riypa contranpin.
Caminando por el parque, me encontré con un amigo.	 Parqueta purispaymi huk amistadniywan tuparurqani.
Lávate las manos después de ir al baño.	 Bañoman rispa makiykita mayllakuy.
No nos vamos a quedar en ese hotel de nuevo.	 Manañan chay hotelpi qhepakusaqkuchu.
No nos vamos a volver a quedar en ese hotel.	 Manañan chay hotelpi qhepakusaqkuchu.
Creemos que fue Tom quien mató a Mary.	 Yuyaykuyku Tom kasqanpi Mariata wañuchiq.
Con el telescopio se pueden ver objetos lejanos.	 Telescopiowanqa karu kaqkunatam qawanki.
No podemos confiarle algo así a Tom.	 Tompiqa manan chay hina kaqpiqa confiayta atisunmanchu.
Coleccionamos sellos del mundo entero.	 Tukuy pachamanta sellokunata huñuyku.
Coleccionamos sellos de todas partes del mundo.	 Tukuy pachamanta sellokunata huñuyku.
Hemos debatido sobre este problema hasta tarde por la noche.	 Tutakamaraqmi kay asuntomanta rimachkanchik.
Debatimos este problema hasta bien entrada la noche.	 Kay asuntomantaqa tutakamam debatirqaniku.
No tenemos clase los miércoles por la tarde.	 Miércoles tardekunapiqa manam clase kanchu.
Esperamos una pronta resolución del asunto.	Suyayku chay asunto usqhaylla allichakunanta.
Esperamos un temprano acuerdo sobre el asunto.	 Suyayku chay asuntomanta temprano acuerdo kananta.
Nos sentimos felices cuando la evaluación terminó.	 Chay chaninchay tukukuptinqa kusisqam kanchik.
Encontramos un pasaje secreto en el edificio.	 Chay wasipi pakasqa pasajeta tariyku.
Nos encontrábamos en una situación peligrosa.	 Peligroso situacionpin tarikurqayku.
Nos encontramos en una situación peligrosa.	 Peligrosopin tarikunchis.
Tuvimos un vuelo terrible por la turbulencia.	 Chay ch’aqway kasqanraykun manchay phawarayku.
Acabábamos de empezar cuando comenzó a llover.	 Chayraqmi qallarirqayku parayta qallariqtin.
Apenas habíamos empezado cuando comenzó a llover.	 Parayta qallariqtinqa yaqapaschá qallarirqayku.
Lo hemos elegido presidente de la reunión.	 Huñunakuypa umalliqninmi payta akllarqanchik.
Acabamos de comprar dos muebles.	 Chayraqmi iskay mueblekunata rantirqayku.
Nosotros tenemos la capacidad de memorizar información.	 Willakuykunata umanchikpi hap’inapaq atiyniyuqmi kanchik.
Tenemos la alternativa de irnos o quedarnos.	 Ñuqanchikqa akllananchikmi ripunapaq utaq qipanapaq.
Tenemos que visitarle mañana de todas formas.	 Paqarinmi imayna kaptinpas watukamunanchik.
Tenemos que aprovecharnos de esta situación.	 Kay situacionmantaqa aprovechananchikmi.
Tenemos que pensar sobre esto un poco más.	 Kaypiqa astawanraqmi yuyaymanananchik.
No hemos probado el medicamento en humanos aún.	 Manaraqmi chay hampitaqa runakunapi pruebaykuraqchu.
Sabemos que esta isla alguna vez estuvo habitada.	 Yachanchikmi kay islapiqa huk kutipi runakuna runakuna tiyasqankuta.
Les perdimos de vista hace más de media hora.	Kuska hora masnin ñawpaqtaraqmi chaykunataqa manaña rikurqanikuchu.
Hicimos una resolución para incrementar la producción.	 Ruwaykunata yapanapaqmi huk resolucionta ruwarqayku.
Deberíamos pensar siempre en el interés común.	 Sapa kutim piensananchik común interespi.
Es urgente concebir algo.	 Imatapas yuyaymanayqa utqayllam.
Hicimos fila para conseguir las entradas para el concierto.	 Chay conciertopaq boletokunata chaskinaykupaqmi filapi sayarqayku.
Se nos acabó la gasolina cuando íbamos al teatro.	 Teatroman rispayku gasolina tukukapurqayku.
Recibimos muchas llamadas telefónicas del extranjero.	 Hawa llaqtakunamantan askha telefonopi waqyamuwanchis.
Buscamos en el bosque al niño perdido.	 Chay chinkasqa wawata sach’a-sach’api maskharqayku.
Deberíamos salir de aquí lo antes posible.	 Usqhaylla kaymanta lluqsinanchik tiyan.
Tal vez debamos posponer el juego.	 Ichapas pukllayta huk lawman aplazananchik.
Estudiamos más de 800 letras chinas.	 Chino simipi 800 masnin letrakunata estudiayku.
Conversamos sin la ayuda de un intérprete.	 Mana t’ikraqpa yanapayninwanmi parlayku.
Pensamos que habías sido capturado por el enemigo.	 Awqakunaq hap’isqan kasqaykitan yuyaykurqayku.
El otro día nos fuimos juntos a cazar osos.	 Huk punchawmi kuska osokuna hapiq rirqaniku.
Fuimos al bosque a buscar insectos.	 Kurukunata maskaqmi yunkaman rirqaniku.
Todos estábamos sorprendidos de que Tom ganara la carrera.	 Llapaykutaqmi admirakurqayku Tom chay carrerapi ganasqanmanta.
Nosotros nos sorprendimos al ver sus heridas.	 Admirakurqaykutaqmi k’irisqa kasqanmanta.
Tendremos un examen de inglés esta tarde.	 Kunan tarde inglés simipi prueba ruwasaqku.
No vamos a ser capaces de hacerlo sin tu ayuda.	 Mana yanapayniykiwanqa manam ruwayta atisaqkuchu.
Haremos una venta de liquidación la semana que viene.	Hamuq semanapim huk limpieza rantiyta ruwachkanchik.
Te haremos saber el resultado en una semana.	 Huk semanamantam willasqaykichik chay ruwasqankumanta.
Un día haremos del mundo un lugar mejor.	 Huk punchawmi kay pachata aswan allinman tukuchisunchik.
Vamos a otra fiesta después de esta.	 Kaymanta qhipaman wak raymiman risunchik.
Discutiremos ese problema mañana.	 Paqarinmi chay sasachakuymanta rimarisunchik.
No vamos a estar todo el día aquí sentados, ¿o sí?	 Manam tukuy punchawchu kaypi tiyasaqku, ¿aw?
Tenemos problemas más graves que atender.	 Aswan hatun sasachakuykunatan qhawarinanchis.
Hemos trabajado juntos durante treinta años.	 Kimsa chunka watañam kuska llamkanchik.
Las ballenas pueden estar sumergidas por largo tiempo.	 Ballenakunataqa unayta unuman chinkaykuyta atinku.
Lo que tengo en mi mano es una concha endurecida.	 Makiypi kaqniyqa rumiyasqa concham.
¡Qué tonto soy al pensar que ella me ama!	 ¡Mayna sonso runam kani kuyawasqanmanta piensaspay!
¿Cuántos años tenía la primera vez que condujo un coche?	 ¿Hayka watayuqtaq karqanki punta kuti carrota manejasqaykipi?
¿Cuáles son algunos de tus vinos franceses favoritos?	 ¿Imakunataq wakin munasqayki francés vinokuna?
¿Qué estás haciendo en la escuela en esta tarde?	 ¿Imatataq kunan tarde yachay wasipi ruwachkanki?
¿Qué harán esta tarde en el colegio?	 ¿Imatataq kunan tarde escuelapi ruwanqaku?
¿Qué marca de comida de perro le das a tu perro de comer?	 ¿Ima marka allqu mikhunatataq allquykiman mikhuchinki?
¿Qué comías cuando estabas en Australia?	 ¿Imatataq Australiapi kachkaspa mikhurqanki?
¿Qué viste ayer en la televisión?	¿Imatataq qayna punchaw TVpi qawarqanki?
¿Qué hacen ellos con todo su tiempo libre?	 ¿Imatan ruwanku llapa libre tiemponkuwan?
¿Qué opinas de esos escritores japoneses?	 ¿Ima niwaqtaq chay Japonmanta qillqaqkunamanta?
¿Qué quieres que le diga a Tom si llama?	 ¿Imatan munanki Tomman willanayta waqyamuqtin?
¿Cuál es tu primer recuerdo de la niñez?	 ¿Imataq warma kasqaykimanta puntata yuyarisqayki?
¿Cuál es tu mayor fuente de inspiración?	 ¿Imataq aswan hatun inspiracionniyki?
¿En qué llave vas a tocar esa canción?	 ¿Ima llavepitaq chay takiyta tocanki?
¿Qué lengua se habla en tu país?	 ¿Ima simitataq llaqtaykipi rimanku?
¿En qué parte del país se asentaron?	 ¿Mayqen suyupitaq tiyakurqanku?
¿A qué hora te vas a dormir el sábado en la noche?	 ¿Ima horatataq sábado tuta puñunki?
¿A qué hora te bañas en la noche?	 ¿Ima horatataq tuta bañakunki?
¿A qué hora te bañas en la mañana?	 ¿Ima horatataq tutamanta bañakunki?
¿Qué estabas haciendo anoche a las nueve en punto?	 ¿Imatataq qayna tuta isqun pachata ruwachkarqanki?
¿Qué estaban haciendo anoche a las nueve en punto?	 ¿Imatataq qayna tuta isqun pachata ruwachkarqanki?
¿Qué harías si hoy fuese tu último día?	 ¿Imatan ruwawaq kunan p’unchay qhepa p’unchayniyki kaqtin?
Lo que no quieres es enfadar a Tom.	 Tomtaqa manam piñachiyta munankichu.
Tienes catarro, no gripe.	 Chiriwan kanki, mana gripewanchu.
Lo que pasó, pasó. Es historia.	 Imachus pasasqanqa pasaran. Historia nisqa.
¿Cuál es la universidad más famosa del mundo?	 ¿Ima hatun yachaywasitaq kay pachapi aswan riqsisqa?
¿Qué es lo más picante que has comido nunca?	 ¿Imataq aswan q’apayniyuq mikhusqayki?
¿Qué temperatura hará mañana?	 ¿Ima q’uñitaq paqarin kanqa?
¿Cuál es el título del libro que estás leyendo?	¿Imataq leesqayki libropa sutin?
¿Cuál es tu tipo favorito de películas?	 ¿Ima clase peliculakunataq aswan munasqayki?
¿Qué opinas de los Estados Unidos?	 ¿Ima niwaqtaq Estados Unidosmanta?
¿Qué opinas de Estados Unidos de América?	 ¿Ima niwaqtaq Estados Unidos nacionmanta?
Digas lo que digas, no te creerán.	 Ima nisqaykitapas niy, manan creesunkikuchu.
Digas lo que digas, no te creeremos.	 Nisqaykichikta niy, manam creesqaykichikchu.
Cuando muera, quiero ser enterrado junto a ella.	 Wañuspayqa ladonpi p’ampasqa kaytan munani.
Cuando estoy resfriado no puedo saborear nada.	 Chiriyuq kaspayqa manam imatapas malliyta atinichu.
¿Cuándo vas a volver a tu país?	 ¿Hayk’aqmi llaqtaykiman kutipunki?
¿Cuándo se fue tu hermana de Tokio a Londres?	 ¿Hayk’aqmi ñañayki Tokio llaqtamanta Londres llaqtaman ripurqan?
¿Cuándo fue la última vez que te peinaste el pelo?	 ¿Hayk’aqmi qhepa kutita chukchaykita peinarqanki?
¿Cuándo fue la última vez que le ayudaste a tu esposa?	 ¿Hayk’aqmi qhepa kutita warmiykita yanaparqanki?
¿Cuándo fue la última vez que besaste a tu esposa?	 ¿Hayk’aqmi qhepa kutita warmiykita much’arqanki?
¿Cuándo fue la última vez que te perdiste el tren?	 ¿Hayk’aqmi qhepa kutita trenta faltarqanki?
¿Dónde vas a ir de vacaciones este verano?	 ¿Maymantaq kay chiri killapi vacacionman rinki?
¿Dónde puedo descargar películas de acción gratis?	 ¿Maymantataq mana qullqillapaq acción peliculakunata uraykachiyman?
¿Dónde lo encontraste, en el colegio o en la casa?	 Maypitaq tarirqanki, yachaywasipi icha wasipichu?
¿En dónde crees que podría ocurrir algún problema?	 ¿Maypitaq ima sasachakuypas kanman?
¿Dónde quieres que ponga estas maletas?	 ¿Maypitaq kay maletakunata churanayta munanki?
¿Qué prefieres, las manzanas o los plátanos?	¿Imatataq munanki, manzanakuna icha plátano?
¿Qué te gusta más, las manzanas o las naranjas?	 ¿Imataq aswan gustasunki, manzanakuna icha naranjakuna?
¿Qué te gusta más, patinar o esquiar?	 ¿Imataq aswan gustasunki, patinaje utaq esquí?
¿Qué prefieres, el vino blanco o el tinto?	 ¿Imatataq munanki, yuraq icha puka vinota?
¿Qué es más barato, el autobús o el tranvía?	 ¿Imataq aswan barato, autobus icha tranvía?
¿Cuál quieres, éste o aquél?	 ¿Mayqintataq munanki, kayta icha chay?
¿Qué equipo pronosticas que ganará el juego?	 ¿Mayqin equipotaq chay pukllaypi atipananta willanki?
Me dormí escuchando la radio.	 Radiota uyarispaymi puñururqani.
¿Quién puede decir lo que pasará en el futuro?	 ¿Pitaq ninman hamuq tiempopi imakuna pasananta?
¿Quién está tocando piano en la sala de estar?	 ¿Pitaq tiyakuna wasipi pianota tocachkan?
¿Quién te dijo que hoy me iba a la playa?	 ¿Pitaq nisurqanki kunan punchaw playaman risaq nispa?
¿Quién fue la que compró ayer esta falda?	 ¿Pitaq qayna punchaw kay faldata rantirqa?
¿Quién está tirando de las cuerdas detras del escenario?	 ¿Pitaq q'aytukunata aysachkan qhipaman?
Quien sea que llegue primero tendrá los mejores asientos.	 Pichus ñawpaqta chayman chayaqqa aswan allin tiyanayuq kanqa.
¿Por qué hoy no hay ningún taxi en la estación?	 ¿Imaraykutaq kunan pacha mana taxi kanchu chay estacionpi?
¿Por qué estás de tan mal humor esta tarde?	 ¿Imanasqataq kunan tarde chayna mana allin sunquyuq kachkanki?
¿Por qué te tuvo que esperar por tanto rato?	 ¿Imanasqataq unayta suyanayki karqa?
¿Por qué le dijiste a Tom que no me conocías?	 ¿Imanasqataq Tomman nirqanki mana riqsiwasqaykita?
¿Por qué no me dijiste que Tom tenía novia?	 ¿Imanasqataq mana niwarqankichu Tompa novia kasqanmanta?
¿Por qué le gusta a la gente oler sus propios pedos?	 ¿Imanasqataq runakunaqa kikinkupa pedonku asnachiyta munanku?
¿Por qué le echas tanto azúcar al café?	 ¿Imanasqataq kaphiykiman achka azúcarta churanki?
¿Por qué crees que a Tom le gusta tanto el béisbol?	 ¿Imanasqataq piensanki Tommanqa anchata gustan béisbol?
¿Por qué tu madre siempre anda con gafas de sol?	 ¿Imanasqataq mamaykiqa sapa kuti inti lentesniyuq?
¿Por qué tu madre siempre lleva lentes de sol puestos?	 ¿Imanasqataq mamaykiqa sapa kuti intipa lentesninta churakun?
¿Por qué no vemos si Tom quiere ir con nosotros?	 ¿Imanasqataq mana qawanchikchu Tom ñuqaykuwan riyta munasqanmanta?
¿Por qué los medios de comunicación no reportaron esto?	 ¿Imanasqataq medios de comunicación nisqakuna mana chayta willarqakuchu?
¿Por qué no funciona eso? Ayer funcionaba.	 ¿Imanasqataq chay mana allinchu? Qayna punchawmi llamkarqa.
La sabiduría no viene automáticamente con los años.	 Yachayqa manan kikillanmantachu hamun edadwanqa.
Sin agua, los soldados podrían haber muerto.	 Mana yaku kaptinqa soldadokunaqa wañunkumanmi karqa.
No podría haberlo hecho sin su ayuda.	 Mana yanapawasqaykiqa manam ruwaymanchu karqa.
¿Te harías cargo de mis plantas mientras estoy fuera?	 ¿Karu kachkaptiychu yuraykunata cuidawaq?
¿Me darías la receta de tu ensalada?	 ¿Ensaladaykipaq recetatachu quwankiman?
¿Desea una bolsa de plástico o de papel?	 ¿Plástico icha papel bolsatachu munanki?
¿Le gustaría que se le considerase para el trabajo?	¿Munawaqchu chay llamk’anapaq qhawarisqa kayta?
¿Te gustaría ser considerado para el trabajo?	 ¿Munawaqchu chay llamk’anapaq qhawarisqa kayta?
¿Desea contribuir al programa?	 ¿Munawaqchu chay programapi yanapakuyta?
¿Te importaría si me como un trozo de este pastel?	 ¿Manachu imapas qosunkiman kay tortamanta huk pedazoyoq kaspayqa?
¿Le importaría mostrarme su pasaporte?	 ¿Manachu pasaporteykita qawachiwankiman?
¿Nos puedes enseñar algunas muestras de tu trabajo?	 ¿Atiwaqchu qawachiwayku llamkaynikimanta wakin muestrakunata?
Todavía estás enferma. Debes quedarte en cama.	 Unqusqaraqmi kachkanki. Puñunapi qhipakunayki tiyan.
Se pueden ver algunos conejos salvajes en el bosque.	 Wakin sallqa kunturkunataqa yunkapi rikukun.
Puedes ver el ocaso desde la ventana.	 Inti chinkaykuytaqa ventanamantam qawanki.
Puedes ver la puesta de sol desde la ventana.	 Inti chinkaykuytaqa ventanamantam qawanki.
Puedes estar ahí si te quedas en silencio.	 Upallalla kaspaqa chaypim kawaq.
Puede usar mi diccionario siempre que quiera.	 Diccionarioytaqa maypacha munaspapas servichikuwaqmi.
No puedes tener hambre. Acabas de cenar.	 Manan yarqaytaqa atiwaqchu. Chayraqmi cenarqanki.
No puedes comprar nada si no tienes dinero.	 Mana qullqiyuq kaspaqa manam imatapas rantiyta atiwaqchu.
No se puede comprar nada si no se tiene dinero.	 Mana qullqiyuq kaspaqa manam imatapas rantiyta atiwaqchu.
No es necesario que vengas si no quieres.	 Mana munaspaqa manam hamunaykichu.
No tenés que quedarte si no querés.	 Mana munaspaqa manan qhepakunaykichu.
Tú no tienes lo que hace falta para ser un líder.	 Umalliq kanaykipaqqa manan kanchu.
No necesitas escribir más de 400 palabras.	 Manan 400 simikunamanta aswantachu qelqanayki.
No quieres saber por qué estoy aquí, ¿verdad?	Mana yachayta munankichu imarayku kaypi kasqayta, ¿aw?
Tienes un hábito de exagerar todo.	 Tukuy imatapas exagerayta costumbreyoqmi kanki.
Tienes muchos más pares de zapatos que yo.	 Qamqa ñuqamanta aswan achka zapatoyuqmi kanki.
Tienes que terminar tu tarea de inmediato.	 Chayllam tareaykikunata tukunayki.
Para dar clase te tiene que gustar.	 Yachachinaykipaqqa gustanaykin.
Tienes que recaudar fondos para ayuda humanitaria.	 Runa yanapaypak kullkita tantachina kanki.
